Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
2002-07-04,49392,49784,46648,48265,-2.09%,47461,49524,N/A,50666,48755,48118,2355642,1289346,1054601,N/A,-898769,-2.39,43.97,98.3,30.55,-7637593
2002-07-05,49294,50666,48902,49882,3.35%,48539,49617,N/A,49024,48240,45888,1702750,1414025,1090106,N/A,-841723,-2.01,46.87,101.8,33.06,-5934843
2002-07-08,51450,51744,49588,50470,1.18%,49225,49617,N/A,51156,49833,49392,1503084,1510664,1094940,N/A,-824005,-1.82,47.9,99.42,34.18,-4431759
2002-07-09,51254,51352,50078,51254,1.55%,49833,49642,N/A,51107,50568,48951,916712,1475294,1077958,N/A,-809765,-1.55,49.29,103.36,36.73,-3515047
2002-07-10,50078,51254,49686,50176,-2.10%,50009,49549,N/A,51891,50984,50617,1423410,1580320,1102265,N/A,-839703,-1.25,47.45,104.7,39.58,-4938457
2002-07-11,49000,49294,47236,47873,-4.59%,49931,49277,N/A,51499,50323,49931,1719396,1453070,1144918,N/A,-918620,-0.96,43.78,110.65,42.48,-6657853
2002-07-12,48461,48902,47383,48069,0.41%,49568,48985,N/A,48584,48069,46526,1574803,1427481,1164699,N/A,-912173,-0.85,44.17,108.04,43.49,-5083050
2002-07-15,46648,47628,46256,46403,-3.47%,48755,48728,N/A,48486,48106,46966,1594802,1445825,1187675,N/A,-967446,-1.03,41.59,98.65,42.1,-6677852
2002-07-16,45325,47432,45325,45423,-2.11%,47589,48417,N/A,47016,46672,45644,1160549,1494592,1212232,N/A,-991956,-1.71,40.13,94.21,36.61,-7838401
2002-07-18,45080,46109,44492,44590,-1.83%,46472,48054,N/A,47481,45901,45374,1028315,1415573,1230550,N/A,-1010814,-2.88,38.91,90.46,26.48,-8866716
2002-07-19,43708,45570,43365,45276,1.54%,45952,47863,50890,45350,44945,43732,1279448,1327583,1242035,1754369,-991130,-3.35,40.49,93.81,23.1,-7587268
2002-07-22,43414,44198,42434,42434,-6.28%,44825,47535,50545,46526,44872,44320,1406494,1293922,1278429,1641947,-1079417,-4.2,36.39,85.07,19.47,-8993762
2002-07-23,42140,44149,41699,44100,3.93%,44365,47202,50320,43316,42875,41552,1486851,1272331,1322316,1576987,-1021042,-4.87,40.14,87.38,17.48,-7506911
2002-07-24,44100,45276,43659,44590,1.11%,44198,46952,50132,45350,43512,42900,2075429,1455307,1388298,1533922,-997981,-5.42,41.21,87,16.28,-5431482
2002-07-25,46648,46648,43806,44002,-1.32%,44080,46756,50009,45742,44529,44124,1598449,1569334,1420228,1495334,-1019060,-5.64,40.3,87.7,15.87,-7029931
2002-07-26,43512,44492,41160,41748,-5.12%,43375,46680,49810,45325,44614,42483,1167565,1546958,1404239,1445183,-1078868,-5.27,36.97,87.21,16.67,-8197496
2002-07-29,41846,42581,40964,41356,-0.94%,43159,46523,49647,43120,42287,39788,971983,1460055,1398871,1428211,-1087995,-5.03,36.41,86.03,17.26,-9169479
2002-07-30,42630,44198,42532,43806,5.92%,43100,46361,49544,41968,41564,40352,1557812,1474248,1425767,1421183,-995707,-4.86,42.12,94.4,17.71,-7611667
2002-07-31,43806,44639,43365,43806,0.00%,42944,46141,49377,44835,43586,43169,695590,1198280,1405868,1395271,-995707,-4.7,42.12,96.44,18.16,-7611667
2002-08-01,43708,44198,42581,43022,-1.79%,42748,45827,49163,44443,43904,43169,526186,983827,1387264,1366524,-1005124,-4.63,40.81,96.48,18.42,-8137853
2002-08-02,41846,42140,41356,42042,-2.28%,42806,45516,48966,43610,43206,41993,723076,894929,1305635,1347207,-1021595,-4.9,39.21,92.86,17.81,-8860929
2002-08-05,41160,41552,39494,39543,-5.94%,42444,44999,48718,42483,41895,41699,923465,885226,1266671,1335628,-1076487,-5.33,35.46,93.19,16.15,-9784394
2002-08-06,38318,38808,37191,38220,-3.35%,41327,44387,48408,40548,40033,38490,2403205,1054304,1311677,1342862,-1156891,-5.96,33.66,86.67,15.03,-12187599
2002-08-07,39200,39494,38220,38514,0.77%,40268,43750,48094,38514,38110,36897,1483050,1211796,1339994,1331949,-1145483,-6.82,34.44,86.37,12.29,-10704549
2002-08-08,38612,39053,37779,38318,-0.51%,39327,43157,47844,39004,38686,37730,1202966,1347152,1328972,1316941,-1151605,-7.7,34.16,87.08,9.26,-11907515
2002-08-09,39788,40082,38906,38906,1.53%,38700,42708,47611,38686,38367,37412,1231039,1448745,1304554,1306456,-1132715,-8.51,35.82,93.19,4.13,-10676476
2002-08-12,39200,40327,39151,39445,1.39%,38681,42277,47421,39494,39200,38318,1149533,1493959,1283290,1254602,-1116789,-9.13,37.36,95.38,0,-9526943
2002-08-13,39445,42140,39151,42140,6.83%,39465,42064,47244,40474,39592,39298,1263843,1266086,1266742,1215316,-1030440,-9.27,44.39,96.2,0,-8263100
2002-08-14,41160,43218,41160,42826,1.63%,40327,41934,47109,43634,41393,40646,1346726,1238821,1276051,1207291,-1008516,-9.12,46.01,97.76,0,-6916374
2002-08-16,44051,44247,42630,42728,-0.23%,41209,41841,46947,44051,42508,41993,1290598,1256348,1289165,1196629,-1011469,-8.7,45.81,99.32,0,-8206972
2002-08-19,42728,43120,41846,41846,-2.06%,41797,41670,46756,43488,43083,41870,957346,1201609,1273060,1186344,-1031231,-8.45,43.98,99.53,0,-9164318
2002-08-20,42924,43316,42532,43316,3.51%,42571,41714,46628,42483,42164,41209,1235192,1218741,1264495,1188651,-987840,-7.3,47.66,109.54,5.15,-7929126
2002-08-21,42630,44100,42630,43904,1.36%,42924,41704,46481,43708,43120,42924,854454,1136863,1232875,1181450,-976241,-6.04,49.08,114.87,13.03,-7074672
2002-08-22,44198,45080,43904,44688,1.79%,43296,41709,46361,44737,43634,43267,1225144,1112547,1190361,1187122,-954364,-4.66,50.95,116.03,21.69,-5849528
2002-08-23,44394,45325,43512,44002,-1.54%,43551,41709,46214,45472,44590,44296,746478,1003723,1147763,1183521,-965823,-3.36,49.28,114.83,29.77,-6596006
2002-08-26,43022,43316,42483,42630,-3.12%,43708,41753,46062,44664,44210,42850,557984,923850,1117284,1183469,-983221,-2.24,46.09,109.57,36.19,-7153990
2002-08-27,42679,43071,42336,42630,0.00%,43571,41817,45915,42973,42765,42140,552013,787215,1096285,1179861,-983221,-1.09,46.09,108.07,42.99,-7153990
2002-08-28,41944,42875,41944,42140,-1.15%,43218,41733,45776,42850,42667,42116,483232,712970,1042556,1173264,-988775,-0.79,44.93,100,44.76,-7637222
2002-08-29,41944,42140,41307,41846,-0.70%,42650,41635,45678,42973,42275,42042,656280,599197,1040590,1157974,-993354,-0.71,44.23,97.71,45.21,-8293502
2002-08-30,42336,44002,42140,44002,5.15%,42650,41684,45663,41993,41785,41160,1038846,657671,1066224,1152385,-939831,-0.37,50.25,102.98,47.48,-7254656
2002-09-02,45080,45080,43708,44541,1.22%,43032,41809,45617,44933,43536,43071,950326,736139,1077586,1145941,-928190,0.34,51.63,106.44,52.27,-6304330
2002-09-03,44541,44541,43414,43414,-2.53%,43189,42003,45540,44810,44468,43438,638205,753378,1063323,1140033,-944338,0.69,48.66,100.23,54.92,-6942535
2002-09-04,42532,42875,42336,42826,-1.35%,43326,42233,45412,43978,43696,42850,700802,796892,978203,1128273,-953829,1.27,47.16,97.54,59.8,-7643337
2002-09-05,43120,43218,42287,42336,-1.14%,43424,42424,45272,43120,42716,42581,401928,746021,924147,1114033,-958428,1.72,45.92,94.74,64.23,-8045265
2002-09-06,41748,42042,41160,41552,-1.85%,42934,42586,45097,42777,42544,41846,499623,638177,888980,1106739,-967680,2.1,43.96,94.43,68.65,-8544888
2002-09-09,41944,42336,40866,40964,-1.42%,42218,42689,44891,41797,41576,40915,540424,556196,854449,1101307,-975328,2.24,42.53,96.09,70.41,-9085312
2002-09-10,41160,42189,41062,42189,2.99%,41973,42826,44696,41650,41282,40180,440780,516711,819011,1089000,-962147,2.41,46.37,98.97,72.74,-8644532
2002-09-11,42581,44247,42581,43316,2.67%,42071,42885,44559,42752,41907,41626,1062592,589069,808949,1087789,-933762,2.76,49.65,102.79,76.23,-7581940
2002-09-12,43610,44296,43120,44100,1.81%,42424,42948,44433,44614,43365,42948,923453,693374,787785,1092023,-917047,3.15,51.81,105.39,79.07,-6658487
2002-09-13,43120,44002,43071,43708,-0.89%,42855,42998,44298,44786,43904,43610,637549,720960,755133,1091616,-922715,3.15,50.66,99.33,79.07,-7296036
2002-09-16,43757,44247,42581,42630,-2.47%,43189,43037,44190,44320,43622,43390,612447,735364,737888,1084328,-937820,2.94,47.6,95.71,76.18,-7908483
2002-09-17,44296,44835,43365,44835,5.17%,43718,43113,44120,43438,43022,41772,1122859,871780,732271,1091732,-879741,2.64,53.65,103.27,74.92,-6785624
2002-09-18,43316,44051,43218,43561,-2.84%,43767,43096,44000,45570,44468,44100,873919,834045,733244,1096145,-904574,2.04,50.12,101.72,71.78,-7659543
2002-09-19,43610,44492,43610,43806,0.56%,43708,43051,43904,44222,43598,43390,847213,818797,714348,1097669,-899809,1.48,50.78,103.47,67.98,-6812330
2002-09-23,43022,43022,41062,41699,-4.81%,43306,42936,43800,44590,43928,43708,783269,847941,716187,1094726,-937483,0.82,45.36,100.35,61.94,-7595599
2002-09-24,40719,41258,39788,40180,-3.64%,42816,42814,43749,42360,41870,40400,828612,891174,729719,1083747,-967667,0.29,41.95,98.09,54.73,-8424211
2002-09-25,39298,39788,37044,37436,-6.83%,41336,42554,43631,40719,40352,39249,1720404,1010683,788138,1094431,-1085158,-0.64,36.69,88.73,40.28,-10144615
2002-09-26,39053,39053,36260,36456,-2.62%,39915,42270,43455,38612,37926,35868,2457487,1327397,886851,1118391,-1149490,-1.43,35.04,84.16,32.35,-12602102
2002-09-27,36554,36995,34741,35672,-2.15%,38289,41961,43246,37754,37056,34962,1858123,1529579,946943,1131134,-1189450,-2.3,33.75,80.89,26.65,-14460225
2002-09-30,34202,34496,32683,32683,-8.38%,36485,41395,42969,36334,35770,34080,2088284,1790582,999415,1150967,-1364430,-3.73,29.41,74.78,19.21,-16548509
2002-10-01,31703,33418,31703,33173,1.50%,35084,40827,42717,33590,33136,31776,2468069,2118473,1075302,1152841,-1327427,-5.13,30.95,77.82,12.42,-14080440
2002-10-02,34006,34202,32438,32438,-2.22%,34084,40278,42427,34153,32867,32438,1740229,2122438,1130403,1153466,-1365985,-6.57,29.91,72.35,10.13,-15820669
2002-10-04,31360,33222,31262,33124,2.11%,33418,39793,42138,33320,32879,31556,1309281,1892797,1160827,1150236,-1338296,-7.66,32.14,76.04,8.95,-14511388
2002-10-07,32585,32732,31360,31360,-5.33%,32556,39244,41806,34153,32683,32193,1017947,1724762,1191628,1151923,-1392506,-8.84,29.59,71.59,7.95,-15529335
2002-10-08,31458,32046,30821,31801,1.41%,32379,38757,41500,32046,31703,30674,1621130,1631331,1247704,1155218,-1369709,-9.73,31.03,76.26,7.35,-13908205
2002-10-09,31899,31899,30233,30429,-4.31%,31830,38230,41209,32536,31617,31311,1289740,1395665,1285169,1148057,-1425353,-10.71,29.07,75.73,6.79,-15197945
2002-10-10,29694,29988,27832,29155,-4.19%,31174,37578,40894,31164,30748,29498,1841151,1415850,1355188,1152496,-1502438,-11.69,27.38,77.88,6.32,-17039096
2002-10-11,29988,30429,28812,29890,2.52%,30527,36907,40619,29572,29032,27416,1683930,1490780,1386255,1153982,-1459986,-12.69,29.87,81.99,5.05,-15355166
2002-10-14,30968,32389,30968,32046,7.21%,30664,36304,40396,30160,29755,28542,1412656,1569721,1410715,1158184,-1358089,-13.48,36.6,89.84,3.13,-13942510
2002-10-15,32242,33418,31850,33173,3.52%,30939,35777,40205,32928,31862,31507,2084278,1662351,1483051,1175783,-1284789,-13.57,39.79,101.5,3.53,-11858232
2002-10-16,33369,33516,32340,32732,-1.33%,31399,35282,39996,34080,32904,32512,2132740,1830951,1559066,1190005,-1313142,-13.58,38.98,98.67,3.57,-13990972
2002-10-17,32536,34594,31850,33663,2.84%,32301,34724,39850,33124,32830,31948,2748603,2012441,1640353,1212373,-1234963,-13.79,41.63,103.78,3.41,-11242369
2002-10-18,34986,37485,34349,36407,8.15%,33604,34366,39722,35500,33442,32756,3042537,2284163,1748784,1238301,-986954,-13.64,48.57,109.91,5.43,-8199832
2002-10-21,36260,36946,35378,35427,-2.69%,34280,33947,39569,38514,36162,35378,1909319,2383495,1801889,1235533,-1038349,-13.5,46.49,112.97,7.41,-10109151
2002-10-22,36260,36554,33614,34496,-2.63%,34545,33587,39411,36186,35794,34618,1798798,2326399,1852666,1238872,-1085620,-13.34,44.57,108.47,9.27,-11907949
2002-10-23,34349,36456,34006,36456,5.68%,35290,33401,39322,35525,34790,32585,1780991,2256050,1900285,1249096,-984427,-12.63,49.22,119.81,13.46,-10126958
2002-10-24,36848,37142,35868,36260,-0.54%,35809,33342,39238,37681,35844,35231,1606614,2027652,1894595,1259673,-993065,-11.27,48.79,124.37,18.51,-11733572
2002-10-25,35427,36995,35427,36260,0.00%,35780,33332,39112,36701,36382,35427,941250,1607394,1818784,1249397,-993065,-9.69,48.79,121.31,23.33,-11733572
2002-10-28,37436,39053,37044,38906,7.30%,36476,33494,39030,37412,36236,35844,1993431,1624217,1825549,1271027,-847598,-7.74,54.77,121.41,28.78,-9740141
2002-10-29,38710,39004,38122,38122,-2.02%,37201,33766,38948,39984,38477,37975,905590,1445575,1766414,1277351,-865847,-5.62,52.84,114.92,34.08,-10645731
2002-10-30,37926,38122,35819,36603,-3.98%,37230,33937,38858,38563,38342,37681,1122720,1313921,1699147,1284012,-910583,-3.81,49.29,111.83,38.86,-11768451
2002-10-31,37142,37632,36113,36260,-0.94%,37230,34128,38803,37362,36787,35060,812985,1155195,1652785,1282170,-918201,-1.71,48.51,107.71,44.64,-12581436
2002-11-01,35770,36848,35378,35917,-0.95%,37162,34268,38765,36946,36566,35427,802218,1127389,1627431,1255487,-925790,-0.29,47.72,98.65,49.03,-13383654
2002-11-04,36946,38367,36603,38220,6.41%,37024,34611,38760,37118,36015,35648,1500678,1028838,1651568,1255781,-829566,1.96,53.15,107.88,57.27,-11882976
2002-11-05,38024,39200,37730,38710,1.28%,37142,34957,38766,39176,37852,37412,1832630,1214246,1662143,1266275,-806071,4.08,54.22,112.22,65.98,-10050346
2002-11-06,39494,39935,39151,39886,3.04%,37799,35429,38783,39690,38588,38220,1610790,1311860,1678195,1272605,-757135,6.07,56.72,109.41,75.56,-8439556
2002-11-07,39739,41258,39396,40082,0.49%,38563,35976,38793,40302,39714,39518,1859084,1521080,1679092,1284430,-748000,7.9,57.13,110.54,85.15,-6580472
2002-11-08,39200,41013,39053,41013,2.32%,39582,36532,38775,41601,40204,39739,1662229,1693082,1678007,1291070,-709391,9.6,59.09,113.11,93.77,-4918243
2002-11-11,40817,40817,39053,39543,-3.58%,39847,36907,38720,41993,40523,40033,1057277,1604402,1660238,1286246,-747286,10.19,54.92,101.64,98.67,-5975520
2002-11-12,38024,39102,37975,38759,-1.98%,39857,37186,38654,40180,39739,38416,1042978,1446472,1608173,1282119,-767965,10.13,52.82,101.67,98.68,-7018498
2002-11-13,38857,39396,38514,38955,0.51%,39670,37497,38605,39494,38649,38367,882291,1300772,1545651,1280868,-763503,10.49,53.29,106.43,99.32,-6136207
2002-11-14,39298,40082,39004,39004,0.13%,39455,37764,38534,39616,38955,38734,878020,1104559,1452122,1274915,-762398,10.65,53.41,107.57,99.34,-5258187
2002-11-15,40523,41160,40376,41062,5.28%,39465,37997,38486,39543,39274,38465,1273818,1026877,1363686,1281905,-695187,10.88,58.27,114.32,99.35,-3984369
2002-11-18,41160,41503,40474,40768,-0.72%,39710,38264,38421,41503,40915,40719,794514,974324,1307945,1274727,-700876,10.55,57.37,106.67,99.34,-4778883
2002-11-19,40474,41993,40376,41993,3.00%,40356,38639,38387,41136,40878,40106,1053574,976443,1270684,1279846,-669218,10.53,60.09,108.48,99.34,-3725309
2002-11-20,41944,43071,41258,42973,2.33%,41160,38965,38393,42802,41589,41184,1211971,1042379,1242233,1290746,-640934,9.98,62.13,107.74,99.32,-2513338
2002-11-21,43953,45178,43904,44296,3.08%,42218,39367,38421,43928,42569,42116,2607034,1388182,1292254,1324996,-560672,9.43,64.7,110.51,99.29,93696
2002-11-22,45570,45717,44737,45472,2.65%,43100,39827,38476,45374,44418,44100,2464247,1626268,1368404,1358013,-495249,9.02,66.81,110.87,99.27,2557943
2002-11-25,45962,47971,45276,47824,5.17%,44512,40273,38576,45594,45350,44614,1725034,1812372,1354984,1375825,-406023,9.12,70.54,120.94,99.28,4282977
2002-11-26,47824,47824,46746,47334,-1.02%,45580,40734,38632,49245,47224,46550,1978490,1997355,1408629,1391486,-426295,9.54,68.84,122.12,99.32,2304487
2002-11-27,46844,48902,46599,48216,1.86%,46628,41314,38693,47579,47310,46501,1395927,2034146,1422289,1398913,-400283,10.18,70.2,123.77,99.37,3700414
2002-11-28,49490,49490,46060,46060,-4.47%,46981,41804,38737,49710,47983,47408,2341087,1980957,1498695,1427294,-504966,10.7,63.08,118.09,99.4,1359327
2002-11-29,46256,47824,46158,47530,3.19%,47393,42385,38815,47775,46918,44345,1286371,1745382,1522902,1437054,-463912,11.55,65.59,115.75,100,2645698
2002-12-02,47628,48951,47432,48853,2.78%,47599,42917,38924,48510,47260,46844,967961,1593967,1496266,1446488,-436969,12.16,67.68,119.83,100,3613659
2002-12-03,48951,49392,48216,49392,1.10%,48010,43451,39055,49662,48522,48142,1333276,1464924,1471299,1460382,-422258,12.45,68.5,117.62,100,4946935
2002-12-04,48314,48608,47285,47530,-3.77%,47873,43833,39164,49980,49098,48804,1213149,1428369,1451417,1471594,-467992,12.49,62.69,110.6,100,3733786
2002-12-05,47040,48314,45766,48314,1.65%,48324,44245,39266,48069,47738,46746,1572430,1274637,1437084,1490455,-442055,12.39,64.04,109.07,100,5306216
2002-12-06,47530,48265,47334,48020,-0.61%,48422,44595,39345,49588,47677,47040,899410,1197245,1398943,1487735,-447528,11.97,63.14,105.6,100,4406806
2002-12-09,47873,48412,46648,46942,-2.24%,48040,44965,39392,48608,47910,47677,987429,1201139,1395451,1488801,-469695,11.65,59.85,98.16,99.08,3419377
2002-12-10,45374,46060,45374,45619,-2.82%,47285,45308,39424,47677,47236,45913,1264834,1187450,1406543,1499256,-505343,11.23,56.07,96.38,97.31,2154543
2002-12-11,46158,46305,44688,45129,-1.07%,46805,45617,39465,46182,45668,45496,798611,1104543,1402359,1502359,-513921,10.41,54.72,93.6,94.16,1355932
2002-12-12,45178,46452,45178,45962,1.85%,46334,45964,39484,45717,45313,44100,1217238,1033504,1419320,1503932,-491453,9.95,56.59,99.79,93.9,2573170
2002-12-13,45276,45962,45031,45962,0.00%,45923,46209,39524,46844,45888,45570,912739,1036170,1401266,1504579,-491453,9.02,56.59,96.7,91.94,2573170
2002-12-16,44982,45374,44198,44737,-2.67%,45482,46408,39540,46428,45729,45496,686399,975964,1395861,1501898,-509747,8.13,52.99,91.57,87.64,1886771
2002-12-17,45570,45766,44639,44688,-0.11%,45296,46543,39590,45056,44762,43880,743470,871691,1380355,1501235,-510561,7.12,52.85,90.48,82.83,1143301
2002-12-18,44051,46158,44051,46158,3.29%,45501,46702,39689,45227,44945,44100,969000,905769,1368207,1503575,-478686,6.55,56.54,97.11,81.03,2112301
