,Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
1348,2008-03-13,109760,111720,106330,107800,-3.51%,108290.0,100955.0,96146.0,113435.0,112332.0,109025.0,889900,968584.0,939801.0,971314.0,2036505.0,9.17,59.27,104.27,100.0,70955337.0
1349,2008-03-14,109760,113190,107800,111230,3.18%,109172.0,101837.0,96212.0,109760.0,108412.0,104370.0,984955,1015776.0,922924.0,971438.0,2067844.0,9.49,62.01,110.19,100.0,71940292.0
1350,2008-03-17,109270,112210,105840,112210,0.88%,110740.0,102817.0,96350.0,114905.0,110862.0,109515.0,1199747,1118862.0,952738.0,968928.0,2078414.0,9.97,62.76,114.96,100.0,73140039.0
1351,2008-03-18,112700,114170,109270,114170,1.75%,111426.0,103885.0,96546.0,115395.0,110618.0,109025.0,901912,1025989.0,965669.0,965825.0,2094168.0,10.3,64.26,112.02,100.0,74041951.0
1352,2008-03-19,116620,118580,114660,118580,3.86%,112798.0,105301.0,96911.0,116620.0,112945.0,111720.0,1155346,1026372.0,993247.0,966569.0,2138796.0,10.64,67.38,109.5,100.0,75197297.0
1353,2008-03-20,115640,122010,115640,121520,2.48%,115542.0,106751.0,97286.0,120540.0,117600.0,116620.0,1115058,1071404.0,1018836.0,971399.0,2166442.0,11.1,69.27,112.73,100.0,76312355.0
1354,2008-03-21,121520,122500,113680,113680,-6.45%,116032.0,107731.0,97570.0,124950.0,120172.0,118580.0,1314087,1137230.0,1037658.0,982657.0,2081662.0,11.23,59.57,106.42,100.0,74998268.0
1355,2008-03-24,113680,114660,110250,111230,-2.16%,115836.0,108270.0,97742.0,118090.0,115885.0,109270.0,962963,1089873.0,1003980.0,984241.0,2060908.0,10.82,56.94,106.57,100.0,74035305.0
1356,2008-03-25,113680,116130,110740,113680,2.20%,115738.0,108956.0,97938.0,112945.0,111842.0,108535.0,1416079,1192707.0,1040251.0,995227.0,2092099.0,10.18,58.85,102.65,100.0,75451384.0
1357,2008-03-26,113680,117110,112210,113680,0.00%,114758.0,109569.0,98191.0,116375.0,113558.0,110985.0,959815,1153600.0,1043806.0,1001877.0,2092099.0,9.42,58.85,101.75,100.0,75451384.0
1358,2008-03-27,112210,120050,111230,120050,5.60%,114464.0,110402.0,98510.0,116130.0,114170.0,111230.0,1401414,1210872.0,1088239.0,1016698.0,2170627.0,9.36,63.56,111.36,100.0,76852798.0
1359,2008-03-28,119070,128380,118580,127400,6.12%,117208.0,111725.0,99000.0,124460.0,117845.0,115640.0,1859277,1319910.0,1151067.0,1041795.0,2284460.0,9.71,68.01,114.54,100.0,78712075.0
1360,2008-03-31,126910,127890,122500,124460,-2.31%,119854.0,113068.0,99499.0,132790.0,125440.0,122990.0,1574174,1442152.0,1194432.0,1052901.0,2248133.0,9.97,64.67,110.92,100.0,77137901.0
1361,2008-04-01,123970,130830,123480,125930,1.18%,122304.0,114268.0,100006.0,126175.0,124828.0,120785.0,1001550,1359246.0,1201068.0,1061008.0,2259962.0,9.99,65.56,110.3,100.0,78139451.0
1362,2008-04-02,128870,129850,126420,127890,1.56%,125146.0,115248.0,100439.0,132055.0,126542.0,124705.0,1014184,1370120.0,1163349.0,1056820.0,2275747.0,9.45,66.75,107.85,100.0,79153635.0
1363,2008-04-03,129850,137200,128380,131320,2.68%,127400.0,116424.0,100904.0,128870.0,128012.0,125440.0,1469861,1383809.0,1158667.0,1064064.0,2315169.0,9.06,68.73,108.06,100.0,80623496.0
1364,2008-04-04,132790,134750,130340,133770,1.87%,128674.0,117772.0,101419.0,138670.0,132055.0,129850.0,673516,1146657.0,1154893.0,1061278.0,2327735.0,9.32,70.07,117.67,100.0,81297012.0
1365,2008-04-07,135240,140140,134260,134750,0.73%,130732.0,119290.0,102047.0,136465.0,133158.0,132055.0,887117,1009246.0,1165033.0,1037305.0,2334234.0,10.18,70.61,121.15,100.0,82184129.0
1366,2008-04-08,133280,133770,129360,130340,-3.27%,131614.0,120270.0,102619.0,137445.0,135975.0,131565.0,916028,992141.0,1142521.0,1033814.0,2304254.0,10.38,65.09,114.66,100.0,81268101.0
1367,2008-04-10,127400,132300,126910,132300,1.50%,132496.0,121300.0,103272.0,132055.0,130952.0,127645.0,958412,980987.0,1132770.0,1033796.0,2318667.0,10.71,66.33,116.38,100.0,82226513.0
1368,2008-04-11,131810,136220,130830,135730,2.59%,133378.0,122696.0,104045.0,134995.0,130952.0,129605.0,845790,856173.0,1130564.0,1032689.0,2340595.0,11.14,68.39,113.06,100.0,83072303.0
1369,2008-04-14,133280,139650,131810,133770,-1.44%,133378.0,123823.0,104769.0,138670.0,134628.0,133280.0,876921,896854.0,1125163.0,1031624.0,2327931.0,10.83,65.95,105.0,100.0,82195382.0
1370,2008-04-15,135730,138180,130340,130340,-2.56%,132496.0,124730.0,105508.0,140630.0,134750.0,132790.0,942198,907870.0,1112285.0,1027317.0,2303773.0,10.31,61.88,104.72,100.0,81253184.0
1371,2008-04-16,131810,134260,126420,129850,-0.38%,132398.0,125514.0,106240.0,134260.0,132300.0,126420.0,1555396,1035743.0,1144959.0,1031062.0,2297925.0,9.84,61.31,103.11,100.0,79697788.0
1372,2008-04-17,130830,137200,130340,132790,2.26%,132496.0,126224.0,106978.0,132055.0,130095.0,124215.0,1486374,1141336.0,1161511.0,1034034.0,2331579.0,9.52,63.44,103.83,100.0,81184162.0
1373,2008-04-18,133280,140140,133280,139650,5.17%,133280.0,127130.0,107867.0,138425.0,133280.0,131565.0,1500568,1272291.0,1180786.0,1045595.0,2409099.0,9.2,67.82,106.34,100.0,82684730.0
1374,2008-04-21,142100,147490,141120,147000,5.26%,135926.0,128796.0,108920.0,143325.0,138180.0,136465.0,1521013,1401110.0,1191132.0,1045990.0,2489152.0,9.36,71.66,109.89,100.0,84205743.0
1375,2008-04-22,145530,146020,140140,142100,-3.33%,138278.0,130340.0,109811.0,150430.0,145652.0,144060.0,1314627,1475596.0,1208716.0,1048893.0,2445331.0,9.26,66.11,105.45,100.0,82891116.0
1376,2008-04-23,140140,147000,137690,138670,-2.41%,140042.0,131590.0,110603.0,144060.0,142590.0,138180.0,1362934,1437103.0,1206058.0,1055445.0,2412433.0,9.41,62.53,106.39,100.0,81528182.0
1377,2008-04-24,141120,142100,138670,140630,1.41%,141610.0,132937.0,111392.0,142835.0,140508.0,133525.0,804634,1300755.0,1198299.0,1045035.0,2423806.0,9.59,63.72,106.3,100.0,82332816.0
1378,2008-04-25,139650,147000,139650,147000,4.53%,143080.0,134284.0,112386.0,141365.0,140508.0,137935.0,1061531,1212948.0,1181305.0,1046621.0,2471889.0,9.44,67.27,108.3,100.0,83394347.0
1379,2008-04-28,145040,150430,143080,147980,0.67%,143276.0,135314.0,113350.0,150675.0,145162.0,143325.0,1162696,1141284.0,1146476.0,1056002.0,2479641.0,9.28,67.78,110.62,100.0,84557043.0
1380,2008-04-29,149940,151410,147980,149450,0.99%,144746.0,136563.0,114376.0,152880.0,147368.0,145530.0,835027,1045364.0,1109519.0,1057297.0,2487936.0,9.49,68.56,114.66,100.0,85392070.0
1381,2008-04-30,147980,153370,146020,153370,2.62%,147686.0,137935.0,115462.0,150430.0,149572.0,147000.0,980966,968971.0,1108490.0,1053925.0,2513666.0,9.9,70.56,118.11,100.0,86373036.0
1382,2008-05-02,155330,156310,148960,150920,-1.60%,149744.0,139086.0,116504.0,157045.0,151532.0,149695.0,1613456,1130735.0,1138453.0,1062178.0,2487892.0,10.19,67.71,113.65,100.0,84759580.0
1383,2008-05-06,150430,153860,149940,153860,1.95%,151116.0,140214.0,117574.0,153615.0,151778.0,146265.0,876832,1093795.0,1108802.0,1061999.0,2504973.0,10.29,69.28,110.18,100.0,85636412.0
1384,2008-05-07,155330,155330,148470,150430,-2.23%,151606.0,141046.0,118557.0,155820.0,152880.0,151900.0,1025998,1066456.0,1126426.0,1068386.0,2482100.0,9.51,65.37,102.33,100.0,84610414.0
1385,2008-05-08,148470,154840,147980,154840,2.93%,152684.0,142051.0,119679.0,152880.0,151165.0,146020.0,912039,1081858.0,1127672.0,1074771.0,2508838.0,8.98,67.84,108.97,100.0,85522453.0
1386,2008-05-09,154350,154350,143570,147000,-5.06%,151410.0,142884.0,120680.0,158270.0,153125.0,151410.0,1469836,1179632.0,1155362.0,1082054.0,2434416.0,8.58,59.84,106.01,100.0,84052617.0
1387,2008-05-13,146510,149450,144550,148960,1.33%,151018.0,143717.0,121718.0,150675.0,147980.0,139895.0,960279,1048997.0,1155456.0,1086922.0,2447219.0,8.11,61.05,105.92,100.0,85012896.0
1388,2008-05-14,149940,152880,148960,151900,1.97%,150626.0,144526.0,122725.0,151655.0,147980.0,146755.0,557527,985136.0,1141043.0,1070469.0,2458223.0,7.63,62.83,103.33,100.0,85570423.0
1389,2008-05-15,152880,161210,152390,160720,5.81%,152684.0,145873.0,123844.0,154350.0,151410.0,150430.0,1277977,1035532.0,1161095.0,1069727.0,2532428.0,7.8,67.52,108.61,100.0,86848400.0
1390,2008-05-16,162680,164640,152880,155330,-3.35%,152782.0,147122.0,124890.0,165375.0,158760.0,156555.0,1663194,1185763.0,1197145.0,1087389.0,2476650.0,7.73,62.44,103.93,100.0,85185206.0
1391,2008-05-19,153860,154840,143080,145530,-6.31%,152488.0,147906.0,125768.0,159985.0,157045.0,148225.0,3136256,1519047.0,1276188.0,1128939.0,2278779.0,7.23,54.56,94.89,96.36,82048950.0
1392,2008-05-20,145530,147980,140630,143570,-1.35%,151410.0,148446.0,126657.0,150185.0,147245.0,138425.0,1912614,1709514.0,1297500.0,1150753.0,2253020.0,6.73,53.15,95.13,93.02,80136336.0
1393,2008-05-21,142100,149940,140630,147490,2.73%,150528.0,148838.0,127573.0,145775.0,143938.0,138425.0,1420349,1882078.0,1293489.0,1164371.0,2291801.0,6.15,55.58,95.86,90.0,81556685.0
1394,2008-05-22,145530,150920,144060,148960,1.00%,148176.0,148936.0,128488.0,153370.0,146388.0,144060.0,1199111,1866305.0,1277394.0,1168728.0,2303752.0,5.59,56.47,99.02,88.7,82755796.0
1395,2008-05-23,148470,149450,142590,143080,-3.95%,145726.0,148984.0,129198.0,153370.0,148225.0,146510.0,958140,1725294.0,1259570.0,1157422.0,2265931.0,4.88,52.05,92.41,83.29,81797656.0
1396,2008-05-26,139160,139650,127890,137690,-3.77%,144158.0,148936.0,129827.0,146265.0,144550.0,139405.0,4817460,2061535.0,1432296.0,1226202.0,2084451.0,4.24,48.38,93.67,78.92,76980196.0
1397,2008-05-27,138180,139650,134750,136220,-1.07%,142688.0,148715.0,130407.0,138670.0,135730.0,126910.0,1134332,1905878.0,1448781.0,1230295.0,2072341.0,3.48,47.42,91.45,73.39,75845864.0
1398,2008-05-28,132790,139160,130340,131320,-3.60%,139454.0,147931.0,130872.0,137935.0,136710.0,133035.0,2096193,2041047.0,1500514.0,1256686.0,1996938.0,2.36,44.32,86.45,65.27,73749671.0
1399,2008-05-29,133770,140630,132790,138670,5.60%,137396.0,147466.0,131501.0,135240.0,133035.0,126420.0,1784429,2158111.0,1531601.0,1276381.0,2096813.0,1.09,49.54,86.28,56.9,75534100.0
1400,2008-05-30,140630,143080,138180,140140,1.06%,136808.0,147000.0,132210.0,143570.0,137690.0,135730.0,1289177,2224318.0,1554308.0,1286086.0,2110479.0,-0.08,50.52,90.22,49.46,76823277.0
1401,2008-06-02,139160,142100,137200,140140,0.00%,137298.0,146338.0,132847.0,141610.0,140385.0,136710.0,1095944,1480015.0,1560057.0,1289872.0,2110479.0,-1.06,50.52,96.3,42.49,76823277.0
1402,2008-06-03,138670,139160,133280,134750,-3.85%,137004.0,145530.0,133288.0,143570.0,139895.0,138670.0,1295951,1512339.0,1544182.0,1281995.0,2060635.0,-1.96,46.81,93.86,35.38,75527326.0
1403,2008-06-04,134260,136220,131320,136220,1.09%,137984.0,144648.0,133762.0,136955.0,135485.0,131075.0,995997,1292300.0,1550140.0,1272536.0,2071501.0,-2.81,47.91,92.36,28.68,76523323.0
1404,2008-06-05,137690,138180,135240,137200,0.72%,137690.0,143986.0,134268.0,138670.0,134995.0,133770.0,1048909,1145196.0,1551286.0,1277535.0,2079047.0,-3.32,48.66,92.11,25.84,77572232.0
1405,2008-06-09,131810,132790,130340,131810,-3.93%,136024.0,142835.0,134726.0,137690.0,136955.0,134750.0,1178666,1123093.0,1564617.0,1285774.0,2032742.0,-4.13,44.91,92.12,19.76,76393566.0
1406,2008-06-10,132790,133770,126420,128870,-2.23%,133770.0,141928.0,135028.0,133035.0,131688.0,130585.0,1782084,1260321.0,1580229.0,1292704.0,1992993.0,-4.7,43.0,93.59,15.62,74611482.0
1407,2008-06-11,128870,135240,127890,133280,3.42%,133476.0,141144.0,135387.0,131320.0,129482.0,123970.0,1336054,1268342.0,1599018.0,1295748.0,2038713.0,-5.09,46.59,97.84,11.85,75947536.0
1408,2008-06-12,130830,135240,129360,130830,-1.84%,132398.0,140091.0,135771.0,137935.0,132422.0,130585.0,1619755,1393094.0,1652130.0,1307912.0,2008938.0,-5.3,44.93,99.63,9.6,74327781.0
1409,2008-06-13,132790,133280,127890,133280,1.87%,131614.0,138719.0,136138.0,133770.0,131565.0,127890.0,1296791,1442670.0,1653070.0,1313109.0,2033223.0,-5.93,46.93,96.11,3.15,75624572.0
1410,2008-07-24,108780,113190,108290,112210,5.05%,108976.0,110960.0,130103.0,107310.0,106452.0,103880.0,2498966,2004863.0,1646098.0,1486016.0,1632039.0,-8.08,44.82,106.02,3.07,63239258.0
1411,2008-07-25,109760,111720,106330,108780,-3.06%,109368.0,110544.0,129450.0,115150.0,111475.0,110250.0,1625707,2085236.0,1647094.0,1493733.0,1582345.0,-7.54,42.19,98.67,3.3,61613551.0
1412,2008-07-28,109760,110250,105840,107310,-1.35%,108584.0,110103.0,128748.0,110250.0,108902.0,104860.0,1177352,1969293.0,1647166.0,1499438.0,1566435.0,-6.94,41.1,97.33,3.6,60436199.0
1413,2008-07-29,104370,104860,98490,99470,-7.31%,106918.0,109196.0,127849.0,108780.0,107678.0,104370.0,2906089,2159052.0,1736152.0,1531524.0,1354117.0,-6.5,35.88,96.21,3.87,57530110.0
1414,2008-07-30,101920,102900,99470,101430,1.97%,105840.0,108658.0,127024.0,102165.0,100572.0,95795.0,1387582,1919139.0,1704212.0,1527759.0,1381459.0,-5.8,37.96,96.73,4.35,58917692.0
1415,2008-07-31,101920,104860,101430,102410,0.97%,103880.0,108168.0,126167.0,102165.0,101308.0,98735.0,1386498,1696646.0,1643830.0,1536254.0,1394855.0,-5.46,39.0,95.0,4.63,60304190.0
1416,2008-08-01,100940,104860,100450,103880,1.44%,102900.0,107726.0,125391.0,105350.0,102778.0,101920.0,938036,1559111.0,1636740.0,1534788.0,1408320.0,-5.07,40.59,97.25,4.98,61242226.0
1417,2008-08-04,104370,105350,101920,103390,-0.47%,102116.0,107016.0,124534.0,106575.0,103268.0,102165.0,875098,1498661.0,1617663.0,1534172.0,1404192.0,-5.29,40.22,92.95,4.81,60367128.0
1418,2008-08-05,103390,104860,101920,102410,-0.95%,102704.0,106428.0,123790.0,104370.0,103512.0,100940.0,837220,1084887.0,1592024.0,1523628.0,1396256.0,-5.17,39.47,95.0,4.94,59529908.0
1419,2008-08-06,106330,108290,105350,106820,4.31%,103782.0,106158.0,123088.0,103635.0,102900.0,100695.0,1493956,1106162.0,1601655.0,1532523.0,1460589.0,-4.73,44.42,100.0,5.39,61023864.0
1420,2008-08-07,107800,109760,106820,108290,1.38%,104958.0,106281.0,122361.0,109025.0,106820.0,106085.0,1527591,1134380.0,1525601.0,1548691.0,1481611.0,-4.22,45.97,96.51,5.99,62551455.0
1421,2008-08-08,107800,112210,107310,111230,2.71%,106428.0,106330.0,121536.0,110495.0,108290.0,107555.0,1427034,1232180.0,1538541.0,1551175.0,1520354.0,-3.81,48.98,102.25,8.65,63978489.0
1422,2008-08-11,115150,116620,113190,115640,3.96%,108878.0,106600.0,120875.0,114170.0,110495.0,109270.0,1725156,1402191.0,1567397.0,1552208.0,1588752.0,-3.18,53.12,107.76,16.43,65703645.0
1423,2008-08-12,118090,121520,115640,120050,3.81%,112406.0,107432.0,120450.0,117845.0,115272.0,114415.0,2304366,1695621.0,1605127.0,1538343.0,1676631.0,-1.62,56.82,120.69,34.07,68008011.0
1424,2008-08-13,120050,121030,116620,117110,-2.45%,114464.0,108045.0,120009.0,123725.0,119315.0,117845.0,1028428,1602515.0,1590609.0,1523606.0,1651445.0,-0.56,53.83,115.46,44.86,66979583.0
1425,2008-08-14,115640,119070,114170,119070,1.67%,116620.0,108608.0,119536.0,119070.0,117968.0,114660.0,1166737,1530344.0,1591558.0,1519380.0,1670972.0,0.41,55.48,116.27,53.36,68146320.0
1426,2008-08-18,120050,120540,114170,114660,-3.70%,117306.0,109000.0,118964.0,121520.0,117845.0,116620.0,1177476,1480433.0,1589240.0,1519019.0,1627362.0,1.18,51.14,110.38,59.35,66968844.0
1427,2008-08-19,112700,113190,109760,110740,-3.42%,116326.0,108976.0,118425.0,117600.0,116008.0,111230.0,1241425,1383686.0,1563458.0,1523740.0,1584920.0,1.83,47.65,107.11,64.29,65727419.0
1428,2008-08-20,109760,112210,107800,111720,0.88%,114660.0,109172.0,117992.0,111965.0,111108.0,108535.0,1017856,1126384.0,1516486.0,1460414.0,1593927.0,2.58,48.58,109.09,69.58,66745275.0
1429,2008-08-21,111720,111720,105840,106820,-4.39%,112602.0,109172.0,117502.0,114170.0,110862.0,109760.0,1288301,1178359.0,1451544.0,1462980.0,1537423.0,2.84,44.43,100.0,72.36,65456974.0
1430,2008-08-22,106330,106820,100450,104860,-1.83%,109760.0,108804.0,117061.0,109270.0,107800.0,103390.0,2006506,1346313.0,1426921.0,1461485.0,1500606.0,2.37,42.88,96.83,69.14,63450468.0
1431,2008-08-25,105840,106820,102410,103880,-0.93%,107604.0,108560.0,116481.0,105840.0,104248.0,99470.0,1221153,1355048.0,1406693.0,1452097.0,1489194.0,2.1,42.11,93.39,66.19,62229315.0
1432,2008-08-26,100940,103390,100450,101920,-1.89%,105840.0,108290.0,115844.0,105350.0,104248.0,100940.0,1060031,1318769.0,1400827.0,1448278.0,1469193.0,1.59,40.56,88.14,61.39,61169284.0
1433,2008-08-27,101920,105350,101430,103880,1.92%,104272.0,108510.0,115240.0,104125.0,101920.0,101185.0,1272901,1369778.0,1319168.0,1451227.0,1493672.0,1.0,42.78,86.53,56.71,62442185.0
1434,2008-08-28,104370,104860,100940,101430,-2.36%,103194.0,108510.0,114684.0,106575.0,103635.0,102655.0,1032544,1318627.0,1301416.0,1446837.0,1469319.0,0.43,40.77,86.61,52.69,61409641.0
1435,2008-08-29,102900,103880,98490,99470,-1.93%,102116.0,108364.0,114072.0,103145.0,102165.0,99225.0,1546366,1226599.0,1309409.0,1456010.0,1439438.0,-0.23,39.22,83.54,48.69,59863275.0
1436,2008-09-01,95158,95942,87808,89964,-9.56%,99333.0,107668.0,113285.0,101675.0,100328.0,96285.0,3652249,1712818.0,1445120.0,1499399.0,1090405.0,-1.22,32.82,78.46,43.62,56211026.0
1437,2008-09-02,90160,91532,87220,89670,-0.33%,96883.0,106982.0,112582.0,92953.0,90920.0,84819.0,2168627,1934537.0,1509796.0,1515898.0,1083318.0,-1.83,32.64,80.97,41.02,54042399.0
1438,2008-09-03,88298,94570,87710,93982,4.81%,94903.0,106560.0,112001.0,90601.0,89523.0,86289.0,2170910,2114139.0,1576481.0,1522379.0,1187712.0,-2.39,37.75,84.12,38.86,56213309.0
1439,2008-09-04,93100,95550,92610,93296,-0.73%,93276.0,105884.0,111335.0,97706.0,92561.0,90846.0,1373263,2182283.0,1570446.0,1522999.0,1177688.0,-3.01,37.28,87.34,36.74,54840046.0
1440,2008-09-05,90356,93100,90160,92708,-0.63%,91924.0,105105.0,110699.0,95893.0,93688.0,92953.0,950543,2063118.0,1541594.0,1511845.0,1171697.0,-3.4,36.86,88.41,35.56,53889503.0
1441,2008-09-08,94864,99960,94766,99470,7.29%,93825.0,104517.0,110136.0,94374.0,92169.0,91434.0,1991060,1730881.0,1569795.0,1523417.0,1316922.0,-3.72,44.44,95.75,34.35,55880563.0
1442,2008-09-09,98000,98490,94178,96530,-2.96%,95197.0,103562.0,109490.0,102312.0,98416.0,97118.0,1470412,1591238.0,1557058.0,1535869.0,1273462.0,-4.37,42.12,94.71,31.48,54410151.0
1443,2008-09-10,93982,95844,92904,95844,-0.71%,95570.0,102351.0,108858.0,97510.0,96432.0,93198.0,2082701,1573596.0,1545974.0,1553057.0,1258661.0,-5.68,41.59,92.26,24.63,52327450.0
1444,2008-09-11,96334,97412,93492,94374,-1.53%,95785.0,101214.0,108202.0,97314.0,95109.0,94374.0,1647071,1628357.0,1576907.0,1565543.0,1233399.0,-6.72,40.42,93.04,18.84,50680379.0
1445,2008-09-12,96530,96922,94668,96432,2.18%,96530.0,100082.0,107702.0,95893.0,94913.0,91973.0,1563980,1751045.0,1596769.0,1558820.0,1267505.0,-7.64,42.79,96.95,12.44,52244359.0
1446,2008-09-16,88984,91630,86338,87612,-9.15%,94158.0,98730.0,107072.0,96677.0,96114.0,94423.0,2454252,1843683.0,1660608.0,1576138.0,1043030.0,-8.3,36.28,97.39,7.86,49790107.0
1447,2008-09-17,89768,93884,88886,92708,5.82%,93394.0,97828.0,106600.0,89621.0,88298.0,84329.0,2472704,2044142.0,1722172.0,1585881.0,1186857.0,-8.56,41.69,103.39,5.94,52262811.0
1448,2008-09-18,90160,94276,89474,93198,0.53%,92865.0,96902.0,106103.0,95795.0,92046.0,90797.0,2520240,2131649.0,1797291.0,1611517.0,1200177.0,-9.06,42.19,99.17,1.52,54783051.0
1449,2008-09-19,97510,104370,97412,103880,11.46%,94766.0,96755.0,105784.0,96138.0,92536.0,91336.0,3232052,2448646.0,1894478.0,1643991.0,1570623.0,-8.62,51.68,111.34,6.49,58015103.0
1450,2008-09-22,104370,104860,100450,103390,-0.47%,96158.0,96682.0,105482.0,107604.0,102386.0,100646.0,1785722,2492994.0,1883439.0,1652153.0,1562199.0,-8.01,51.27,111.52,11.2,56229381.0
1451,2008-09-23,101430,105350,100940,104370,0.95%,99509.0,96706.0,105270.0,104125.0,103022.0,99715.0,1307812,2263706.0,1887772.0,1647186.0,1574596.0,-7.47,52.07,104.93,13.61,57537193.0
1452,2008-09-24,105840,108780,105350,106820,2.35%,102332.0,96951.0,105115.0,107065.0,103758.0,102655.0,1822805,2133726.0,1925911.0,1657968.0,1617385.0,-6.38,54.06,110.66,18.7,59359998.0
1453,2008-09-25,106330,109270,103880,109270,2.29%,105546.0,97221.0,104976.0,109515.0,106942.0,106085.0,1190636,1867805.0,1921797.0,1659039.0,1644693.0,-5.01,55.98,114.01,25.39,60550634.0
1454,2008-09-26,107310,108780,104860,106330,-2.69%,106036.0,97466.0,104878.0,111965.0,107922.0,106575.0,949342,1411263.0,1917637.0,1641088.0,1619150.0,-3.7,53.16,112.67,31.69,59601292.0
1455,2008-09-29,108780,109270,103390,103880,-2.30%,106134.0,97686.0,104739.0,107555.0,106575.0,103635.0,1653552,1384829.0,1922997.0,1625412.0,1581050.0,-2.39,50.9,107.72,37.56,57947740.0
1456,2008-09-30,97510,106330,97314,105840,1.89%,106428.0,98480.0,104625.0,106575.0,105105.0,100695.0,1559383,1435144.0,1818353.0,1633405.0,1610472.0,-0.25,52.6,120.81,48.66,59507123.0
1457,2008-10-01,106330,106820,102900,102900,-2.78%,105644.0,99142.0,104380.0,110593.0,103831.0,101577.0,1208769,1312336.0,1770360.0,1632607.0,1576895.0,1.34,49.87,110.99,57.49,58298354.0
1458,2008-10-02,104860,106330,101430,101920,-0.95%,104174.0,99539.0,104176.0,104860.0,103880.0,100940.0,1259414,1326092.0,1724786.0,1631097.0,1564901.0,2.72,48.98,109.36,65.86,57038940.0
1459,2008-10-06,98980,101430,97804,100450,-1.44%,102998.0,99896.0,103980.0,104125.0,102900.0,99225.0,1305518,1397327.0,1721398.0,1631166.0,1546071.0,3.25,47.62,96.7,70.12,55733422.0
1460,2008-10-07,99470,104860,97608,104370,3.90%,103096.0,100479.0,103955.0,102753.0,100034.0,99127.0,1654003,1397417.0,1756571.0,1607922.0,1610617.0,3.93,51.4,100.95,76.2,57387425.0
1461,2008-10-08,101920,105840,100940,102410,-1.88%,102410.0,100626.0,103824.0,108241.0,102802.0,100989.0,1531514,1391844.0,1733594.0,1613977.0,1581857.0,4.05,49.52,98.12,77.51,55855911.0
1462,2008-10-09,103880,110250,103390,107310,4.78%,103292.0,101165.0,103775.0,106575.0,102900.0,101675.0,1970066,1544103.0,1758577.0,1627677.0,1676118.0,4.35,53.97,100.46,80.63,57825977.0
1463,2008-10-10,104860,107800,99470,105350,-1.83%,103978.0,101641.0,103808.0,112210.0,107065.0,105350.0,2133656,1718951.0,1761125.0,1637409.0,1637147.0,4.55,52.03,96.41,83.11,55692321.0
1464,2008-10-13,108780,110740,99960,102410,-2.79%,104370.0,102042.0,103767.0,110740.0,104492.0,102410.0,2689955,1995839.0,1813269.0,1660262.0,1562079.0,4.7,49.23,96.31,85.11,53002366.0
1465,2008-10-14,106330,106820,101920,105350,2.87%,104566.0,102488.0,103726.0,106575.0,103880.0,95795.0,2161990,2097436.0,1843169.0,1677165.0,1624145.0,4.92,51.96,101.42,87.29,55164356.0
1466,2008-10-15,103390,106820,103390,103880,-1.40%,104860.0,103302.0,103677.0,106085.0,104860.0,101185.0,1094171,2009968.0,1775165.0,1675004.0,1608878.0,4.9,50.53,98.15,87.56,54070185.0
1467,2008-10-16,98980,99960,90748,94570,-8.96%,102312.0,103395.0,103400.0,107065.0,104492.0,103635.0,1802616,1976478.0,1741661.0,1675763.0,1447323.0,4.29,42.66,91.9,81.82,52267569.0
1468,2008-10-17,97902,98000,88592,93492,-1.14%,99940.0,103410.0,103161.0,97265.0,94962.0,88053.0,1232150,1796176.0,1677256.0,1663678.0,1433277.0,3.89,41.86,91.73,77.39,51035419.0
1469,2008-10-20,93884,96922,90062,95158,1.78%,98490.0,102974.0,102967.0,95746.0,93394.0,86338.0,1138386,1485863.0,1572573.0,1639532.0,1453563.0,3.08,43.58,94.73,72.62,52173805.0
1470,2008-10-21,96530,98490,91728,94080,-1.13%,96236.0,102508.0,102665.0,99470.0,94325.0,92610.0,836210,1220707.0,1525097.0,1611819.0,1444090.0,2.02,42.72,90.14,64.96,51337595.0
1471,2008-10-22,94276,95452,81830,88690,-5.73%,93198.0,101724.0,102330.0,96285.0,94594.0,89523.0,2028875,1407647.0,1561151.0,1618539.0,1327853.0,1.09,38.68,86.6,57.6,49308720.0
1472,2008-10-23,81242,84770,77910,81340,-8.29%,90552.0,100450.0,101897.0,92071.0,88666.0,78449.0,2179153,1482955.0,1578968.0,1635235.0,1147260.0,-0.71,34.04,75.8,45.53,47129567.0
1473,2008-10-24,80556,81340,69188,69188,-14.94%,85691.0,98446.0,101392.0,86485.0,81340.0,79625.0,2222392,1681003.0,1630556.0,1623840.0,815240.0,-3.14,28.15,65.67,32.53,44907175.0
1474,2008-10-27,68306,73696,66738,73696,6.52%,81399.0,96814.0,100930.0,75264.0,72226.0,63112.0,2216154,1896557.0,1693896.0,1637650.0,959635.0,-5.12,32.71,71.96,23.81,47123329.0
1475,2008-10-28,73010,84672,70658,82614,12.10%,79106.0,95751.0,100600.0,77175.0,71956.0,70217.0,1958193,2120953.0,1709128.0,1647178.0,1196597.0,-6.57,40.58,78.42,18.65,49081522.0
1476,2008-10-29,88690,94276,78302,84868,2.73%,78341.0,94702.0,100283.0,90650.0,80140.0,76636.0,2717662,2258711.0,1767042.0,1676838.0,1270745.0,-8.32,42.38,81.7,10.13,51799184.0
