,Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
28,2002-09-05,43120,43218,42287,42336,-1.14%,43424.0,42424.0,45272.0,43120.0,42716.0,42581.0,401928,746021.0,924147.0,1114033.0,-958428.0,1.72,45.92,94.74,64.23,-8045265.0
29,2002-09-06,41748,42042,41160,41552,-1.85%,42934.0,42586.0,45097.0,42777.0,42544.0,41846.0,499623,638177.0,888980.0,1106739.0,-967680.0,2.1,43.96,94.43,68.65,-8544888.0
30,2002-09-09,41944,42336,40866,40964,-1.42%,42218.0,42689.0,44891.0,41797.0,41576.0,40915.0,540424,556196.0,854449.0,1101307.0,-975328.0,2.24,42.53,96.09,70.41,-9085312.0
31,2002-09-10,41160,42189,41062,42189,2.99%,41973.0,42826.0,44696.0,41650.0,41282.0,40180.0,440780,516711.0,819011.0,1089000.0,-962147.0,2.41,46.37,98.97,72.74,-8644532.0
32,2002-09-11,42581,44247,42581,43316,2.67%,42071.0,42885.0,44559.0,42752.0,41907.0,41626.0,1062592,589069.0,808949.0,1087789.0,-933762.0,2.76,49.65,102.79,76.23,-7581940.0
33,2002-09-12,43610,44296,43120,44100,1.81%,42424.0,42948.0,44433.0,44614.0,43365.0,42948.0,923453,693374.0,787785.0,1092023.0,-917047.0,3.15,51.81,105.39,79.07,-6658487.0
34,2002-09-13,43120,44002,43071,43708,-0.89%,42855.0,42998.0,44298.0,44786.0,43904.0,43610.0,637549,720960.0,755133.0,1091616.0,-922715.0,3.15,50.66,99.33,79.07,-7296036.0
35,2002-09-16,43757,44247,42581,42630,-2.47%,43189.0,43037.0,44190.0,44320.0,43622.0,43390.0,612447,735364.0,737888.0,1084328.0,-937820.0,2.94,47.6,95.71,76.18,-7908483.0
36,2002-09-17,44296,44835,43365,44835,5.17%,43718.0,43113.0,44120.0,43438.0,43022.0,41772.0,1122859,871780.0,732271.0,1091732.0,-879741.0,2.64,53.65,103.27,74.92,-6785624.0
37,2002-09-18,43316,44051,43218,43561,-2.84%,43767.0,43096.0,44000.0,45570.0,44468.0,44100.0,873919,834045.0,733244.0,1096145.0,-904574.0,2.04,50.12,101.72,71.78,-7659543.0
38,2002-09-19,43610,44492,43610,43806,0.56%,43708.0,43051.0,43904.0,44222.0,43598.0,43390.0,847213,818797.0,714348.0,1097669.0,-899809.0,1.48,50.78,103.47,67.98,-6812330.0
39,2002-09-23,43022,43022,41062,41699,-4.81%,43306.0,42936.0,43800.0,44590.0,43928.0,43708.0,783269,847941.0,716187.0,1094726.0,-937483.0,0.82,45.36,100.35,61.94,-7595599.0
40,2002-09-24,40719,41258,39788,40180,-3.64%,42816.0,42814.0,43749.0,42360.0,41870.0,40400.0,828612,891174.0,729719.0,1083747.0,-967667.0,0.29,41.95,98.09,54.73,-8424211.0
41,2002-09-25,39298,39788,37044,37436,-6.83%,41336.0,42554.0,43631.0,40719.0,40352.0,39249.0,1720404,1010683.0,788138.0,1094431.0,-1085158.0,-0.64,36.69,88.73,40.28,-10144615.0
42,2002-09-26,39053,39053,36260,36456,-2.62%,39915.0,42270.0,43455.0,38612.0,37926.0,35868.0,2457487,1327397.0,886851.0,1118391.0,-1149490.0,-1.43,35.04,84.16,32.35,-12602102.0
43,2002-09-27,36554,36995,34741,35672,-2.15%,38289.0,41961.0,43246.0,37754.0,37056.0,34962.0,1858123,1529579.0,946943.0,1131134.0,-1189450.0,-2.3,33.75,80.89,26.65,-14460225.0
44,2002-09-30,34202,34496,32683,32683,-8.38%,36485.0,41395.0,42969.0,36334.0,35770.0,34080.0,2088284,1790582.0,999415.0,1150967.0,-1364430.0,-3.73,29.41,74.78,19.21,-16548509.0
45,2002-10-01,31703,33418,31703,33173,1.50%,35084.0,40827.0,42717.0,33590.0,33136.0,31776.0,2468069,2118473.0,1075302.0,1152841.0,-1327427.0,-5.13,30.95,77.82,12.42,-14080440.0
46,2002-10-02,34006,34202,32438,32438,-2.22%,34084.0,40278.0,42427.0,34153.0,32867.0,32438.0,1740229,2122438.0,1130403.0,1153466.0,-1365985.0,-6.57,29.91,72.35,10.13,-15820669.0
47,2002-10-04,31360,33222,31262,33124,2.11%,33418.0,39793.0,42138.0,33320.0,32879.0,31556.0,1309281,1892797.0,1160827.0,1150236.0,-1338296.0,-7.66,32.14,76.04,8.95,-14511388.0
48,2002-10-07,32585,32732,31360,31360,-5.33%,32556.0,39244.0,41806.0,34153.0,32683.0,32193.0,1017947,1724762.0,1191628.0,1151923.0,-1392506.0,-8.84,29.59,71.59,7.95,-15529335.0
49,2002-10-08,31458,32046,30821,31801,1.41%,32379.0,38757.0,41500.0,32046.0,31703.0,30674.0,1621130,1631331.0,1247704.0,1155218.0,-1369709.0,-9.73,31.03,76.26,7.35,-13908205.0
50,2002-10-09,31899,31899,30233,30429,-4.31%,31830.0,38230.0,41209.0,32536.0,31617.0,31311.0,1289740,1395665.0,1285169.0,1148057.0,-1425353.0,-10.71,29.07,75.73,6.79,-15197945.0
51,2002-10-10,29694,29988,27832,29155,-4.19%,31174.0,37578.0,40894.0,31164.0,30748.0,29498.0,1841151,1415850.0,1355188.0,1152496.0,-1502438.0,-11.69,27.38,77.88,6.32,-17039096.0
52,2002-10-11,29988,30429,28812,29890,2.52%,30527.0,36907.0,40619.0,29572.0,29032.0,27416.0,1683930,1490780.0,1386255.0,1153982.0,-1459986.0,-12.69,29.87,81.99,5.05,-15355166.0
53,2002-10-14,30968,32389,30968,32046,7.21%,30664.0,36304.0,40396.0,30160.0,29755.0,28542.0,1412656,1569721.0,1410715.0,1158184.0,-1358089.0,-13.48,36.6,89.84,3.13,-13942510.0
54,2002-10-15,32242,33418,31850,33173,3.52%,30939.0,35777.0,40205.0,32928.0,31862.0,31507.0,2084278,1662351.0,1483051.0,1175783.0,-1284789.0,-13.57,39.79,101.5,3.53,-11858232.0
55,2002-10-16,33369,33516,32340,32732,-1.33%,31399.0,35282.0,39996.0,34080.0,32904.0,32512.0,2132740,1830951.0,1559066.0,1190005.0,-1313142.0,-13.58,38.98,98.67,3.57,-13990972.0
56,2002-10-17,32536,34594,31850,33663,2.84%,32301.0,34724.0,39850.0,33124.0,32830.0,31948.0,2748603,2012441.0,1640353.0,1212373.0,-1234963.0,-13.79,41.63,103.78,3.41,-11242369.0
57,2002-10-18,34986,37485,34349,36407,8.15%,33604.0,34366.0,39722.0,35500.0,33442.0,32756.0,3042537,2284163.0,1748784.0,1238301.0,-986954.0,-13.64,48.57,109.91,5.43,-8199832.0
58,2002-10-21,36260,36946,35378,35427,-2.69%,34280.0,33947.0,39569.0,38514.0,36162.0,35378.0,1909319,2383495.0,1801889.0,1235533.0,-1038349.0,-13.5,46.49,112.97,7.41,-10109151.0
59,2002-10-22,36260,36554,33614,34496,-2.63%,34545.0,33587.0,39411.0,36186.0,35794.0,34618.0,1798798,2326399.0,1852666.0,1238872.0,-1085620.0,-13.34,44.57,108.47,9.27,-11907949.0
60,2002-10-23,34349,36456,34006,36456,5.68%,35290.0,33401.0,39322.0,35525.0,34790.0,32585.0,1780991,2256050.0,1900285.0,1249096.0,-984427.0,-12.63,49.22,119.81,13.46,-10126958.0
61,2002-10-24,36848,37142,35868,36260,-0.54%,35809.0,33342.0,39238.0,37681.0,35844.0,35231.0,1606614,2027652.0,1894595.0,1259673.0,-993065.0,-11.27,48.79,124.37,18.51,-11733572.0
62,2002-10-25,35427,36995,35427,36260,0.00%,35780.0,33332.0,39112.0,36701.0,36382.0,35427.0,941250,1607394.0,1818784.0,1249397.0,-993065.0,-9.69,48.79,121.31,23.33,-11733572.0
63,2002-10-28,37436,39053,37044,38906,7.30%,36476.0,33494.0,39030.0,37412.0,36236.0,35844.0,1993431,1624217.0,1825549.0,1271027.0,-847598.0,-7.74,54.77,121.41,28.78,-9740141.0
64,2002-10-29,38710,39004,38122,38122,-2.02%,37201.0,33766.0,38948.0,39984.0,38477.0,37975.0,905590,1445575.0,1766414.0,1277351.0,-865847.0,-5.62,52.84,114.92,34.08,-10645731.0
65,2002-10-30,37926,38122,35819,36603,-3.98%,37230.0,33937.0,38858.0,38563.0,38342.0,37681.0,1122720,1313921.0,1699147.0,1284012.0,-910583.0,-3.81,49.29,111.83,38.86,-11768451.0
66,2002-10-31,37142,37632,36113,36260,-0.94%,37230.0,34128.0,38803.0,37362.0,36787.0,35060.0,812985,1155195.0,1652785.0,1282170.0,-918201.0,-1.71,48.51,107.71,44.64,-12581436.0
67,2002-11-01,35770,36848,35378,35917,-0.95%,37162.0,34268.0,38765.0,36946.0,36566.0,35427.0,802218,1127389.0,1627431.0,1255487.0,-925790.0,-0.29,47.72,98.65,49.03,-13383654.0
68,2002-11-04,36946,38367,36603,38220,6.41%,37024.0,34611.0,38760.0,37118.0,36015.0,35648.0,1500678,1028838.0,1651568.0,1255781.0,-829566.0,1.96,53.15,107.88,57.27,-11882976.0
69,2002-11-05,38024,39200,37730,38710,1.28%,37142.0,34957.0,38766.0,39176.0,37852.0,37412.0,1832630,1214246.0,1662143.0,1266275.0,-806071.0,4.08,54.22,112.22,65.98,-10050346.0
70,2002-11-06,39494,39935,39151,39886,3.04%,37799.0,35429.0,38783.0,39690.0,38588.0,38220.0,1610790,1311860.0,1678195.0,1272605.0,-757135.0,6.07,56.72,109.41,75.56,-8439556.0
71,2002-11-07,39739,41258,39396,40082,0.49%,38563.0,35976.0,38793.0,40302.0,39714.0,39518.0,1859084,1521080.0,1679092.0,1284430.0,-748000.0,7.9,57.13,110.54,85.15,-6580472.0
72,2002-11-08,39200,41013,39053,41013,2.32%,39582.0,36532.0,38775.0,41601.0,40204.0,39739.0,1662229,1693082.0,1678007.0,1291070.0,-709391.0,9.6,59.09,113.11,93.77,-4918243.0
73,2002-11-11,40817,40817,39053,39543,-3.58%,39847.0,36907.0,38720.0,41993.0,40523.0,40033.0,1057277,1604402.0,1660238.0,1286246.0,-747286.0,10.19,54.92,101.64,98.67,-5975520.0
74,2002-11-12,38024,39102,37975,38759,-1.98%,39857.0,37186.0,38654.0,40180.0,39739.0,38416.0,1042978,1446472.0,1608173.0,1282119.0,-767965.0,10.13,52.82,101.67,98.68,-7018498.0
75,2002-11-13,38857,39396,38514,38955,0.51%,39670.0,37497.0,38605.0,39494.0,38649.0,38367.0,882291,1300772.0,1545651.0,1280868.0,-763503.0,10.49,53.29,106.43,99.32,-6136207.0
76,2002-11-14,39298,40082,39004,39004,0.13%,39455.0,37764.0,38534.0,39616.0,38955.0,38734.0,878020,1104559.0,1452122.0,1274915.0,-762398.0,10.65,53.41,107.57,99.34,-5258187.0
77,2002-11-15,40523,41160,40376,41062,5.28%,39465.0,37997.0,38486.0,39543.0,39274.0,38465.0,1273818,1026877.0,1363686.0,1281905.0,-695187.0,10.88,58.27,114.32,99.35,-3984369.0
78,2002-11-18,41160,41503,40474,40768,-0.72%,39710.0,38264.0,38421.0,41503.0,40915.0,40719.0,794514,974324.0,1307945.0,1274727.0,-700876.0,10.55,57.37,106.67,99.34,-4778883.0
79,2002-11-19,40474,41993,40376,41993,3.00%,40356.0,38639.0,38387.0,41136.0,40878.0,40106.0,1053574,976443.0,1270684.0,1279846.0,-669218.0,10.53,60.09,108.48,99.34,-3725309.0
80,2002-11-20,41944,43071,41258,42973,2.33%,41160.0,38965.0,38393.0,42802.0,41589.0,41184.0,1211971,1042379.0,1242233.0,1290746.0,-640934.0,9.98,62.13,107.74,99.32,-2513338.0
81,2002-11-21,43953,45178,43904,44296,3.08%,42218.0,39367.0,38421.0,43928.0,42569.0,42116.0,2607034,1388182.0,1292254.0,1324996.0,-560672.0,9.43,64.7,110.51,99.29,93696.0
82,2002-11-22,45570,45717,44737,45472,2.65%,43100.0,39827.0,38476.0,45374.0,44418.0,44100.0,2464247,1626268.0,1368404.0,1358013.0,-495249.0,9.02,66.81,110.87,99.27,2557943.0
83,2002-11-25,45962,47971,45276,47824,5.17%,44512.0,40273.0,38576.0,45594.0,45350.0,44614.0,1725034,1812372.0,1354984.0,1375825.0,-406023.0,9.12,70.54,120.94,99.28,4282977.0
84,2002-11-26,47824,47824,46746,47334,-1.02%,45580.0,40734.0,38632.0,49245.0,47224.0,46550.0,1978490,1997355.0,1408629.0,1391486.0,-426295.0,9.54,68.84,122.12,99.32,2304487.0
85,2002-11-27,46844,48902,46599,48216,1.86%,46628.0,41314.0,38693.0,47579.0,47310.0,46501.0,1395927,2034146.0,1422289.0,1398913.0,-400283.0,10.18,70.2,123.77,99.37,3700414.0
86,2002-11-28,49490,49490,46060,46060,-4.47%,46981.0,41804.0,38737.0,49710.0,47983.0,47408.0,2341087,1980957.0,1498695.0,1427294.0,-504966.0,10.7,63.08,118.09,99.4,1359327.0
87,2002-11-29,46256,47824,46158,47530,3.19%,47393.0,42385.0,38815.0,47775.0,46918.0,44345.0,1286371,1745382.0,1522902.0,1437054.0,-463912.0,11.55,65.59,115.75,100.0,2645698.0
88,2002-12-02,47628,48951,47432,48853,2.78%,47599.0,42917.0,38924.0,48510.0,47260.0,46844.0,967961,1593967.0,1496266.0,1446488.0,-436969.0,12.16,67.68,119.83,100.0,3613659.0
89,2002-12-03,48951,49392,48216,49392,1.10%,48010.0,43451.0,39055.0,49662.0,48522.0,48142.0,1333276,1464924.0,1471299.0,1460382.0,-422258.0,12.45,68.5,117.62,100.0,4946935.0
90,2002-12-04,48314,48608,47285,47530,-3.77%,47873.0,43833.0,39164.0,49980.0,49098.0,48804.0,1213149,1428369.0,1451417.0,1471594.0,-467992.0,12.49,62.69,110.6,100.0,3733786.0
91,2002-12-05,47040,48314,45766,48314,1.65%,48324.0,44245.0,39266.0,48069.0,47738.0,46746.0,1572430,1274637.0,1437084.0,1490455.0,-442055.0,12.39,64.04,109.07,100.0,5306216.0
92,2002-12-06,47530,48265,47334,48020,-0.61%,48422.0,44595.0,39345.0,49588.0,47677.0,47040.0,899410,1197245.0,1398943.0,1487735.0,-447528.0,11.97,63.14,105.6,100.0,4406806.0
93,2002-12-09,47873,48412,46648,46942,-2.24%,48040.0,44965.0,39392.0,48608.0,47910.0,47677.0,987429,1201139.0,1395451.0,1488801.0,-469695.0,11.65,59.85,98.16,99.08,3419377.0
94,2002-12-10,45374,46060,45374,45619,-2.82%,47285.0,45308.0,39424.0,47677.0,47236.0,45913.0,1264834,1187450.0,1406543.0,1499256.0,-505343.0,11.23,56.07,96.38,97.31,2154543.0
95,2002-12-11,46158,46305,44688,45129,-1.07%,46805.0,45617.0,39465.0,46182.0,45668.0,45496.0,798611,1104543.0,1402359.0,1502359.0,-513921.0,10.41,54.72,93.6,94.16,1355932.0
96,2002-12-12,45178,46452,45178,45962,1.85%,46334.0,45964.0,39484.0,45717.0,45313.0,44100.0,1217238,1033504.0,1419320.0,1503932.0,-491453.0,9.95,56.59,99.79,93.9,2573170.0
97,2002-12-13,45276,45962,45031,45962,0.00%,45923.0,46209.0,39524.0,46844.0,45888.0,45570.0,912739,1036170.0,1401266.0,1504579.0,-491453.0,9.02,56.59,96.7,91.94,2573170.0
98,2002-12-16,44982,45374,44198,44737,-2.67%,45482.0,46408.0,39540.0,46428.0,45729.0,45496.0,686399,975964.0,1395861.0,1501898.0,-509747.0,8.13,52.99,91.57,87.64,1886771.0
99,2002-12-17,45570,45766,44639,44688,-0.11%,45296.0,46543.0,39590.0,45056.0,44762.0,43880.0,743470,871691.0,1380355.0,1501235.0,-510561.0,7.12,52.85,90.48,82.83,1143301.0
100,2002-12-18,44051,46158,44051,46158,3.29%,45501.0,46702.0,39689.0,45227.0,44945.0,44100.0,969000,905769.0,1368207.0,1503575.0,-478686.0,6.55,56.54,97.11,81.03,2112301.0
101,2002-12-20,46060,48069,45668,47236,2.34%,45756.0,46849.0,39853.0,47212.0,45631.0,45104.0,1256733,913668.0,1300692.0,1495847.0,-449336.0,5.89,59.02,97.77,79.16,3369034.0
102,2002-12-23,47236,47530,44835,44933,-4.88%,45550.0,46822.0,39994.0,48853.0,47052.0,46452.0,1026917,936504.0,1228825.0,1472004.0,-499403.0,4.99,52.29,93.57,75.32,2342117.0
103,2002-12-24,44590,45227,43708,44688,-0.55%,45541.0,46665.0,40144.0,46232.0,45558.0,43536.0,708848,940994.0,1178016.0,1452850.0,-503268.0,3.78,51.63,95.2,70.75,1633269.0
104,2002-12-26,44100,44786,43561,44100,-1.32%,45423.0,46503.0,40334.0,45717.0,44578.0,44198.0,666087,925517.0,1112396.0,1429146.0,-512033.0,2.64,50.02,96.67,65.97,967182.0
105,2002-12-27,43120,44100,42630,42630,-3.33%,44717.0,46224.0,40492.0,44712.0,44137.0,43488.0,641330,859983.0,1074666.0,1398701.0,-533410.0,1.33,46.24,94.46,58.92,325852.0
106,2002-12-30,41944,42140,39298,40474,-5.06%,43365.0,45945.0,40626.0,43365.0,42998.0,41895.0,1051463,818929.0,1010185.0,1387221.0,-586588.0,-0.04,41.39,88.06,49.71,-725611.0
107,2003-01-02,41111,41650,40572,41209,1.82%,42620.0,45629.0,40761.0,41307.0,40596.0,38465.0,874210,788388.0,989577.0,1379970.0,-570712.0,-1.26,43.52,89.66,41.04,148599.0
108,2003-01-03,42581,45276,42434,45276,9.87%,42738.0,45450.0,40993.0,41968.0,41160.0,40890.0,1661679,978954.0,1024263.0,1390699.0,-406718.0,-2.06,53.42,101.2,33.28,1810278.0
109,2003-01-06,45668,45864,44639,45472,0.43%,43012.0,45254.0,41220.0,46697.0,44566.0,43855.0,1026033,1050943.0,1008900.0,1380781.0,-402276.0,-2.77,53.83,101.75,24.56,2836311.0
110,2003-01-07,46550,46746,43806,43904,-3.45%,43267.0,45073.0,41445.0,45668.0,45362.0,44443.0,1008061,1124289.0,998646.0,1376086.0,-437037.0,-3.49,50.09,95.12,16.31,1828250.0
111,2003-01-08,44590,45178,44002,44296,0.89%,44031.0,44872.0,41697.0,45325.0,44590.0,42385.0,997389,1113474.0,969894.0,1362023.0,-428132.0,-4.22,50.99,93.78,8.19,2825639.0
112,2003-01-09,43365,43610,40964,42140,-4.87%,44218.0,44578.0,41902.0,44737.0,44443.0,43561.0,2262384,1391109.0,1038043.0,1371664.0,-538248.0,-4.79,46.17,93.78,2.78,563255.0
113,2003-01-10,43120,43218,39690,42091,-0.12%,43581.0,44335.0,42069.0,42875.0,42214.0,40229.0,1818452,1422464.0,1079594.0,1378428.0,-540362.0,-4.99,46.06,94.19,2.69,-1255197.0
114,2003-01-13,41454,42630,41454,42630,1.28%,43012.0,44186.0,42227.0,42654.0,41772.0,39126.0,1315910,1480439.0,1082148.0,1365621.0,-523511.0,-4.98,47.44,96.67,2.7,60713.0
115,2003-01-14,41944,42434,41748,41944,-1.61%,42620.0,44026.0,42380.0,43218.0,42336.0,42042.0,949722,1468771.0,1089703.0,1345904.0,-538794.0,-4.75,45.87,98.39,2.84,-889009.0
116,2003-01-15,42434,42630,41160,41356,-1.40%,42032.0,43796.0,42508.0,42287.0,42018.0,41601.0,1883216,1645937.0,1123002.0,1331481.0,-565194.0,-4.68,44.53,102.18,4.65,-2772225.0
117,2003-01-16,40180,41699,39837,41699,0.83%,41944.0,43583.0,42597.0,41993.0,41626.0,40523.0,1324211,1458302.0,1143576.0,1302843.0,-554211.0,-4.48,45.51,101.19,5.82,-1448014.0
118,2003-01-17,40474,41552,40376,40376,-3.17%,41601.0,43365.0,42679.0,42630.0,41234.0,40768.0,801742,1254960.0,1149343.0,1284383.0,-579649.0,-4.59,42.45,89.18,5.72,-2249756.0
119,2003-01-20,39053,40278,39053,39690,-1.70%,41013.0,43115.0,42766.0,40964.0,40670.0,39788.0,749245,1141627.0,1149632.0,1266890.0,-592379.0,-4.73,40.95,87.28,5.6,-2999001.0
120,2003-01-21,39690,39984,37583,37926,-4.44%,40209.0,42704.0,42790.0,40596.0,39678.0,39372.0,2238894,1399462.0,1213126.0,1274522.0,-691885.0,-5.26,37.36,86.38,5.11,-5237895.0
121,2003-01-22,37240,37583,36505,36799,-2.97%,39298.0,42182.0,42799.0,38955.0,38355.0,36554.0,2281843,1479187.0,1264382.0,1285776.0,-759692.0,-6.0,35.27,83.08,4.55,-7519738.0
122,2003-01-23,36946,38416,36309,38220,3.86%,38602.0,41846.0,42832.0,37191.0,36922.0,36113.0,1902261,1594797.0,1308149.0,1301793.0,-686235.0,-6.13,39.75,90.7,4.49,-5617477.0
123,2003-01-24,38122,38612,36554,36750,-3.85%,37877.0,41449.0,42796.0,39372.0,37791.0,37264.0,1095054,1653459.0,1327459.0,1286820.0,-728353.0,-6.51,36.96,87.31,4.27,-6712531.0
124,2003-01-27,35574,36946,35476,36946,0.53%,37328.0,41091.0,42776.0,37681.0,37166.0,35623.0,865166,1676644.0,1337413.0,1286146.0,-723739.0,-7.0,37.57,86.67,4.01,-5847365.0
125,2003-01-28,37240,37926,37240,37779,2.25%,37299.0,40849.0,42796.0,37681.0,36578.0,36211.0,873596,1403584.0,1349027.0,1281994.0,-704042.0,-7.22,40.2,90.07,3.91,-4973769.0
126,2003-01-29,37877,38024,36946,37044,-1.95%,37348.0,40677.0,42809.0,38196.0,37681.0,37510.0,917606,1130737.0,1342334.0,1283738.0,-721895.0,-7.12,38.68,89.57,3.98,-5891375.0
127,2003-01-30,37730,38710,37534,38710,4.50%,37446.0,40552.0,42855.0,37534.0,37264.0,36456.0,816134,913511.0,1339430.0,1283970.0,-685190.0,-6.95,43.76,92.83,4.08,-5075241.0
