,Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
47,2001-12-26,5130,5190,5080,5160,2.18%,5164.0,5035.0,4124.0,5125.0,5068.0,4975.0,21748450.0,29428060.0,49774600.0,41192418.0,31632550.0,9.02,59.27,99.81,90.24,566384450.0
48,2001-12-27,5200,5420,5180,5400,4.65%,5188.0,5086.0,4167.0,5230.0,5148.0,5120.0,40356000.0,31325130.0,50307158.0,41076922.0,33509573.0,8.83,62.77,100.0,90.17,606740450.0
49,2001-12-28,5600,5620,5510,5580,3.33%,5244.0,5155.0,4212.0,5530.0,5350.0,5290.0,38481900.0,32533610.0,49567832.0,40636143.0,34792303.0,9.01,65.13,105.28,90.42,645222350.0
50,2002-01-02,5660,6160,5620,6160,10.39%,5470.0,5245.0,4265.0,5600.0,5572.0,5490.0,57103950.0,35624310.0,50861445.0,40920557.0,40727839.0,9.84,71.33,120.78,91.16,702326300.0
51,2002-01-03,6100,6190,6020,6040,-1.95%,5668.0,5322.0,4317.0,6430.0,6025.0,5890.0,44281800.0,40394420.0,51432348.0,41326298.0,39865207.0,10.72,68.67,120.56,91.81,658044500.0
52,2002-01-04,6380,6410,6290,6380,5.63%,5912.0,5412.0,4373.0,6115.0,6072.0,5945.0,50474100.0,46139550.0,52318928.0,41506985.0,42706464.0,11.49,71.82,122.46,92.33,708518600.0
53,2002-01-07,6260,6430,6170,6360,-0.31%,6104.0,5465.0,4429.0,6440.0,6365.0,6320.0,51456600.0,48359670.0,49135162.0,42083662.0,42545158.0,11.37,71.37,120.45,92.34,657062000.0
54,2002-01-08,6390,6390,6190,6230,-2.04%,6234.0,5502.0,4480.0,6525.0,6330.0,6265.0,38007100.0,48264710.0,45303915.0,41747582.0,41768284.0,11.01,68.46,117.55,92.19,619054900.0
55,2002-01-09,6210,6450,6190,6450,3.53%,6292.0,5540.0,4533.0,6310.0,6260.0,6110.0,45120050.0,45867930.0,44624450.0,41711762.0,43361608.0,11.13,70.6,128.23,92.3,664174950.0
56,2002-01-10,6360,6420,6160,6160,-4.50%,6316.0,5588.0,4583.0,6580.0,6385.0,6320.0,54849300.0,47981430.0,44102840.0,42335458.0,40895515.0,11.59,64.5,121.98,92.59,609325650.0
57,2002-01-11,6240,6350,6040,6120,-0.65%,6264.0,5636.0,4632.0,6290.0,6225.0,6030.0,47684350.0,47423480.0,43855730.0,42869850.0,40585877.0,11.94,63.7,118.6,92.81,561641300.0
58,2002-01-14,6050,6600,6040,6600,7.84%,6312.0,5696.0,4687.0,6235.0,6158.0,5925.0,48901300.0,46912420.0,43605968.0,43208267.0,44421273.0,11.99,68.63,122.22,92.9,610542600.0
59,2002-01-15,6430,6460,6160,6240,-5.45%,6314.0,5743.0,4737.0,6880.0,6460.0,6320.0,68875400.0,53086080.0,43861430.0,43991959.0,40664433.0,11.41,61.96,111.83,92.67,541667200.0
60,2002-01-16,6150,6250,6030,6030,-3.37%,6230.0,5790.0,4780.0,6350.0,6275.0,6050.0,60330700.0,56128210.0,44552435.0,44304888.0,38634073.0,10.38,58.47,97.89,91.34,481336500.0
61,2002-01-17,5900,6060,5860,6000,-0.50%,6198.0,5839.0,4824.0,6140.0,6085.0,5920.0,55607000.0,56279750.0,45269902.0,44919462.0,38357421.0,9.7,57.97,99.34,90.7,425729500.0
62,2002-01-18,6010,6040,5880,5920,-1.33%,6158.0,5874.0,4865.0,6130.0,5980.0,5930.0,44261600.0,55595200.0,44646572.0,44997488.0,37767266.0,8.56,56.63,92.79,86.92,381467900.0
63,2002-01-21,5800,5840,5720,5820,-1.69%,6002.0,5902.0,4900.0,5980.0,5940.0,5820.0,41267350.0,54068410.0,45166408.0,44749992.0,37070183.0,7.99,54.94,91.51,83.4,340200550.0
64,2002-01-22,5840,6050,5840,6000,3.09%,5954.0,5936.0,4939.0,5890.0,5800.0,5770.0,32895600.0,46872450.0,45189212.0,44838020.0,38087573.0,7.91,57.35,96.31,83.21,373096150.0
65,2002-01-23,5800,6190,5780,6160,2.67%,5980.0,5993.0,4981.0,6130.0,5972.0,5920.0,39900700.0,42786450.0,45101725.0,44705976.0,39151591.0,8.17,59.39,95.5,85.49,412996850.0
66,2002-01-24,6220,6370,6180,6200,0.65%,6020.0,6050.0,5023.0,6380.0,6072.0,5970.0,38415500.0,39348150.0,46000938.0,44921491.0,39401042.0,8.27,59.89,100.65,86.55,451412350.0
67,2002-01-25,6330,6570,6260,6460,4.19%,6128.0,6116.0,5073.0,6285.0,6238.0,6095.0,56877300.0,41871290.0,47757380.0,45305659.0,41786220.0,8.51,63.05,105.56,86.97,508289650.0
68,2002-01-28,6580,6580,6350,6370,-1.39%,6238.0,6164.0,5121.0,6670.0,6438.0,6360.0,33736300.0,40365080.0,47426395.0,45384891.0,41316209.0,8.22,61.29,96.52,85.45,474553350.0
69,2002-01-29,6370,6450,6290,6300,-1.10%,6298.0,6200.0,5166.0,6475.0,6418.0,6245.0,32143850.0,40214730.0,47109492.0,45349001.0,40962980.0,7.96,59.91,100.96,85.21,442409500.0
70,2002-01-30,6010,6180,6010,6060,-3.81%,6278.0,6195.0,5206.0,6375.0,6335.0,6215.0,39581350.0,40150860.0,46233362.0,45376609.0,39455119.0,7.0,55.42,100.5,83.93,402828150.0
71,2002-01-31,6160,6210,6010,6010,-0.83%,6240.0,6194.0,5245.0,6205.0,6078.0,6035.0,36733200.0,39814400.0,45855932.0,45485785.0,39152040.0,6.07,54.52,100.17,82.43,366094950.0
72,2002-02-01,6200,6320,6090,6180,2.83%,6184.0,6184.0,5285.0,6110.0,6060.0,5910.0,35640650.0,35567070.0,45114260.0,45196250.0,40160178.0,5.26,57.02,104.39,80.84,401735600.0
73,2002-02-04,6200,6330,6180,6240,0.97%,6158.0,6178.0,5325.0,6250.0,6192.0,6020.0,23808550.0,33581520.0,43731858.0,44855238.0,40391329.0,4.68,57.88,107.22,79.49,425544150.0
74,2002-02-05,6200,6490,6140,6460,3.53%,6190.0,6189.0,5368.0,6360.0,6248.0,6210.0,48678050.0,36888360.0,44265405.0,45039812.0,42107542.0,4.25,60.92,107.67,78.4,474222200.0
75,2002-02-06,6400,6480,6360,6380,-1.24%,6254.0,6186.0,5409.0,6650.0,6388.0,6300.0,31848250.0,35341740.0,43601815.0,44479986.0,41713137.0,3.21,59.28,103.57,75.03,442373950.0
76,2002-02-07,6300,6460,6240,6300,-1.25%,6312.0,6192.0,5447.0,6430.0,6400.0,6310.0,36975800.0,35390260.0,42708140.0,44704565.0,41249490.0,2.35,57.64,101.61,71.26,405398150.0
77,2002-02-08,6320,6420,6220,6420,1.90%,6360.0,6208.0,5487.0,6410.0,6325.0,6190.0,34109400.0,35084010.0,42029392.0,44772841.0,41899193.0,1.5,59.42,99.38,65.97,439507550.0
78,2002-02-14,6740,7100,6630,7100,10.59%,6532.0,6232.0,5534.0,6520.0,6370.0,6320.0,98368250.0,49995950.0,44502740.0,45161804.0,52318260.0,1.11,67.56,111.46,62.95,537875800.0
79,2002-02-15,6940,7000,6810,6830,-3.80%,6606.0,6262.0,5578.0,7335.0,6982.0,6865.0,42861950.0,48832730.0,43202068.0,45271547.0,50688299.0,1.0,62.32,108.41,62.02,495013850.0
80,2002-02-18,6820,6910,6780,6860,0.44%,6702.0,6304.0,5623.0,6915.0,6868.0,6725.0,35699050.0,49602890.0,41970485.0,45269916.0,50845103.0,1.75,62.66,113.2,68.61,530712900.0
81,2002-02-19,6900,7040,6790,6850,-0.15%,6812.0,6346.0,5664.0,6950.0,6852.0,6820.0,36274950.0,49462720.0,41003882.0,45219240.0,50792224.0,2.46,62.46,113.98,73.0,494437950.0
82,2002-02-20,6700,6870,6700,6800,-0.73%,6888.0,6390.0,5706.0,6945.0,6882.0,6695.0,34980050.0,49636850.0,40539805.0,45173960.0,50536895.0,3.34,61.44,110.03,80.41,459457900.0
83,2002-02-21,6860,6890,6540,6760,-0.59%,6820.0,6437.0,5748.0,6920.0,6792.0,6750.0,51598000.0,40282800.0,41056338.0,45476697.0,50233377.0,4.2,60.6,108.33,88.33,407859900.0
84,2002-02-22,6550,6680,6530,6670,-1.33%,6788.0,6470.0,5788.0,6825.0,6738.0,6475.0,47120400.0,41134490.0,41767578.0,45968739.0,49606035.0,4.55,58.69,103.25,91.7,360739500.0
85,2002-02-25,6610,6730,6530,6640,-0.45%,6744.0,6494.0,5824.0,6750.0,6638.0,6600.0,33956300.0,40785940.0,41470358.0,46078511.0,49453308.0,5.0,58.05,104.08,95.98,326783200.0
86,2002-02-26,6820,6880,6660,6740,1.51%,6722.0,6522.0,5860.0,6785.0,6635.0,6585.0,34058200.0,40342590.0,41252492.0,46012918.0,49966232.0,5.31,59.6,106.98,96.21,360841400.0
87,2002-02-27,6660,7000,6660,7000,3.86%,6762.0,6548.0,5900.0,6810.0,6755.0,6590.0,45878300.0,42522240.0,40702542.0,46078174.0,51736019.0,5.49,63.34,109.03,96.33,406719700.0
88,2002-02-28,7000,7010,6860,6860,-2.00%,6782.0,6573.0,5941.0,7170.0,6915.0,6830.0,43079900.0,40818620.0,41169722.0,46301092.0,50874421.0,5.46,60.18,96.62,96.2,363639800.0
89,2002-03-04,7010,7260,7000,7000,2.04%,6848.0,6608.0,5988.0,6935.0,6898.0,6785.0,60951400.0,43584820.0,42610100.0,46429142.0,52118327.0,5.53,62.17,102.49,96.26,424591200.0
90,2002-03-05,7270,7280,7120,7220,3.14%,6964.0,6666.0,6035.0,7130.0,7065.0,6870.0,48117850.0,46417130.0,43036925.0,46710578.0,53630602.0,5.75,65.07,105.25,96.41,472709050.0
91,2002-03-06,7220,7360,7150,7260,0.55%,7068.0,6728.0,6082.0,7250.0,7210.0,7090.0,30956200.0,45796730.0,42748075.0,46678785.0,53802104.0,6.03,65.57,105.99,96.59,503665250.0
92,2002-03-07,7370,7370,7110,7120,-1.93%,7092.0,6776.0,6124.0,7415.0,7258.0,7205.0,24780850.0,41577240.0,42205085.0,46546091.0,53324237.0,6.03,62.24,104.71,96.61,478884400.0
93,2002-03-08,7100,7150,6910,6980,-1.97%,7116.0,6812.0,6152.0,7245.0,7180.0,6985.0,36712400.0,40303740.0,42850278.0,45239099.0,52602364.0,5.83,59.07,103.25,96.53,442172000.0
94,2002-03-11,7000,7040,6870,6970,-0.14%,7110.0,6838.0,6176.0,7065.0,7005.0,6825.0,36137900.0,35341040.0,42223270.0,43930863.0,52550590.0,5.68,58.85,104.5,96.46,406034100.0
95,2002-03-12,6880,7070,6860,7060,1.29%,7078.0,6872.0,6199.0,7005.0,6962.0,6835.0,39367850.0,33591040.0,42599250.0,43608505.0,53058927.0,5.81,60.29,106.33,96.55,445401950.0
96,2002-03-13,6910,7050,6910,6960,-1.42%,7018.0,6905.0,6229.0,7170.0,7012.0,6960.0,33443400.0,34088480.0,42422630.0,43077870.0,52585224.0,5.88,57.91,103.26,96.6,411958550.0
97,2002-03-14,6890,6900,6580,6880,-1.15%,6970.0,6928.0,6257.0,7075.0,6970.0,6935.0,105786150.0,50289540.0,46006468.0,43963863.0,51369292.0,5.8,56.04,98.29,95.67,306172400.0
98,2002-03-15,6680,6730,6580,6600,-4.07%,6894.0,6903.0,6277.0,6890.0,6810.0,6570.0,71519150.0,57250890.0,44664012.0,44257573.0,48458629.0,5.02,50.07,96.21,92.09,234653250.0
99,2002-03-18,6700,6720,6580,6640,0.61%,6828.0,6894.0,6300.0,6665.0,6628.0,6515.0,51835500.0,60390410.0,45112690.0,44058729.0,48772783.0,4.32,50.86,94.86,87.22,286488750.0
100,2002-03-19,6660,6980,6660,6980,5.12%,6812.0,6900.0,6331.0,6680.0,6645.0,6540.0,63006550.0,65118150.0,46478065.0,44333662.0,51999022.0,3.5,56.96,96.68,82.84,349495300.0
101,2002-03-20,7020,7120,6930,6980,0.00%,6816.0,6906.0,6364.0,7140.0,6900.0,6820.0,43105000.0,67050470.0,46819568.0,44364451.0,51999022.0,2.64,56.96,96.14,77.1,349495300.0
102,2002-03-21,6800,6910,6800,6830,-2.15%,6806.0,6908.0,6391.0,7050.0,7002.0,6860.0,33609950.0,52615230.0,46751062.0,43979147.0,51276745.0,1.95,53.69,95.93,71.22,315885350.0
103,2002-03-22,6900,7140,6790,7010,2.64%,6888.0,6920.0,6420.0,6925.0,6842.0,6815.0,48599100.0,48031220.0,46601118.0,44274621.0,52557541.0,1.58,56.83,100.43,68.76,364484450.0
104,2002-03-25,7060,7060,6800,6800,-3.00%,6920.0,6926.0,6444.0,7250.0,6988.0,6900.0,54505750.0,48565270.0,46970385.0,44642392.0,50924702.0,1.29,52.44,97.56,65.55,309978700.0
105,2002-03-26,6770,6980,6730,6980,2.65%,6920.0,6944.0,6477.0,6930.0,6865.0,6670.0,42195650.0,44403090.0,47382352.0,44651478.0,52041645.0,1.04,55.55,98.87,62.98,352174350.0
106,2002-03-27,7000,7310,7000,7270,4.15%,6978.0,6970.0,6514.0,7105.0,6918.0,6855.0,61410200.0,48064130.0,48749952.0,45334461.0,54593072.0,0.94,59.99,104.45,62.08,413584550.0
107,2002-03-28,7250,7400,7150,7150,-1.65%,7042.0,6978.0,6547.0,7445.0,7212.0,7135.0,39263850.0,49194910.0,48419230.0,45626384.0,53944975.0,0.71,57.48,103.92,59.76,374320700.0
108,2002-03-29,7300,7420,7260,7360,2.94%,7112.0,7002.0,6580.0,7275.0,7212.0,7025.0,36938400.0,46862770.0,48112155.0,45569424.0,55029879.0,1.44,60.53,111.52,67.8,411259100.0
109,2002-04-01,7500,7690,7410,7480,1.63%,7248.0,7026.0,6612.0,7470.0,7350.0,7310.0,57467450.0,47455110.0,47937958.0,45885850.0,55966849.0,1.93,62.17,112.65,71.25,468726550.0
110,2002-04-02,7560,7970,7400,7970,6.55%,7446.0,7064.0,6642.0,7585.0,7515.0,7305.0,78396100.0,54695200.0,49451870.0,46240719.0,61102422.0,2.38,67.91,114.18,73.88,547122650.0
111,2002-04-03,7950,8100,7860,8080,1.38%,7608.0,7105.0,6676.0,8255.0,7828.0,7685.0,60430150.0,54499190.0,50925568.0,46509858.0,61936464.0,2.88,69.02,115.76,76.25,607552800.0
112,2002-04-04,7980,7980,7730,7780,-3.71%,7734.0,7138.0,6699.0,8210.0,8030.0,7970.0,70796950.0,60805810.0,53226372.0,46848572.0,59307865.0,3.34,62.75,113.91,78.08,536755850.0
113,2002-04-08,7760,7760,7380,7380,-5.14%,7738.0,7158.0,6716.0,7880.0,7818.0,7630.0,77601350.0,68938400.0,55270820.0,47284318.0,55318078.0,3.44,55.64,105.28,78.47,459154500.0
114,2002-04-09,7400,7470,7320,7380,0.00%,7718.0,7178.0,6735.0,7570.0,7475.0,7190.0,52741000.0,67993110.0,56100975.0,47529883.0,55318078.0,3.64,55.64,108.53,79.17,459154500.0
115,2002-04-10,7380,7390,7110,7120,-3.52%,7548.0,7182.0,6746.0,7425.0,7388.0,7275.0,65180850.0,65350060.0,57391625.0,47864230.0,53021734.0,3.43,51.42,102.01,78.47,393973650.0
116,2002-04-11,7150,7300,7120,7190,0.98%,7370.0,7193.0,6764.0,7255.0,7185.0,6975.0,71694200.0,67602870.0,59304165.0,48144978.0,53726592.0,3.2,52.45,98.9,77.13,465667850.0
117,2002-04-12,7190,7430,7110,7380,2.64%,7290.0,7218.0,6784.0,7335.0,7200.0,7155.0,55423400.0,64528160.0,56786028.0,48273962.0,55191189.0,3.45,55.16,103.22,78.87,521091250.0
118,2002-04-15,7440,7760,7440,7700,4.34%,7354.0,7273.0,6803.0,7565.0,7325.0,7245.0,42666350.0,57541160.0,55343388.0,48170047.0,57041220.0,3.86,59.28,104.62,82.16,563757600.0
119,2002-04-16,7700,7820,7630,7780,1.04%,7434.0,7330.0,6828.0,7890.0,7650.0,7570.0,42526850.0,55498330.0,54877955.0,47730904.0,57483057.0,4.32,60.25,104.01,86.35,606284450.0
120,2002-04-17,8010,8220,7980,8120,4.37%,7634.0,7387.0,6863.0,7895.0,7752.0,7705.0,77025600.0,57867280.0,55578908.0,48009152.0,60849215.0,4.57,64.07,101.88,89.1,683310050.0
121,2002-04-18,8000,8170,7950,8130,0.12%,7822.0,7444.0,6899.0,8290.0,8110.0,8050.0,48786000.0,53285640.0,55862958.0,47895469.0,60909296.0,4.78,64.18,100.62,92.28,732096050.0
122,2002-04-19,8130,8270,7920,7920,-2.58%,7930.0,7499.0,6932.0,8260.0,8095.0,8040.0,61986350.0,54598230.0,57281778.0,48190882.0,59308173.0,5.06,60.21,101.8,95.81,670109700.0
123,2002-04-22,8060,8340,8040,8200,3.54%,8030.0,7558.0,6972.0,8095.0,8008.0,7745.0,61720950.0,58409150.0,57937870.0,48531775.0,61490226.0,5.6,63.39,111.11,96.19,731830650.0
124,2002-04-23,8200,8560,8110,8540,4.15%,8182.0,7646.0,7014.0,8420.0,8195.0,8120.0,59891300.0,61882040.0,58207148.0,48981703.0,63973524.0,6.51,66.8,115.72,98.34,791721950.0
125,2002-04-24,8460,8640,8360,8640,1.17%,8286.0,7728.0,7056.0,8775.0,8438.0,8325.0,39981600.0,54473240.0,58096445.0,48983052.0,64441693.0,7.62,67.73,121.35,99.28,831703550.0
126,2002-04-25,8430,8520,8250,8260,-4.40%,8312.0,7778.0,7090.0,8780.0,8570.0,8500.0,51010950.0,54918230.0,57576482.0,49192976.0,62198156.0,8.13,60.87,114.88,99.33,780692600.0
