,Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
1415,2007-12-05,18120,18320,17880,18120,0.11%,17860.0,15990.0,15151.0,18480.0,18045.0,17900.0,624205.0,1021443.0,1120568.0,1176644.0,49368503.0,2.19,66.19,118.12,59.53,722246570.0
1416,2007-12-06,18200,18240,17520,17600,-2.87%,17800.0,16100.0,15238.0,18340.0,18110.0,17900.0,995555.0,927509.0,1114677.0,1188623.0,49339933.0,3.3,61.39,113.11,64.07,721251015.0
1417,2007-12-07,17600,18440,17280,17940,1.93%,17928.0,16251.0,15337.0,17920.0,17740.0,17200.0,770085.0,792745.0,1108501.0,1192816.0,49354809.0,4.82,63.23,115.3,70.44,722021100.0
1418,2007-12-10,18000,18240,17680,17940,0.00%,17940.0,16423.0,15436.0,18770.0,17900.0,17610.0,678660.0,796105.0,1066304.0,1194260.0,49354809.0,6.22,63.23,112.41,76.47,722021100.0
1419,2007-12-11,18000,18040,17540,17940,0.00%,17908.0,16570.0,15524.0,18090.0,17950.0,17530.0,953320.0,804365.0,1064904.0,1190453.0,49354809.0,6.88,63.23,105.53,79.59,722021100.0
1420,2007-12-12,17620,17800,17540,17720,-1.23%,17828.0,16709.0,15600.0,17990.0,17865.0,17490.0,348865.0,749297.0,1044892.0,1180642.0,49350531.0,7.45,61.02,103.02,82.82,721672235.0
1421,2007-12-13,17980,17980,17080,17200,-2.93%,17748.0,16852.0,15665.0,17890.0,17695.0,17630.0,730550.0,696296.0,1027916.0,1181582.0,49329093.0,7.6,56.12,96.09,84.35,720941685.0
1422,2007-12-14,17300,17400,16660,16840,-2.09%,17528.0,16975.0,15727.0,17590.0,17365.0,16690.0,589165.0,660112.0,1015255.0,1184788.0,49316761.0,7.96,53.01,97.34,87.43,720352520.0
1423,2007-12-17,17080,17080,16420,16420,-2.49%,17224.0,17036.0,15794.0,17120.0,16935.0,16380.0,388015.0,601983.0,963122.0,1183829.0,49307084.0,7.84,49.62,91.83,86.81,719964505.0
1424,2007-12-18,16060,16600,15880,16400,-0.12%,16916.0,17096.0,15842.0,16750.0,16585.0,16090.0,614720.0,534263.0,946315.0,1174872.0,49306335.0,7.62,49.46,90.61,85.39,719349785.0
1425,2007-12-20,16400,16500,15540,15600,-4.88%,16492.0,17109.0,15865.0,16860.0,16320.0,16140.0,990550.0,662600.0,906596.0,1163908.0,49258016.0,7.0,43.57,86.09,81.03,718359235.0
1426,2007-12-21,15620,16240,15600,15940,2.18%,16240.0,17128.0,15888.0,16050.0,15810.0,15090.0,564480.0,629386.0,895960.0,1151726.0,49270319.0,6.39,46.43,90.57,77.37,718923715.0
1427,2007-12-24,16160,16300,15800,16020,0.50%,16076.0,17151.0,15915.0,16410.0,15930.0,15770.0,443750.0,600303.0,859276.0,1141697.0,49272546.0,5.54,47.1,89.3,73.17,719367465.0
1428,2007-12-26,16020,16080,15560,15580,-2.75%,15908.0,17132.0,15945.0,16160.0,16035.0,15660.0,446030.0,611906.0,848556.0,1122971.0,49260295.0,4.32,43.93,86.85,67.84,718921435.0
1429,2007-12-27,15640,16000,15600,15940,2.31%,15816.0,17079.0,15985.0,15830.0,15700.0,15310.0,244810.0,537924.0,760832.0,1102925.0,49265952.0,3.07,47.01,88.85,62.81,719166245.0
1430,2007-12-28,16000,16000,15560,15560,-2.38%,15808.0,16997.0,16010.0,16170.0,15870.0,15770.0,294910.0,398796.0,708034.0,1076467.0,49258921.0,1.72,44.29,87.81,57.27,718871335.0
1431,2008-01-02,15340,15400,14700,14800,-4.88%,15580.0,16842.0,16023.0,15780.0,15670.0,15340.0,864085.0,458717.0,677977.0,1067894.0,49216717.0,-0.06,39.48,86.05,49.74,718007250.0
1432,2008-01-03,14780,15100,14240,14400,-2.70%,15256.0,16697.0,16029.0,15100.0,14925.0,14400.0,1682060.0,706379.0,689885.0,1078729.0,49171256.0,-1.64,37.24,85.51,42.68,716325190.0
1433,2008-01-04,14520,15340,14500,15320,6.39%,15204.0,16569.0,16042.0,14750.0,14535.0,13890.0,1062490.0,829671.0,709916.0,1077011.0,49239137.0,-2.74,44.86,93.3,37.18,717387680.0
1434,2008-01-07,14920,15860,14920,15240,-0.52%,15064.0,16426.0,16038.0,15750.0,15120.0,14910.0,831675.0,947044.0,705899.0,1050427.0,49234794.0,-3.92,44.36,92.93,30.68,716556005.0
1435,2008-01-08,15280,15520,14800,14900,-2.23%,14932.0,16265.0,16027.0,16020.0,15315.0,15080.0,708575.0,1029777.0,710118.0,1041809.0,49218986.0,-4.93,42.27,95.51,24.11,715847430.0
1436,2008-01-09,14800,15080,14760,14960,0.40%,14964.0,16133.0,16022.0,15210.0,15030.0,14490.0,365720.0,930104.0,678626.0,1027228.0,49220459.0,-5.81,42.77,93.85,18.45,716213150.0
1437,2008-01-10,15140,15740,15100,15700,4.95%,15224.0,16021.0,16035.0,15180.0,14940.0,14860.0,776660.0,749024.0,678954.0,1021488.0,49258876.0,-6.59,48.59,98.0,11.67,716989810.0
1438,2008-01-11,15800,15800,14980,15000,-4.46%,15160.0,15874.0,16035.0,16040.0,15560.0,15400.0,391705.0,614867.0,664607.0,1015918.0,49241412.0,-7.34,44.11,96.28,5.2,716598105.0
1439,2008-01-14,15000,15500,14920,15420,2.80%,15196.0,15748.0,16035.0,15400.0,15195.0,14580.0,470720.0,542676.0,640477.0,1007227.0,49254592.0,-7.79,47.2,96.74,1.88,717068825.0
1440,2008-01-16,15180,15400,14860,15060,-2.21%,15316.0,15525.0,16045.0,15550.0,15440.0,15110.0,477205.0,519079.0,634322.0,988251.0,49243435.0,-7.82,44.84,101.76,0.97,716112515.0
1441,2008-01-17,15280,15660,15000,15060,0.00%,15188.0,15436.0,16040.0,15230.0,15095.0,14690.0,1081695.0,580086.0,658948.0,985207.0,49243435.0,-7.55,44.84,104.58,3.4,716112515.0
1442,2008-01-18,15160,15720,14940,15720,4.38%,15332.0,15401.0,16041.0,15360.0,15195.0,14700.0,1107540.0,723253.0,694924.0,976418.0,49291972.0,-7.05,49.96,102.61,5.08,717220055.0
1443,2008-01-21,16000,16220,15400,15580,-0.89%,15364.0,15360.0,16041.0,16110.0,15525.0,15330.0,1007320.0,830573.0,714554.0,975938.0,49283001.0,-6.49,48.94,102.23,6.74,716212735.0
1444,2008-01-22,15460,15560,14100,14420,-7.45%,15168.0,15301.0,16019.0,15900.0,15695.0,15080.0,836470.0,902046.0,706850.0,939080.0,49220723.0,-5.93,41.55,96.78,7.35,715376265.0
1445,2008-01-23,14800,15120,14220,14580,1.11%,15072.0,15233.0,15982.0,14990.0,14625.0,13530.0,737690.0,954143.0,715511.0,926968.0,49228908.0,-5.58,42.81,97.46,7.79,716113955.0
1446,2008-01-24,14900,14980,14320,14340,-1.65%,14928.0,15149.0,15934.0,14850.0,14625.0,13950.0,456460.0,829096.0,716146.0,903800.0,49221394.0,-5.44,41.4,91.34,8.0,715657495.0
1447,2008-01-25,14540,14580,14240,14360,0.14%,14656.0,15088.0,15894.0,14660.0,14495.0,14000.0,507060.0,709000.0,719198.0,895715.0,49222101.0,-4.95,41.56,95.73,8.72,716164555.0
1448,2008-01-28,14300,14460,13280,13280,-7.52%,14196.0,14955.0,15846.0,14470.0,14385.0,14130.0,480615.0,603659.0,730988.0,884194.0,49185955.0,-5.04,35.68,86.12,8.65,715683940.0
1449,2008-01-29,13600,13780,13100,13320,0.30%,13976.0,14843.0,15797.0,13870.0,13575.0,12690.0,836255.0,603616.0,758055.0,889039.0,49188473.0,-5.05,36.04,86.49,8.69,716520195.0
1450,2008-01-30,13600,13620,12200,12700,-4.65%,13600.0,14738.0,15747.0,13550.0,13380.0,12870.0,430790.0,542236.0,736390.0,879226.0,49168422.0,-5.07,33.06,84.33,8.71,716089405.0
1451,2008-01-31,12680,13240,12400,12800,0.79%,13292.0,14658.0,15693.0,13160.0,12805.0,11740.0,785965.0,608137.0,691586.0,877554.0,49174610.0,-5.04,33.99,84.99,8.79,716875370.0
1452,2008-02-01,13080,13660,12960,13400,4.69%,13100.0,14562.0,15643.0,13440.0,12810.0,12600.0,875900.0,681905.0,682256.0,878404.0,49215668.0,-5.45,39.32,85.24,8.26,717751270.0
1453,2008-02-04,14140,14680,14100,14620,9.10%,13368.0,14531.0,15614.0,13880.0,13355.0,13180.0,1529915.0,891765.0,717168.0,865228.0,49354959.0,-5.4,48.28,93.84,8.34,719281185.0
1454,2008-02-05,14620,14900,14340,14800,1.23%,13664.0,14526.0,15594.0,14940.0,14505.0,14360.0,655270.0,855568.0,714503.0,848396.0,49363027.0,-5.07,49.44,102.64,10.42,719936455.0
1455,2008-02-11,14340,15040,14200,14600,-1.35%,14044.0,14508.0,15580.0,15130.0,14710.0,14570.0,576260.0,884662.0,725030.0,839444.0,49355239.0,-4.76,48.17,100.14,11.06,719360195.0
1456,2008-02-12,14640,14900,14640,14700,0.68%,14424.0,14458.0,15577.0,15240.0,14610.0,14400.0,356300.0,798729.0,704012.0,830489.0,49357680.0,-4.56,48.86,102.51,12.97,719716495.0
1457,2008-02-13,14840,15000,13600,13800,-6.12%,14504.0,14398.0,15565.0,14930.0,14735.0,14670.0,818530.0,787255.0,725353.0,818755.0,49307566.0,-4.57,43.35,96.1,12.98,718897965.0
1458,2008-02-14,14100,14420,14040,14420,4.49%,14464.0,14348.0,15555.0,14400.0,14050.0,13000.0,297110.0,540694.0,716673.0,807351.0,49320914.0,-4.06,47.65,108.58,18.48,719195075.0
1459,2008-02-15,14220,14960,14100,14840,2.91%,14472.0,14320.0,15554.0,14610.0,14325.0,14230.0,405550.0,490750.0,712995.0,801625.0,49332726.0,-3.52,50.34,111.41,24.64,719600625.0
1460,2008-02-18,14380,14680,14140,14680,-1.08%,14488.0,14301.0,15559.0,15330.0,14685.0,14470.0,611870.0,497872.0,719728.0,793989.0,49326129.0,-2.97,49.32,115.59,30.44,718988755.0
1461,2008-02-19,14680,15820,14520,15720,7.08%,14692.0,14334.0,15582.0,14950.0,14545.0,14410.0,1450640.0,716740.0,738176.0,804126.0,49428899.0,-2.21,55.5,122.81,36.83,720439395.0
1462,2008-02-20,15700,16480,15340,16160,2.80%,15164.0,14356.0,15598.0,16420.0,15445.0,15120.0,1300095.0,813053.0,747803.0,801950.0,49465289.0,-1.41,57.8,120.6,42.36,721739490.0
1463,2008-02-21,16200,16400,15420,15780,-2.35%,15436.0,14366.0,15607.0,16890.0,16035.0,15750.0,747530.0,903137.0,734814.0,798561.0,49447711.0,-1.14,55.2,107.93,44.06,720991960.0
1464,2008-02-22,15200,15300,14960,15000,-4.94%,15468.0,14395.0,15602.0,16090.0,15845.0,15110.0,825820.0,987191.0,734281.0,782576.0,49406891.0,-0.9,50.3,101.35,45.24,720166140.0
1465,2008-02-25,15160,15520,15140,15280,1.87%,15588.0,14430.0,15597.0,15150.0,15065.0,14810.0,308575.0,926532.0,712826.0,774765.0,49412651.0,-0.54,51.91,104.66,47.19,720474715.0
1466,2008-02-26,15220,16440,15180,16200,6.02%,15684.0,14523.0,15608.0,15590.0,15305.0,15210.0,1225935.0,881591.0,751299.0,775574.0,49486464.0,0.45,56.79,110.2,52.33,721700650.0
1467,2008-02-27,16420,16680,15740,16520,1.98%,15756.0,14631.0,15617.0,16950.0,16005.0,15690.0,960880.0,813748.0,773990.0,780581.0,49505444.0,1.62,58.34,119.71,57.76,722661530.0
1468,2008-02-28,16300,17180,16300,17020,3.03%,16004.0,14818.0,15617.0,17070.0,16365.0,16130.0,777080.0,819658.0,788814.0,760211.0,49528963.0,3.28,60.67,118.03,65.42,723438610.0
1469,2008-02-29,16800,17260,16580,16820,-1.18%,16368.0,14993.0,15611.0,17540.0,16880.0,16660.0,631830.0,780860.0,778592.0,748227.0,49521539.0,4.7,59.27,113.34,72.15,722806780.0
1470,2008-03-03,16300,16980,16300,16980,0.95%,16708.0,15207.0,15596.0,17380.0,16870.0,16700.0,327830.0,784711.0,773444.0,729271.0,49524657.0,6.34,60.05,115.67,79.88,723134610.0
1471,2008-03-04,17160,17200,16400,16640,-2.00%,16796.0,15399.0,15585.0,17320.0,16810.0,16640.0,430300.0,625584.0,755661.0,712377.0,49516041.0,7.43,57.58,105.85,86.75,722704310.0
1472,2008-03-05,16600,16820,16400,16580,-0.36%,16808.0,15558.0,15563.0,16920.0,16720.0,16120.0,375845.0,508577.0,730658.0,707610.0,49514686.0,8.37,57.15,102.6,94.39,722328465.0
1473,2008-03-06,16760,17400,16660,16800,1.33%,16764.0,15667.0,15541.0,16700.0,16595.0,16280.0,435655.0,440292.0,675945.0,699671.0,49520467.0,9.06,58.37,106.46,97.94,722764120.0
1474,2008-03-07,16420,17040,16420,16940,0.83%,16788.0,15774.0,15522.0,17470.0,16915.0,16730.0,557490.0,425424.0,671056.0,698559.0,49525112.0,9.58,59.15,112.93,98.05,723321610.0
1475,2008-03-10,16740,16840,16120,16380,-3.31%,16668.0,15863.0,15501.0,17300.0,16835.0,16680.0,396915.0,439241.0,662089.0,688582.0,49511991.0,9.93,54.8,107.2,98.12,722924695.0
1476,2008-03-11,16100,16440,16000,16280,-0.61%,16596.0,15942.0,15474.0,16610.0,16430.0,15890.0,684660.0,490113.0,678507.0,687158.0,49507811.0,9.77,54.05,100.49,98.1,722240035.0
1477,2008-03-12,16740,16940,16660,16940,4.05%,16668.0,16099.0,15457.0,16580.0,16250.0,16140.0,481600.0,511264.0,661660.0,683874.0,49527336.0,10.03,58.05,102.54,100.0,722721635.0
1478,2008-03-13,17000,17200,15420,16180,-4.49%,16544.0,16187.0,15428.0,17080.0,16870.0,16800.0,1040445.0,632222.0,698827.0,685326.0,49480657.0,9.24,52.5,95.06,97.11,721681190.0
1479,2008-03-14,16180,16280,15620,15960,-1.36%,16348.0,16243.0,15398.0,16690.0,16245.0,14910.0,263520.0,573428.0,691726.0,683903.0,49477074.0,8.34,51.0,94.89,94.01,721417670.0
1480,2008-03-17,15700,15780,14960,15360,-3.76%,16144.0,16277.0,15368.0,16120.0,15955.0,15460.0,276180.0,549281.0,674941.0,676330.0,49466691.0,7.04,47.15,90.46,88.16,721141490.0
1481,2008-03-18,15200,15300,14640,14640,-4.69%,15816.0,16223.0,15331.0,15570.0,15365.0,14750.0,362245.0,484798.0,620522.0,672548.0,49449711.0,5.35,43.03,87.98,80.38,720779245.0
1482,2008-03-19,14900,15140,14760,15000,2.46%,15428.0,16165.0,15307.0,14970.0,14805.0,14310.0,643670.0,517212.0,587700.0,676809.0,49465539.0,3.9,45.54,90.47,73.4,721422915.0
1483,2008-03-20,14780,14980,14600,14800,-1.33%,15152.0,16116.0,15281.0,15260.0,14975.0,14880.0,266690.0,362461.0,563658.0,671009.0,49461983.0,2.87,44.39,88.1,66.77,721156225.0
1484,2008-03-21,15000,15180,14820,15180,2.57%,14996.0,16125.0,15274.0,15080.0,14795.0,14700.0,271465.0,364050.0,535940.0,659024.0,49468953.0,2.23,47.07,89.61,62.39,721427690.0
1485,2008-03-24,15400,15600,15020,15200,0.13%,14964.0,16121.0,15261.0,15360.0,15090.0,15000.0,440725.0,396959.0,542548.0,656961.0,49469534.0,1.63,47.21,92.8,58.95,721868415.0
1486,2008-03-25,15420,15460,14980,15160,-0.26%,15068.0,16069.0,15247.0,15400.0,15255.0,14820.0,585095.0,441529.0,510506.0,659317.0,49467994.0,0.8,46.94,93.12,54.46,721283320.0
1487,2008-03-26,15160,15400,14880,15160,0.00%,15100.0,16001.0,15240.0,15310.0,15190.0,14830.0,290625.0,370920.0,476993.0,656727.0,49467994.0,-0.61,46.94,89.49,46.44,721283320.0
1488,2008-03-27,15000,15060,14560,14600,-3.69%,15060.0,15880.0,15218.0,15420.0,15150.0,14900.0,472785.0,412139.0,461778.0,660527.0,49450530.0,-1.9,43.18,90.23,38.42,720810535.0
1489,2008-03-28,14400,14600,14000,14500,-0.68%,14924.0,15764.0,15200.0,14830.0,14705.0,14330.0,723440.0,502534.0,466359.0,667669.0,49445575.0,-2.95,42.53,90.85,31.56,720087095.0
1490,2008-03-31,14640,14960,14640,14820,2.21%,14848.0,15656.0,15200.0,14850.0,14400.0,14250.0,396335.0,493656.0,469784.0,659873.0,49454321.0,-3.82,45.29,96.48,24.36,720483430.0
1491,2008-04-01,14860,14940,14240,14300,-3.51%,14676.0,15539.0,15199.0,15050.0,14810.0,14730.0,785420.0,533721.0,487540.0,644929.0,49426763.0,-4.22,41.85,97.68,21.07,719698010.0
1492,2008-04-02,14600,14620,14260,14320,0.14%,14508.0,15426.0,15182.0,14620.0,14445.0,13920.0,717480.0,619092.0,504622.0,639179.0,49427766.0,-4.57,42.03,95.47,19.08,720415490.0
1493,2008-04-03,14400,14640,14280,14620,2.09%,14512.0,15317.0,15172.0,14470.0,14380.0,14110.0,394585.0,603452.0,502568.0,631894.0,49436033.0,-4.96,44.72,98.78,15.35,720810075.0
1494,2008-04-04,14680,14940,14400,14880,1.78%,14588.0,15214.0,15171.0,14810.0,14540.0,14450.0,420585.0,542881.0,495723.0,627094.0,49443512.0,-5.65,46.97,98.02,7.47,721230660.0
1495,2008-04-07,15000,15100,14700,14920,0.27%,14608.0,15141.0,15171.0,15180.0,14775.0,14640.0,554300.0,574474.0,503592.0,630237.0,49445002.0,-6.08,47.32,98.16,2.43,721784960.0
1496,2008-04-08,14860,15000,14360,14360,-3.75%,14620.0,15045.0,15148.0,15010.0,14910.0,14610.0,590705.0,535531.0,498895.0,627138.0,49422831.0,-6.37,43.13,94.72,1.97,721194255.0
1497,2008-04-25,12800,13200,12740,13200,3.45%,12912.0,13630.0,14776.0,12880.0,12815.0,12620.0,656775.0,743104.0,929588.0,726727.0,49106570.0,-7.65,41.1,101.23,0.7,717487005.0
1498,2008-04-28,13200,13220,12740,12800,-3.03%,12912.0,13545.0,14767.0,13430.0,13085.0,12970.0,703780.0,649424.0,928606.0,724519.0,49085243.0,-7.31,38.15,98.16,0.74,716783225.0
1499,2008-04-29,12800,12860,12500,12540,-2.03%,12848.0,13431.0,14765.0,13010.0,12890.0,12530.0,746455.0,647995.0,946112.0,729780.0,49070081.0,-7.33,36.36,96.61,0.74,716036770.0
1500,2008-04-30,12580,12640,12060,12300,-1.91%,12720.0,13331.0,14756.0,12700.0,12610.0,12340.0,1156880.0,736580.0,964684.0,735962.0,49047940.0,-7.46,34.77,95.5,0.73,714879890.0
1501,2008-05-02,12420,12620,12400,12580,2.28%,12684.0,13244.0,14743.0,12470.0,12325.0,11890.0,835760.0,819930.0,970598.0,735293.0,49066965.0,-7.25,38.1,100.8,1.22,715715650.0
1502,2008-05-06,12580,12580,12200,12220,-2.86%,12488.0,13124.0,14703.0,12710.0,12545.0,12490.0,1213165.0,931208.0,1011528.0,730014.0,49032248.0,-7.36,35.63,97.45,1.22,714502485.0
1503,2008-05-07,12200,12340,11720,11720,-4.09%,12272.0,12966.0,14651.0,12400.0,12305.0,12020.0,2391765.0,1268805.0,1110086.0,758955.0,48934386.0,-7.7,32.54,91.56,1.17,712110720.0
1504,2008-05-08,11460,12480,11420,12300,4.95%,12224.0,12835.0,14613.0,12030.0,11875.0,11410.0,1553750.0,1430264.0,1160059.0,775247.0,49011278.0,-7.87,39.02,95.65,1.16,713664470.0
1505,2008-05-09,12400,12440,12220,12340,0.33%,12232.0,12734.0,14574.0,12920.0,12125.0,11860.0,665120.0,1331912.0,1163780.0,780394.0,49013441.0,-7.86,39.44,95.36,1.17,714329590.0
1506,2008-05-13,12340,12980,12020,12920,4.70%,12300.0,12662.0,14559.0,12390.0,12335.0,12170.0,1687565.0,1502273.0,1233064.0,794878.0,49092759.0,-7.58,45.26,101.25,1.94,716017155.0
1507,2008-05-14,12920,12960,12680,12880,-0.31%,12432.0,12654.0,14533.0,13430.0,12710.0,12470.0,571920.0,1374024.0,1096228.0,799458.0,49090988.0,-7.16,44.95,97.58,2.06,715445235.0
1508,2008-05-15,12900,13160,12660,13160,2.17%,12720.0,12660.0,14505.0,12920.0,12850.0,12640.0,1149180.0,1125507.0,1073446.0,811852.0,49115970.0,-6.53,47.64,102.81,4.05,716594415.0
1509,2008-05-16,13240,13260,13000,13100,-0.46%,12880.0,12666.0,14479.0,13410.0,13035.0,12910.0,701425.0,955042.0,1047744.0,813344.0,49112773.0,-5.7,47.12,104.47,7.45,715892990.0
1510,2008-05-19,13100,13160,12820,12940,-1.22%,13000.0,12669.0,14433.0,13180.0,13115.0,12920.0,469800.0,915978.0,1002681.0,796997.0,49107034.0,-4.97,45.71,105.2,11.51,715423190.0
1511,2008-05-20,12840,12940,12680,12820,-0.93%,12980.0,12686.0,14377.0,13050.0,12965.0,12710.0,423635.0,663192.0,944335.0,782389.0,49103106.0,-4.21,44.66,101.91,14.23,714999555.0
1512,2008-05-21,12720,12740,12400,12520,-2.34%,12908.0,12685.0,14323.0,12880.0,12815.0,12620.0,773960.0,703600.0,937984.0,782830.0,49084994.0,-3.35,42.09,102.45,18.23,714225595.0
1513,2008-05-22,12260,12340,12140,12240,-2.24%,12724.0,12657.0,14277.0,12630.0,12545.0,12290.0,486900.0,571144.0,903720.0,777181.0,49074105.0,-2.38,39.84,104.44,24.8,713738695.0
1514,2008-05-23,12300,12700,12300,12380,1.14%,12580.0,12633.0,14228.0,12290.0,12240.0,12090.0,526895.0,536238.0,892385.0,780820.0,49080132.0,-1.57,41.49,100.65,30.35,714265590.0
1515,2008-05-26,12260,12280,12120,12200,-1.45%,12432.0,12596.0,14162.0,12740.0,12440.0,12340.0,357065.0,513691.0,874540.0,766339.0,49074940.0,-1.08,40.0,98.87,34.67,713908525.0
1516,2008-05-27,12160,12420,12160,12300,0.82%,12328.0,12573.0,14091.0,12240.0,12200.0,12080.0,306425.0,490249.0,868911.0,755431.0,49077452.0,-0.7,41.24,95.2,38.9,714214950.0
1517,2008-05-28,12360,12400,12120,12260,-0.33%,12276.0,12526.0,14012.0,12490.0,12295.0,12230.0,389445.0,413346.0,855544.0,748970.0,49076186.0,-1.01,40.88,95.19,34.91,713825505.0
1518,2008-05-29,12260,12400,12200,12320,0.49%,12292.0,12502.0,13937.0,12330.0,12260.0,12050.0,557235.0,427413.0,848217.0,747727.0,49078913.0,-1.25,41.68,93.62,32.6,714382740.0
1519,2008-05-30,12360,12420,12140,12320,0.00%,12280.0,12491.0,13859.0,12460.0,12310.0,12260.0,1094390.0,540912.0,865614.0,760503.0,49078913.0,-1.38,41.68,94.05,31.42,714382740.0
1520,2008-06-02,12280,12400,12160,12240,-0.65%,12288.0,12488.0,13786.0,12370.0,12300.0,12090.0,321870.0,533873.0,823864.0,758696.0,49076823.0,-1.43,40.86,94.59,31.03,714060870.0
1521,2008-06-03,12180,12260,12060,12260,0.16%,12280.0,12472.0,13714.0,12320.0,12260.0,12080.0,354515.0,543491.0,799801.0,758341.0,49077402.0,-1.69,41.17,95.63,28.6,714415385.0
1522,2008-06-04,12300,12800,12140,12700,3.59%,12368.0,12496.0,13646.0,12360.0,12210.0,12160.0,547970.0,575196.0,766542.0,760212.0,49097068.0,-1.49,47.46,101.44,30.83,714963355.0
1523,2008-06-05,12780,13220,12620,13200,3.94%,12544.0,12570.0,13583.0,13080.0,12585.0,12420.0,1870105.0,837770.0,740458.0,782089.0,49170694.0,-0.69,53.44,107.84,41.07,716833460.0
1524,2008-06-09,12980,13440,12900,13200,0.00%,12720.0,12615.0,13530.0,13510.0,13060.0,12910.0,1478670.0,914626.0,736704.0,800119.0,49170694.0,-0.14,53.44,106.62,48.2,716833460.0
1525,2008-06-10,13260,13320,12920,12920,-2.12%,12856.0,12644.0,13474.0,13590.0,13185.0,13050.0,609360.0,972124.0,733916.0,798864.0,49157768.0,0.38,49.9,105.9,54.74,716224100.0
1526,2008-06-11,13100,13200,12820,13100,1.39%,13024.0,12653.0,13410.0,13120.0,13020.0,12720.0,553455.0,1011912.0,677211.0,800061.0,49165479.0,0.64,52.05,106.5,57.43,716777555.0
1527,2008-06-12,12860,13080,12740,13000,-0.76%,13084.0,12659.0,13357.0,13290.0,13055.0,12910.0,569780.0,1016274.0,677104.0,792217.0,49161130.0,1.06,50.77,106.04,61.9,716207775.0
1528,2008-06-13,13100,13600,12900,13600,4.62%,13164.0,12681.0,13318.0,13210.0,12955.0,12870.0,1584665.0,959186.0,698878.0,814236.0,49234268.0,1.43,57.41,110.39,64.79,717792440.0
1529,2008-06-16,13600,13780,13420,13500,-0.74%,13224.0,12701.0,13287.0,13950.0,13425.0,13250.0,1019115.0,867275.0,714763.0,826618.0,49226774.0,1.68,56.08,109.58,66.51,716773325.0
1530,2008-06-17,13500,13540,12880,12940,-4.15%,13228.0,12701.0,13259.0,13640.0,13550.0,13280.0,947430.0,934889.0,738644.0,836371.0,49187474.0,1.71,49.32,105.72,66.67,715825895.0
1531,2008-06-18,12800,13180,12760,13140,1.55%,13236.0,12717.0,13228.0,13240.0,13075.0,12580.0,512860.0,926770.0,743106.0,834191.0,49195400.0,1.96,51.53,107.18,68.26,716338755.0
1532,2008-06-19,12940,13160,12840,13000,-1.07%,13236.0,12741.0,13198.0,13370.0,13055.0,12950.0,423390.0,897492.0,725577.0,836803.0,49190889.0,1.96,49.92,102.36,68.26,715915365.0
1533,2008-06-20,13100,13280,12760,13100,0.77%,13136.0,12784.0,13163.0,13240.0,13000.0,12920.0,477325.0,676024.0,725098.0,840234.0,49194561.0,1.7,51.07,99.24,66.46,716392690.0
1534,2008-06-23,12840,13280,12780,13200,0.76%,13076.0,12825.0,13130.0,13360.0,13060.0,12840.0,656880.0,603577.0,731598.0,843836.0,49199575.0,1.66,52.23,100.0,66.25,717049570.0
1535,2008-06-24,13140,13660,13140,13480,2.12%,13184.0,12889.0,13102.0,13490.0,13115.0,12990.0,890655.0,592222.0,758277.0,848929.0,49218468.0,1.94,55.34,104.33,68.37,717940225.0
1536,2008-06-25,13480,13800,13380,13800,2.37%,13316.0,12964.0,13079.0,13830.0,13440.0,13310.0,644285.0,618507.0,775170.0,854823.0,49233763.0,2.46,58.6,105.34,73.17,718584510.0
1537,2008-06-26,13800,13940,13500,13540,-1.88%,13424.0,13028.0,13061.0,14010.0,13695.0,13590.0,819445.0,697718.0,796670.0,860601.0,49218324.0,2.91,55.15,104.15,77.66,717765065.0
1538,2008-06-27,13320,13660,13100,13660,0.89%,13536.0,13095.0,13047.0,13740.0,13630.0,13300.0,847240.0,771701.0,811170.0,862664.0,49225833.0,3.26,56.4,100.44,82.96,718612305.0
1539,2008-06-30,13600,13800,13480,13760,0.73%,13648.0,13167.0,13030.0,13940.0,13520.0,13380.0,656790.0,771683.0,789290.0,867005.0,49230641.0,3.67,57.45,101.93,88.7,719269095.0
1540,2008-07-01,13760,13760,12600,12840,-6.69%,13520.0,13197.0,13005.0,13940.0,13700.0,13620.0,1054280.0,804408.0,825911.0,871486.0,49160151.0,3.91,46.61,99.23,93.36,718214815.0
1541,2008-07-02,12500,12780,11500,12240,-4.67%,13208.0,13196.0,12971.0,13300.0,13010.0,12140.0,1517515.0,979054.0,884061.0,884820.0,49089239.0,3.77,41.25,93.15,90.66,716697300.0
1542,2008-07-03,11740,12800,11440,12600,2.94%,13020.0,13191.0,12937.0,12510.0,12190.0,11230.0,670165.0,949198.0,890170.0,889413.0,49108950.0,3.53,45.24,96.92,87.5,717367465.0
1543,2008-07-04,12440,13160,12100,12460,-1.11%,12780.0,13154.0,12897.0,13380.0,12360.0,12020.0,1386730.0,1057096.0,866002.0,905516.0,49093542.0,2.89,44.01,95.11,81.68,715980735.0
1544,2008-07-07,12460,12720,12000,12720,2.09%,12572.0,13130.0,12860.0,13340.0,12545.0,12280.0,692365.0,1064211.0,826686.0,907817.0,49107989.0,2.38,46.83,96.36,76.9,716673100.0
