,Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
10,2001-11-02,5438,5474,5278,5313,-0.67%,5315.0,5441.0,5719.0,5683.0,5396.0,5300.0,1481355.0,2104587.0,5102168.0,5112750.0,3797583.0,3.58,47.34,93.14,74.06,38699620.0
11,2001-11-05,5376,5438,5304,5376,1.17%,5306.0,5461.0,5699.0,5393.0,5344.0,5198.0,1050175.0,1958137.0,4953879.0,5039838.0,3809897.0,3.21,48.42,93.93,70.85,39749795.0
12,2001-11-06,5518,5660,5438,5465,1.66%,5356.0,5469.0,5684.0,5442.0,5373.0,5309.0,1877835.0,2039946.0,4488519.0,5006124.0,3840987.0,2.68,49.98,97.93,68.22,41627630.0
13,2001-11-07,5500,5500,5331,5340,-2.28%,5368.0,5480.0,5666.0,5563.0,5507.0,5340.0,1197790.0,1877680.0,4304100.0,4956531.0,3813676.0,2.68,47.85,94.04,68.22,40429840.0
14,2001-11-08,5340,5482,5322,5367,0.50%,5372.0,5488.0,5649.0,5420.0,5378.0,5251.0,1107940.0,1343019.0,4115451.0,4941526.0,3819215.0,2.63,48.34,96.63,67.83,41537780.0
15,2001-11-09,5296,5384,5287,5384,0.33%,5386.0,5485.0,5635.0,5505.0,5384.0,5344.0,870005.0,1220749.0,3579485.0,4930111.0,3822101.0,1.93,48.69,97.42,63.95,42407785.0
16,2001-11-12,5384,5625,5358,5545,2.98%,5420.0,5490.0,5620.0,5433.0,5360.0,5336.0,2970860.0,1604886.0,3475314.0,4933673.0,3910490.0,1.46,51.75,102.3,61.36,45378645.0
17,2001-11-13,5571,5634,5500,5607,1.12%,5449.0,5498.0,5610.0,5718.0,5518.0,5451.0,2503770.0,1730073.0,3320187.0,4949427.0,3938622.0,1.25,52.9,107.51,60.13,47882415.0
18,2001-11-14,5732,5847,5634,5660,0.95%,5513.0,5502.0,5592.0,5687.0,5587.0,5554.0,3122380.0,2114991.0,3302854.0,4836928.0,3968359.0,1.13,53.9,107.25,59.32,51004795.0
19,2001-11-15,5714,5758,5215,5384,-4.87%,5516.0,5473.0,5569.0,5754.0,5700.0,5540.0,3964025.0,2686208.0,2664264.0,4850825.0,3775144.0,0.75,48.32,100.67,56.63,47040770.0
20,2001-11-16,5340,5447,5260,5393,0.17%,5518.0,5458.0,5547.0,5571.0,5436.0,5028.0,1398205.0,2791848.0,2494527.0,4763996.0,3777455.0,0.3,48.5,101.51,52.9,48438975.0
