Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
2003-05-30,11659,11926,11428,11445,-3.31%,12132,11169,8511,12335,11855,11695,4483595,7325381,9239362,5423399,27366626,22.36,59.39,103.71,100,349588400
2003-06-02,11588,11766,11285,11659,1.87%,11855,11311,8599,11686,11561,11187,5046645,6234369,8871378,5483981,27460809,21.72,60.58,103.64,100,354635045
2003-06-03,11570,11659,10271,10271,-11.91%,11371,11331,8668,11953,11592,11472,8142990,6361649,8671928,5602545,26491109,18.84,50.46,81.61,94.29,346492055
2003-06-04,10502,10769,10093,10360,0.87%,11114,11365,8746,10965,10618,9576,5796700,6172605,8475365,5670057,26541341,17.02,51.02,84.96,89.97,352288755
2003-06-05,10555,10769,10110,10146,-2.06%,10776,11380,8823,10564,10395,9888,4775270,5649040,8424357,5726127,26442881,14.91,49.61,83.21,85.23,347513485
2003-06-09,10110,10805,10093,10627,4.74%,10612,11422,8908,10458,10293,9799,9210480,6594417,8727165,5852827,26879167,12.89,52.7,86.27,81.16,356723965
2003-06-10,10502,10716,10342,10395,-2.18%,10360,11394,8982,11072,10538,10360,4360610,6457210,8589330,5886510,26784213,9.86,51.11,79.67,74.63,352363355
2003-06-11,10573,11303,10520,10858,4.45%,10477,11420,9066,10555,10462,10182,9955325,6819677,8646166,6024781,27227429,7.51,54.04,85.55,69.6,362318680
2003-06-12,11214,11445,11054,11196,3.11%,10644,11437,9150,11472,10885,10689,8185370,7297411,8514688,6088383,27482383,5.6,56.08,96.18,66.06,370504050
2003-06-13,11392,11445,10876,10983,-1.91%,10812,11437,9232,11321,11223,10929,5112060,7364769,8474121,6146363,27384856,3.66,54.47,92.78,61.4,365391990
2003-06-16,10983,11089,10751,10876,-0.97%,10862,11428,9300,11214,11072,10644,2870595,6096792,8016895,6144685,27356941,2.33,53.66,95.02,57.72,362521395
2003-06-17,11303,11392,10965,11018,1.31%,10986,11417,9371,10983,10898,10644,5438870,6312444,8003100,6185560,27428154,0.94,54.61,94.5,53.32,367960265
2003-06-18,11054,11267,10894,10947,-0.65%,11004,11335,9434,11205,11098,10778,2853390,4892057,7483177,6170428,27409715,0.03,54.03,106.59,50.12,365106875
2003-06-19,11000,11072,10538,10609,-3.09%,10886,11256,9493,11107,11014,10733,3725310,4000045,6968066,6198140,27294624,-0.96,51.27,102.41,46.03,361381565
2003-06-20,10342,10840,10342,10609,0.00%,10812,11177,9557,10840,10707,10306,2860450,3549723,6103232,6222731,27294624,-1.79,51.27,104.56,42.07,361381565
2003-06-23,10609,10662,10004,10021,-5.54%,10641,11062,9612,10974,10600,10475,2303175,3436239,5863207,6230438,27167099,-3.16,46.66,94.3,34.83,359078390
2003-06-24,9879,10431,9772,10324,3.02%,10502,10926,9669,10342,10177,9683,4110660,3170597,5543655,6250941,27291222,-4.11,49.15,99.32,28.48,363189050
2003-06-25,10324,10502,10271,10324,0.00%,10377,10807,9723,10707,10213,10048,2408700,3081659,5288760,6245912,27291222,-5.37,49.15,95.08,19.21,363189050
2003-06-26,10164,10466,10164,10164,-1.55%,10288,10733,9772,10440,10355,10208,1853345,2707266,5044332,6227005,27262463,-6.16,47.83,90.78,15.09,361335705
2003-06-27,10413,11374,10377,11374,11.91%,10441,10710,9846,10315,10239,10012,10698700,4274916,5209612,6381027,28536564,-6.35,57,103.57,13.18,372034405
2003-06-30,11570,11908,11339,11428,0.47%,10723,10709,9920,11873,11125,10876,10466690,5907619,5508767,6531731,28585704,-6.29,57.35,105.07,13.8,382501095
2003-07-01,11517,11890,11178,11801,3.27%,11018,10716,9994,11668,11526,11098,7223480,6530183,5617608,6600359,28821986,-6.14,59.77,107.11,15.39,389724575
2003-07-02,12157,12157,11677,11730,-0.60%,11299,10789,10069,12202,11668,11490,5018860,7052215,5461402,6633099,28791706,-4.81,59.09,107.15,20.84,384705715
2003-07-03,12068,12852,11944,12318,5.01%,11730,10887,10140,11944,11824,11463,9549970,8591540,5649066,6714235,29269929,-3.27,62.74,116.11,30.17,394255685
2003-07-04,12389,12780,12318,12620,2.46%,11979,11011,10215,13038,12358,12131,6712100,7794220,5745907,6741706,29434822,-1.48,64.47,118.96,41.07,400967785
2003-07-07,12976,13973,12923,13350,5.78%,12364,11147,10302,12932,12585,12469,8474440,7395770,5709105,6821886,29924881,0.77,68.21,133.21,54.23,409442225
2003-07-08,13617,13884,12638,13599,1.87%,12723,11307,10398,14187,13399,13136,9260795,7803233,5954114,6931380,30097749,3.49,69.38,131.72,68.35,418703020
2003-07-09,13706,14293,13421,13706,0.79%,13119,11450,10497,13742,13430,12496,6102085,8019878,5761452,6993804,30145671,5.95,69.87,132.76,78.74,424805105
2003-07-10,13368,13439,12691,12727,-7.14%,13200,11526,10584,14142,13782,13270,6397410,7389366,5672054,7059460,29688714,7.39,60.36,125.22,82.4,418407695
2003-07-11,12264,13154,12122,12994,2.10%,13275,11627,10672,13083,12896,12335,7792130,7605372,5806058,7119578,29852185,8.56,61.86,114.24,86.32,426199825
2003-07-14,12994,13742,12905,13119,0.96%,13229,11739,10765,13590,12816,12558,8664850,7643454,6095770,7200036,29935272,9.62,62.55,114.8,89.06,434864675
2003-07-15,13261,13546,12816,12816,-2.31%,13072,11829,10846,13848,13221,13012,5096860,6810667,6078670,7112540,29817706,10.38,59.76,108.6,91.61,429767815
2003-07-16,12994,13154,12371,12958,1.11%,12923,11930,10933,13181,12998,12451,6831930,6956636,6277597,7149908,29893616,10.57,60.63,110.47,91.78,436599745
2003-07-18,12300,12816,12282,12424,-4.12%,12862,12020,10996,13056,12860,12273,3551260,6387406,6268894,7023631,29747273,10.41,55.84,100.87,91.74,433048485
2003-07-21,12478,13350,12478,12816,3.15%,12827,12131,11070,12887,12487,12353,7711415,6371263,6511443,7025049,29990326,10.17,58.38,101.55,91.66,440759900
2003-07-22,12763,12905,11285,11962,-6.67%,12595,12228,11136,13519,12865,12647,6902755,6018844,6741422,7091993,29530142,9.69,51.53,89.6,89.06,433857145
2003-07-23,11606,11819,10591,10911,-8.78%,12214,12257,11184,12433,12028,10814,10012015,7001875,7036490,7174918,28651111,8.4,44.73,80.24,81.36,423845130
2003-07-24,10733,11374,10733,10929,0.16%,11809,12287,11239,11365,11058,10137,5537825,6743054,7192946,7201704,28660145,7.31,44.86,79.74,75.75,429382955
2003-07-25,10769,11321,10769,10858,-0.65%,11495,12322,11295,11472,10992,10831,4597445,6952291,7330151,7213254,28630195,6.9,44.42,85.31,73.85,424785510
2003-07-28,11356,12157,11250,12157,11.97%,11364,12361,11368,11365,10951,10814,8523375,7114683,7221384,7279922,29650205,6.32,53.29,93.56,71.72,433308885
2003-07-29,12335,12531,12033,12318,1.32%,11435,12406,11428,12611,11930,11704,6676425,7069417,7031871,7260000,29738181,5.68,54.24,93.89,69.58,439985310
2003-07-30,12282,12763,12068,12122,-1.59%,11677,12422,11483,12424,12300,11926,4509695,5968953,6896182,7128390,29666495,5.01,52.85,94.58,67.45,435475615
2003-07-31,12157,12335,11588,11801,-2.64%,11851,12425,11515,12442,12269,11748,2435280,5348444,6767003,6966778,29602127,4.16,50.61,91.07,64.44,433040335
2003-08-01,11944,12051,11570,11712,-0.75%,12022,12395,11549,12068,11882,11321,3010295,5031014,6440019,6854817,29579425,3.12,49.99,94.27,61.24,430030040
2003-08-04,11356,11481,10947,11018,-5.93%,11794,12315,11569,11882,11761,11401,3230415,3972422,6265935,6812066,29387956,1.52,45.41,85.97,55.56,426799625
2003-08-05,11125,11481,11054,11125,0.97%,11556,12204,11591,11250,11116,10716,3050170,3247171,5994722,6810330,29417522,-0.2,46.21,93.01,49.22,429849795
2003-08-06,10876,11250,10733,11125,0.00%,11356,12080,11594,11339,11196,10911,3344480,3014128,5698906,6747450,29417522,-1.44,46.21,101.96,43.58,429849795
2003-08-07,11445,11623,11178,11250,1.12%,11246,11957,11609,11445,11058,10929,5227320,3572536,5655168,6687595,29476068,-2.69,47.22,102.93,36.53,435077115
2003-08-08,11125,11339,10965,11214,-0.32%,11146,11882,11615,11437,11325,10992,2906325,3551742,5480613,6555785,29466871,-3.58,46.95,103.28,30.25,432170790
2003-08-11,11178,11588,11125,11552,3.02%,11253,11809,11624,11463,11183,11089,3246850,3555029,5253349,6511176,29564791,-4.46,49.78,95.02,24.08,435417640
2003-08-12,11712,11748,11214,11232,-2.77%,11275,11715,11628,11801,11454,11339,3079725,3560940,4974093,6362253,29479375,-5.57,47.26,91.18,16.61,432337915
2003-08-13,11303,11392,11125,11285,0.48%,11307,11639,11628,11490,11356,10956,2058720,3303788,4822186,6301319,29489163,-6.31,47.73,93.1,11.81,434396635
2003-08-14,11356,11819,11356,11606,2.84%,11378,11571,11612,11339,11272,11072,4398915,3138107,4700535,6153770,29614054,-6.88,50.49,98.34,6.12,438795550
2003-08-18,11837,11962,11517,11588,-0.15%,11453,11529,11602,11944,11597,11481,3424440,3241730,4694194,5977051,29608801,-6.99,50.33,98.94,5.57,435371110
2003-08-19,11908,11944,11161,11356,-2.00%,11413,11456,11588,11775,11663,11330,3041570,3200674,4460702,5691792,29548063,-6.97,48.29,103.07,6.26,432329540
2003-08-20,11356,11445,10858,10929,-3.76%,11353,11404,11565,11650,11454,10867,2626225,3109974,4246876,5617168,29449271,-6.55,44.74,98.24,6.66,429703315
2003-08-21,11000,11232,10822,10876,-0.49%,11271,11403,11528,11187,11040,10600,2495065,3197243,3871028,5483724,29437080,-5.61,44.31,97.76,7.68,427208250
2003-08-22,10947,11125,10698,10751,-1.15%,11100,11394,11496,11054,10951,10644,2181615,2753783,3703218,5394975,29412086,-4.71,43.28,95.57,8.95,425026635
2003-08-25,10733,11303,10644,11303,5.13%,11043,11416,11490,10938,10831,10511,4138390,2896573,3680265,5351582,29624487,-3.92,48.81,100.79,11.03,429165025
2003-08-26,11250,11356,10894,11018,-2.52%,10975,11359,11477,11632,11138,10974,1841925,2656644,3346192,5259063,29578077,-3.81,46.35,95.38,11.31,427323100
2003-08-27,11107,11339,10983,11089,0.65%,11008,11298,11471,11187,11072,10724,2775495,2686498,3151146,5230595,29596012,-3.56,47.06,98.73,11.99,430098595
2003-08-28,11303,11428,11054,11072,-0.16%,11047,11245,11461,11214,11125,10858,2492410,2685967,3050282,5188024,29592011,-3.38,46.89,98.11,12.54,427606185
2003-08-29,11303,11766,11143,11659,5.31%,11228,11238,11484,11250,11156,10876,5428190,3335282,3199927,5142777,29880002,-2.88,52.6,100.46,14.58,433034375
2003-09-01,11926,12175,11712,11837,1.53%,11335,11244,11509,12024,11557,11401,4516135,3410831,3275219,5121435,29948951,-2.47,54.17,102.15,18.13,437550510
2003-09-02,12015,12086,11659,11997,1.35%,11531,11293,11540,12006,11890,11543,2681985,3578843,3247798,5086546,29985248,-1.42,55.57,105.64,29.06,440232495
2003-09-03,11997,12086,11339,11339,-5.49%,11581,11304,11552,12042,11935,11614,2897190,3603182,3240148,4981325,29826204,-0.88,49.06,103.75,36.32,437335305
2003-09-04,11356,11499,10983,11089,-2.20%,11584,11302,11563,11712,11526,10965,2723795,3649459,3209114,4954045,29766340,-0.88,46.87,101.96,36.32,434611510
2003-09-05,11089,11303,11000,11125,0.32%,11477,11296,11568,11294,11165,10778,1765035,2916828,3036000,4817540,29772006,-0.86,47.22,103.48,36.78,436376545
2003-09-08,10947,11125,10627,10627,-4.48%,11235,11267,11558,11365,11138,11063,2581035,2529808,3019736,4724134,29656376,-1.31,42.97,94.02,30.65,433795510
2003-09-09,10627,10947,10627,10858,2.18%,11008,11232,11556,10876,10751,10377,1576090,2308629,2936198,4665202,29690696,-1.12,45.38,98.55,32.52,435371600
2003-09-15,10894,11410,10894,11232,3.44%,10986,11232,11562,11063,10822,10742,3718145,2472820,2968118,4679327,29818698,-0.58,49.05,101.28,39.61,439089745
2003-09-16,11232,11356,11072,11339,0.95%,11036,11234,11567,11579,11192,11063,1591730,2246407,2944769,4615208,29833833,-0.09,50.07,102.41,48.15,440681475
2003-09-17,11463,11517,11036,11036,-2.67%,11018,11206,11569,11490,11276,11205,1838610,2261122,2816754,4598295,29784765,-0.29,47.26,94.66,44.83,438842865
2003-09-18,11036,11107,10769,10822,-1.94%,11057,11168,11572,11276,11156,10796,1507685,2046452,2720916,4561335,29755584,-0.68,45.36,91.43,39.2,437335180
2003-09-19,11036,11072,10680,10822,0.00%,11050,11141,11576,10965,10880,10627,1522830,2035800,2644979,4539041,29755584,-1.35,45.36,90.21,30.79,437335180
2003-09-22,10680,10805,9808,9968,-7.89%,10797,11093,11575,10947,10849,10555,2008265,1693824,2614081,4534126,29597037,-1.87,38.48,87.91,26.81,435326915
2003-09-23,9879,10217,9612,9968,0.00%,10523,11048,11569,10386,10137,9389,2636335,1902745,2621144,4509554,29597037,-2.25,38.48,89.89,24.46,435326915
2003-09-24,10093,10199,9968,9986,0.18%,10313,11009,11563,10395,9941,9790,2436465,2022316,2633887,4510017,29601388,-2.54,38.7,89.76,22.99,437763380
2003-09-25,9630,9861,9594,9701,-2.85%,10089,10929,11556,10093,10035,9861,2232855,2167350,2538610,4516342,29537705,-2.99,36.53,91.29,20.53,435530525
2003-09-26,9719,9932,9665,9701,0.00%,9865,10863,11528,9915,9714,9648,2207845,2304353,2556906,4374828,29537705,-3.28,36.53,89.34,19.47,435530525
2003-09-29,9701,9861,9665,9790,0.92%,9829,10798,11501,9817,9750,9550,1361345,2174969,2486199,4223072,29550195,-3.86,37.75,87.16,17.58,436891870
2003-09-30,9968,10146,9826,9843,0.55%,9804,10737,11468,9924,9777,9728,1914735,2030649,2457315,4134593,29560639,-4.43,38.49,86.81,16.04,438806605
2003-10-01,9737,11018,9719,11018,11.93%,10011,10705,11456,9995,9915,9674,4385535,2420463,2405182,4124037,30084048,-4.47,51.86,99.84,15.71,443192140
2003-10-02,11196,11588,11107,11143,1.13%,10299,10670,11437,11668,10693,10368,6232760,3220444,2491014,4068751,30154532,-4.45,53,102.96,16.12,449424900
2003-10-06,11428,11534,11000,11089,-0.48%,10577,10625,11411,11365,11245,10885,4483785,3675632,2581104,4031612,30133044,-4.63,52.44,102.47,13.93,444941115
2003-10-07,11214,11285,10876,11036,-0.48%,10826,10610,11372,11312,11178,10778,2380885,3879540,2555288,3930053,30121579,-4.36,51.85,110.71,17.72,442560230
2003-10-08,11196,11606,11036,11072,0.32%,11072,10609,11330,11161,11058,10751,6121780,4720949,2725188,3877736,30141327,-3.97,52.23,111.07,22.33,448682010
2003-10-09,11125,11321,10965,11214,1.29%,11111,10613,11289,11339,11196,10769,2126795,4269201,2743276,3811481,30168681,-3.6,53.74,112.3,26.3,450808805
2003-10-10,11392,11463,11125,11356,1.27%,11153,10650,11266,11445,11178,11089,2831535,3588956,2755800,3752050,30204637,-2.56,55.24,117.06,34.21,453640340
2003-10-13,11250,11570,11089,11445,0.78%,11225,10679,11240,11410,11325,11072,2774690,3247137,2815730,3668426,30226382,-1.7,56.17,117.98,40.44,456415030
2003-10-14,11623,11730,11285,11392,-0.47%,11296,10687,11211,11748,11388,11267,3010760,3373112,2780361,3574191,30212335,-1.03,55.44,116.36,44.64,453404270
2003-10-15,11534,11837,11374,11641,2.19%,11410,10702,11192,11561,11450,11116,3903995,2929555,2895974,3554310,30297735,-0.32,58.13,118.26,48.44,457308265
2003-10-16,11641,12442,11570,12086,3.82%,11584,10755,11177,11970,11623,11508,7265815,3957359,3167335,3561541,30575480,0.47,62.41,109.69,52.19,464574080
2003-10-17,12033,12157,11499,11570,-4.27%,11627,10792,11163,12700,12046,11828,3939625,4178977,3288932,3568014,30407219,1.14,55.47,103.83,55.51,460634455
2003-10-20,11748,11837,11392,11481,-0.77%,11634,10825,11141,11864,11699,11205,2948890,4213817,3360235,3488639,30384536,1.88,54.37,103.53,59.38,457685565
2003-10-21,11517,11606,11054,11107,-3.26%,11577,10882,11126,11659,11548,11214,4081235,4427912,3463883,3441613,30251658,2.57,49.97,100.65,63.59,453604330
2003-10-22,11107,11267,10947,11000,-0.96%,11449,10934,11128,11356,11218,10805,2404195,4127952,3452276,3314816,30228541,3.06,48.78,99.36,67.1,451200135
2003-10-23,10805,10894,10395,10431,-5.18%,11118,10956,11120,11134,11054,10814,2554260,3185641,3458166,3265090,30096281,3.23,43.01,93.02,68.39,448645875
2003-10-24,10377,10698,10377,10609,1.71%,10926,11001,11116,10662,10538,10164,2103175,2818351,3451682,3223519,30132172,3.3,45.15,93.42,69.05,450749050
2003-10-27,10644,10751,10431,10609,0.00%,10751,11047,11090,10813,10573,10493,1059425,2440458,3394261,3099120,30132172,3.44,45.15,92.69,70.26,450749050
2003-10-28,9861,10199,9523,10146,-4.36%,10559,11064,11054,10680,10600,10360,8691605,3362532,3760774,3132706,29753008,3.53,40.72,89.06,71.03,442057445
2003-10-29,10431,10484,9861,9968,-1.75%,10352,11071,11018,10511,10004,9835,3451050,3571903,3837590,3115062,29692463,3.44,39.16,85.63,70.33,438606395
2003-10-30,10164,10555,10110,10520,5.54%,10370,11046,10996,10226,10070,9603,4186580,3898367,3827642,3144250,29924220,2.71,45.94,87.04,64.8,442792975
2003-10-31,10644,10662,9648,9843,-6.43%,10217,10981,10965,10760,10426,10315,4449980,4367728,3738503,3168245,29638096,1.75,40.15,85.08,58.95,438342995
2003-11-03,9915,10093,9879,10057,2.17%,10107,10929,10949,10253,9999,9238,2177595,4591362,3623194,3150698,29685350,0.96,42.56,87.6,54.68,440520590
2003-11-04,10146,10199,9701,9826,-2.30%,10043,10869,10927,10182,10021,9968,2550290,3363099,3631664,3142367,29626670,-0.12,40.69,88.46,49.41,437970300
2003-11-05,9701,9790,9149,9398,-4.35%,9929,10785,10899,10012,9888,9514,3904205,3453730,3520785,3151696,29456922,-1.36,37.47,85.44,43.52,434066095
2003-11-06,9505,9541,9131,9167,-2.46%,9658,10683,10864,9594,9434,8953,3374650,3291344,3583178,3120818,29373834,-2.49,35.85,87.88,38.11,430691445
2003-11-07,9007,9309,8811,9256,0.97%,9541,10578,10831,9354,9252,8944,2941780,2989704,3588690,3121409,29402395,-3.85,36.96,87.25,31.32,433633225
2003-11-10,9131,9523,9131,9345,0.96%,9398,10473,10795,9532,9158,9034,2075795,2969344,3553745,3101891,29422355,-5.2,38.09,88.09,24.14,435709020
2003-11-11,9345,9434,8740,8740,-6.48%,9181,10340,10753,9630,9336,9238,4538735,3367033,3630144,3126208,29128418,-6.55,33.75,86.14,17.07,431170285
2003-11-12,8722,9505,8526,9345,6.92%,9171,10225,10721,9087,8913,8393,7470870,4080366,3808488,3216410,29645749,-7.64,40.86,93.75,9.4,438641155
2003-11-13,9701,9861,9487,9523,1.90%,9242,10097,10686,9915,9180,8936,5139640,4433364,3702179,3228756,29743647,-8.59,42.76,90.52,4.29,443780795
2003-11-14,9434,9683,9434,9541,0.19%,9299,9996,10652,9692,9599,9318,1618655,4168739,3586130,3198659,29746672,-8.97,42.95,96.93,2.24,445399450
2003-11-17,9754,10324,9701,10004,4.85%,9430,9922,10629,9737,9550,9487,6405140,5034608,3758943,3254719,30057369,-9.22,47.81,99.47,0.35,451804590
2003-11-18,9932,10110,9630,10110,1.07%,9705,9872,10616,10475,10008,9852,2229420,4572745,3666352,3248106,30081171,-9.17,48.87,102.9,1.39,454034010
2003-11-19,9879,10075,9256,9381,-7.22%,9712,9791,10591,10351,9990,9870,3061670,3690905,3699226,3257549,29860170,-9.22,42.63,99.81,1.39,450972340
2003-11-20,9487,9648,9398,9541,1.71%,9715,9746,10571,9728,9523,8909,1892750,3041527,3666150,3252734,29892494,-8.76,44.27,104.08,3.29,452865090
2003-11-21,9292,9594,9292,9487,-0.56%,9705,9690,10540,9719,9532,9470,1508975,3019591,3636440,3208911,29884049,-8.39,43.83,102.5,4.56,451356115
2003-11-24,9487,9683,9042,9042,-4.69%,9512,9612,10507,9692,9465,9390,1822460,2103055,3674592,3208586,29798567,-8.22,40.28,96.76,4.69,449533655
2003-11-25,9345,9559,9238,9470,4.72%,9384,9578,10480,9363,9203,8722,1908660,2038903,3335445,3194139,29888740,-7.37,44.81,108.35,8.77,451442315
2003-11-26,9487,9843,9398,9737,2.82%,9455,9567,10458,9674,9434,9354,2362855,1899140,3281035,3191980,29955362,-6.44,47.44,104.19,11.7,453805170
2003-11-27,9843,9986,9719,9737,0.00%,9495,9527,10426,10013,9679,9568,1808600,1882310,3162136,3131654,29955362,-5.64,47.44,102.24,14.04,453805170
2003-11-28,9879,10004,9683,9826,0.91%,9562,9527,10393,9861,9794,9594,1727950,1926105,3026035,3085184,29971157,-4.69,48.35,102.99,17.43,455533120
2003-12-01,9986,10822,9932,10538,7.25%,9861,9551,10368,9915,9834,9594,6153210,2792255,3224816,3143038,30417042,-3.74,54.96,105.34,22.53,461686330
2003-12-02,10751,10840,10377,10466,-0.68%,10061,9583,10354,11125,10458,10235,3106130,3031749,3252608,3146520,30396054,-2.93,54.23,103.52,27.02,458580200
2003-12-03,10431,10502,10146,10484,0.17%,10210,9637,10344,10653,10538,10190,2289110,3017000,3171853,3139275,30399947,-1.57,54.39,111.76,37.26,460869310
2003-12-04,10555,10805,10466,10591,1.02%,10381,9708,10335,10671,10404,10315,2491705,3153621,3127706,3151386,30425330,-0.39,55.38,111.01,46.78,463361015
2003-12-05,10591,10698,10342,10360,-2.18%,10488,9763,10330,10867,10613,10529,1941305,3196292,3077682,3140724,30382915,0.75,52.76,109.19,56.41,461419710
2003-12-08,10271,10377,10021,10146,-2.06%,10409,9803,10318,10529,10440,10173,1344710,2234592,3041128,3136868,30355189,1.99,50.44,112.2,67.04,460075000
2003-12-09,10288,10413,10128,10182,0.35%,10352,9875,10301,10262,10173,9906,1205965,1854559,2874489,3094998,30359420,3.1,50.82,107.52,78.21,461280965
2003-12-10,9986,10324,9986,10128,-0.52%,10281,9915,10281,10297,10226,10012,868055,1570348,2544348,3082937,30354867,3.64,50.21,104.02,83.77,460412910
2003-12-11,10146,10377,10004,10021,-1.05%,10167,9940,10264,10395,10142,10057,2262505,1524508,2400492,3090002,30331010,4.33,48.96,102.93,92.95,458150405
2003-12-12,10235,10253,9487,9665,-3.55%,10029,9946,10244,10199,10106,9826,6585385,2453324,2648828,3174630,30097071,4.4,45.03,98.37,94.35,451565020
2003-12-15,9843,9879,9470,9701,0.37%,9940,9931,10226,9959,9768,9194,3632790,2910940,2510210,3209796,30110451,3.98,45.5,92.06,87.13,455197810
2003-12-16,9541,9630,9327,9345,-3.67%,9772,9892,10215,9790,9688,9381,2322950,3134337,2514887,3215041,30025205,3.23,41.79,89.29,77.97,452874860
2003-12-17,9256,9683,9256,9345,0.00%,9616,9891,10205,9487,9412,9185,3520585,3664843,2537833,3229778,30025205,2.63,41.79,89.13,70.8,452874860
2003-12-18,9327,9416,9167,9203,-1.52%,9452,9874,10192,9728,9407,9300,2285325,3669407,2557462,3227259,29990381,1.71,40.33,86.89,62.53,450589535
2003-12-19,9309,9398,9167,9185,-0.19%,9356,9859,10183,9309,9247,9060,1563265,2664983,2560176,3216100,29987357,0.98,40.14,88.66,56.73,449026270
2003-12-22,9256,9505,9131,9256,0.78%,9267,9869,10176,9292,9234,9060,2599640,2458353,2599035,3222629,30007510,0.67,41.28,91.23,54.47,451625910
2003-12-23,9398,9434,9025,9078,-1.92%,9213,9850,10164,9443,9287,9069,1767835,2347330,2591994,3229404,29973513,-0.26,39.31,89.16,48.29,449858075
2003-12-24,9114,9274,8847,9042,-0.39%,9153,9815,10151,9256,9154,8847,2296795,2102572,2588691,3235772,29964506,-1.01,38.92,89.28,43.69,447561280
2003-12-26,9042,9220,9042,9096,0.59%,9131,9783,10119,9158,9051,8731,1443915,1934290,2570456,3186745,29973033,-1.58,39.87,90.76,40.52,449005195
2003-12-29,9114,9576,9114,9541,4.89%,9203,9769,10092,9247,9114,9069,3300195,2281676,2649069,3137869,30134491,-1.78,47.12,98.71,39.17,452305390
2003-12-30,9665,9701,9363,9487,-0.56%,9249,9716,10065,9790,9443,9327,2929175,2347583,2487867,3111959,30118096,-2.16,46.41,97.8,36.63,449376215
2004-01-02,9559,9701,9363,9398,-0.94%,9313,9663,10038,9594,9510,9256,2269060,2447828,2446014,3110095,30096810,-2.32,45.21,100.57,35.41,447107155
2004-01-05,9416,9505,9238,9487,0.95%,9402,9613,10012,9550,9465,9212,1997290,2387927,2431422,3041353,30115724,-2.81,46.66,101.52,31.2,449104445
2004-01-06,9612,9648,9292,9292,-2.06%,9441,9548,9980,9630,9430,9363,2273250,2553794,2420500,3043794,30068809,-3.3,43.96,100.97,26.42,446831195
2004-01-07,9309,9541,9309,9398,1.15%,9413,9500,9947,9470,9381,9114,2708530,2435461,2458861,3041744,30099941,-3.64,45.77,102.33,22.73,449539725
2004-01-08,9523,9541,9238,9292,-1.14%,9373,9457,9911,9585,9412,9354,2059075,2261441,2494579,3029817,30076543,-4.18,44.26,100.38,15.91,447480650
2004-01-09,9398,10182,9398,10004,7.66%,9495,9448,9888,9416,9341,9114,8355515,3478732,2852057,3118897,30716812,-4.08,54.76,110.2,17.37,455836165
2004-01-12,10039,10324,9932,10146,1.42%,9626,9449,9863,10484,9897,9701,4382910,3955856,3027800,3126878,30779202,-3.73,56.49,112.2,21.89,460219075
2004-01-13,10324,10324,9861,9932,-2.11%,9754,9445,9827,10431,10137,10039,2141325,3929471,3021740,3041470,30734122,-3.46,53.26,109.2,25.07,458077750
2004-01-14,9879,10021,9701,9879,-0.54%,9851,9455,9799,10128,10012,9665,1943750,3776515,2789659,3008206,30723671,-3.21,52.47,103.54,27.2,456134000
2004-01-15,9737,9826,9256,9363,-5.23%,9865,9438,9764,10039,9870,9719,3605350,4085770,2788287,3019147,30535284,-2.86,45.57,98.69,28.69,452528650
2004-01-16,9381,9470,9309,9398,0.38%,9744,9441,9735,9594,9452,9025,1563115,2727290,2750295,2977178,30541227,-2.29,46.09,100,31.39,454091765
2004-01-19,9452,9559,9185,9238,-1.70%,9562,9436,9706,9514,9394,9354,2051200,2260948,2676826,2971295,30506264,-1.84,44.1,97.37,33.93,452040565
2004-01-20,9167,9345,9025,9345,1.16%,9445,9443,9688,9398,9305,9025,1608225,2154328,2642971,2955528,30524856,-1.1,45.75,100.57,39.15,453648790
2004-01-26,9363,9648,9363,9452,1.14%,9359,9456,9668,9505,9265,9185,1910140,2147606,2660314,2952310,30546686,-0.46,47.38,100.57,44.91,455558930
2004-01-27,9487,9505,9167,9256,-2.07%,9338,9456,9646,9692,9478,9407,2374840,1901504,2649074,2974234,30497490,-0.01,44.77,99.62,49.88,453184090
2004-01-28,9274,9381,9149,9167,-0.96%,9292,9461,9630,9381,9296,9042,1520115,1892904,2636688,2854709,30482873,0.13,43.62,91.64,51.67,451663975
2004-01-29,9078,9292,8989,9078,-0.97%,9260,9462,9615,9274,9216,9042,1453645,1773393,2594531,2821419,30468760,0.14,42.46,89.47,51.8,450210330
2004-01-30,9398,9505,9131,9220,1.57%,9235,9469,9593,9229,9109,8927,2287995,1909347,2636735,2789776,30504650,0.25,44.93,92.83,53.33,452498325
2004-02-02,9131,9292,8953,8971,-2.70%,9139,9440,9578,9363,9269,8989,2034025,1934124,2573426,2749510,30449677,-0.16,41.63,90.81,48.11,450464300
2004-02-03,8918,8971,8562,8580,-4.37%,9003,9395,9554,9131,9047,8793,2748240,2008804,2564380,2759021,30329714,-0.46,37.12,91.63,44.91,447716060
2004-02-04,8366,8651,8339,8437,-1.66%,8857,9347,9531,8775,8673,8366,1679155,2040612,2534884,2744502,30301844,-1,35.64,89.77,40.04,446036905
2004-02-05,8366,8624,8322,8473,0.42%,8736,9296,9515,8700,8466,8388,2462355,2242354,2558138,2720471,30312234,-1.48,36.31,91.71,36.16,448499260
