Date,Start,high,low,close,percent,5MA,20MA,60MA,Demark_high,Demark_middle,Demakr_low,volume,5VOL,20VOL,60VOL,PVT,Sonar,RSI,Momentum,RMI,OBV
2001-08-08,6559,6728,6328,6355,-3.12%,6198,N/A,N/A,6817,6450,6328,3900685,3668733,N/A,N/A,621315,N/A,N/A,109.17,N/A,9322535
2001-08-09,6230,6488,6168,6435,1.26%,6305,N/A,N/A,6542,6441,6141,4173380,4127289,N/A,N/A,673921,N/A,N/A,112.27,N/A,13495915
2001-08-10,6524,6559,6337,6372,-0.97%,6390,N/A,N/A,6622,6381,6301,2008220,4219821,N/A,N/A,654477,N/A,N/A,110.84,N/A,11487695
2001-08-13,6372,6461,6248,6266,-1.68%,6397,N/A,N/A,6466,6410,6243,1554920,3412414,N/A,N/A,628417,N/A,N/A,112.82,N/A,9932775
2001-08-14,6337,6524,6141,6408,2.27%,6367,N/A,N/A,6364,6310,6150,2757110,2878863,N/A,N/A,691079,N/A,N/A,113.74,N/A,12689885
2001-08-16,6230,6337,6212,6239,-2.64%,6344,N/A,N/A,6657,6370,6275,1558535,2410433,N/A,N/A,649951,N/A,N/A,104.01,N/A,11131350
2001-08-17,6408,6800,6372,6711,7.56%,6399,N/A,N/A,6350,6257,6226,9872320,3550221,N/A,N/A,1396360,N/A,N/A,113.73,N/A,21003670
2001-08-20,6568,6764,6470,6764,0.80%,6477,N/A,N/A,6969,6648,6541,3130235,3774624,N/A,N/A,1421269,N/A,N/A,113.77,N/A,24133905
2001-08-21,7013,7111,6657,6755,-0.13%,6575,6174,N/A,6911,6691,6617,6607920,4785224,3628584,N/A,1412575,N/A,61.58,108.43,N/A,17525985
2001-08-22,6666,7298,6586,7298,8.04%,6753,6236,N/A,6933,6820,6479,5743555,5382513,3585637,N/A,1874178,N/A,67.69,111.26,N/A,23269540
2001-08-23,7289,7414,7013,7031,-3.66%,6912,6297,N/A,7654,7120,6942,6250355,6320877,3754267,N/A,1645506,N/A,62.53,110.64,N/A,17019185
2001-08-24,7129,7245,7004,7173,2.03%,7004,6369,N/A,7222,7122,6822,4551915,5256796,3856010,N/A,1737697,N/A,64.07,111.48,N/A,21571100
2001-08-27,7316,7414,6995,6995,-2.48%,7051,6431,N/A,7329,7149,7089,4442115,5519172,3974442,N/A,1627471,N/A,60.77,109.78,N/A,17128985
2001-08-28,6853,6915,6693,6720,-3.94%,7043,6489,N/A,7205,7100,6786,3693000,4936188,4093296,N/A,1481818,N/A,56.05,107.24,N/A,13435985
2001-08-29,6586,6604,6194,6337,-5.70%,6851,6525,N/A,6817,6762,6595,3501790,4487835,4198260,N/A,1282379,N/A,50.33,98.89,N/A,9934195
2001-08-30,6426,6524,6230,6239,-1.54%,6693,6537,N/A,6470,6368,6061,5641880,4366140,4191546,N/A,1195215,N/A,48.98,100,N/A,4292315
2001-08-31,5918,6070,5562,5785,-7.28%,6415,6531,N/A,6381,6308,6088,3812795,4218316,4288156,N/A,917822,N/A,43.3,86.21,N/A,479520
2001-09-03,5821,6070,5723,5874,1.54%,6191,6527,N/A,5927,5801,5420,3419265,4013746,4381841,N/A,970426,N/A,44.63,86.84,N/A,3898785
2001-09-04,5803,5981,5732,5981,1.82%,6043,6515,N/A,6145,5885,5798,2797760,3834698,4242131,N/A,1021294,N/A,46.22,88.54,78.08,6696545
2001-09-05,5767,5901,5767,5785,-3.27%,5933,6476,N/A,6105,5918,5856,1456135,3425567,4043694,N/A,973623,3.85,43.78,79.27,68.25,5240410
2001-09-06,5785,6141,5785,5963,3.08%,5878,6457,N/A,5910,5809,5776,4751020,3247395,4086211,N/A,1119808,2.54,46.49,84.81,61.68,9991430
2001-09-07,5874,6105,5838,6016,0.90%,5924,6436,N/A,6230,5963,5874,3857830,3256402,4070434,N/A,1154356,1.05,47.3,83.87,54.72,13849260
2001-09-10,5963,6008,5865,5883,-2.22%,5926,6411,N/A,6194,5994,5927,1765905,2925730,4058318,N/A,1115172,-0.31,45.49,84.1,48.63,12083355
2001-09-11,6034,6052,5749,5776,-1.82%,5885,6387,N/A,5945,5910,5803,1921845,2750547,4076664,N/A,1080282,-1.58,44.07,85.96,43.08,10161510
2001-09-12,5091,5091,5091,5091,-11.86%,5746,6321,N/A,5914,5838,5611,188950,2497110,3948256,N/A,1057864,-3.12,36.37,80.34,36.7,9972560
2001-09-13,5002,5287,4868,5046,-0.87%,5562,6261,N/A,5091,5091,5091,5196775,2586261,4130168,N/A,1012438,-4.21,35.93,80.88,33.08,4775785
2001-09-14,5091,5180,4441,4530,-10.23%,5265,6152,N/A,5376,5062,4957,5312625,2877220,3902184,N/A,468995,-5.8,31.38,78.31,27.35,-536840
2001-09-17,4592,4592,4050,4272,-5.70%,4943,6028,N/A,4855,4670,4116,6167940,3757627,4054069,N/A,117579,-7.66,29.42,72.73,21.45,-6704780
2001-09-18,4610,4779,4575,4779,11.88%,4744,5929,N/A,4432,4296,3889,4366160,4246490,3941981,N/A,636061,-9,37.54,79.91,17.77,-2338620
2001-09-19,4895,5198,4850,4966,3.91%,4719,5812,N/A,4882,4728,4677,9895340,6187768,4149570,N/A,1023030,-10.25,40.21,85.85,13.65,7556720
2001-09-20,4895,5028,4610,4877,-1.79%,4685,5704,N/A,5255,4995,4908,3435845,5835582,4008844,N/A,961455,-11.65,39.36,81.79,9.72,4120875
2001-09-21,4788,5456,4610,5456,11.86%,4870,5619,N/A,4953,4848,4535,8306730,6434403,4196585,N/A,1946743,-12.7,47.02,90.68,5.82,12427605
2001-09-24,5571,5723,5287,5358,-1.79%,5087,5537,N/A,5878,5244,5033,20594685,9319752,5004214,N/A,1577181,-13.64,45.98,91.07,2.47,-8167080
2001-09-25,5643,5669,4762,4850,-9.47%,5101,5443,N/A,5540,5431,5104,8748865,10196293,5257007,N/A,748800,-14.77,41.03,83.98,0,-16915945
2001-09-26,4948,5020,4672,4806,-0.92%,5069,5367,N/A,5260,5033,4352,4642730,9145771,5314054,N/A,706206,-15.09,40.63,94.41,0,-21558675
2001-09-27,4744,5002,4744,4859,1.11%,5066,5298,N/A,4913,4826,4566,3756755,9209953,5219798,N/A,747948,-15.39,41.36,96.3,0,-17801920
2001-09-28,4859,5278,4859,5046,3.85%,4984,5261,N/A,5060,4866,4802,11426210,9833849,5600468,N/A,1187417,-14.49,43.92,111.39,2.74,-6375710
2001-10-04,5429,5634,5322,5518,9.35%,5016,5243,N/A,5371,5057,4953,8916520,7498216,5875331,N/A,2020884,-13.02,49.76,129.17,9.17,2540810
2001-10-05,5376,5420,5126,5135,-6.94%,5073,5201,N/A,5732,5498,5420,5170135,6782470,5993950,N/A,1662310,-12.28,45.69,107.45,11.27,-2629325
2001-10-08,5011,5251,4859,4984,-2.95%,5109,5161,N/A,5278,5204,4984,4015955,6657115,6121941,N/A,1543989,-11.21,44.18,100.36,12.35,-6645280
2001-10-09,5162,5509,5144,5304,6.43%,5198,5128,N/A,5118,5020,4726,11185035,8142771,6443642,N/A,2263027,-10.11,48.01,108.76,15.38,4539755
2001-10-10,5162,5367,5109,5118,-3.52%,5212,5083,N/A,5589,5316,5224,4886175,6834764,6495059,N/A,2090863,-9.54,46.06,93.8,16.18,-346420
2001-10-11,5554,5554,5198,5215,1.91%,5151,5049,N/A,5242,5178,4984,4880905,6027641,6650809,N/A,2184237,-8.8,47.25,97.34,17.24,4534485
2001-10-12,5393,5821,5367,5447,4.44%,5214,5033,N/A,5384,5296,5028,11589325,7311479,7134183,N/A,2698439,-7.54,49.99,112.29,21.75,16123810
2001-10-15,5660,5732,5384,5429,-0.33%,5303,5050,N/A,5861,5520,5407,5054290,7519146,7377450,N/A,2681922,-5.9,49.78,112.96,27.21,11069520
2001-10-16,5429,5625,5393,5465,0.66%,5335,5071,N/A,5580,5494,5233,5606300,6403399,7397926,N/A,2718684,-4.28,50.22,112.45,32.95,16675820
2001-10-17,5554,5607,5465,5562,1.79%,5424,5122,N/A,5660,5487,5429,3469035,6119971,7305747,N/A,2780833,-2.63,51.46,110.23,39,20144855
2001-10-18,5571,6230,5554,5963,7.20%,5573,5207,N/A,5656,5549,5514,16735840,8490958,7834142,N/A,3985814,-0.69,56.17,108.06,46.84,36880695
2001-10-19,5892,5990,5643,5705,-4.33%,5625,5253,5785,6435,5927,5758,4792935,7131680,7855480,5142015,3778358,1.01,52.69,111.09,54.87,32087760
2001-10-22,5794,5821,5607,5723,0.31%,5684,5291,5780,5847,5761,5500,2654345,6651691,7493431,5076213,3786640,2.53,52.9,114.82,62.18,34742105
2001-10-23,5785,5830,5536,5580,-2.49%,5707,5326,5776,5772,5718,5558,2949110,6120253,7469094,5077402,3713256,3.87,50.97,105.2,70.05,31792995
2001-10-24,5509,5999,5509,5678,1.75%,5730,5337,5775,5705,5631,5411,9775000,7381446,7542508,5198368,3884747,5.01,52.24,110.96,75.72,41567995
2001-10-25,5696,5749,5474,5554,-2.19%,5648,5347,5772,6083,5716,5594,2540060,4542290,6639776,5206144,3829010,5.9,50.49,106.48,80.66,39027935
2001-10-26,5643,5669,5465,5527,-0.48%,5612,5381,5771,5652,5583,5376,1386110,3860925,6271638,5207314,3822346,6.91,50.11,101.47,89.26,37641825
2001-10-29,5429,5571,5411,5420,-1.93%,5552,5412,5768,5598,5547,5393,1782425,3686541,6128623,5213646,3787903,7.16,48.57,99.84,92.12,35859400
2001-10-30,5322,5376,5198,5215,-3.78%,5479,5429,5755,5496,5456,5336,1468790,3390477,6014225,5141856,3732431,7.07,45.72,95.44,91.46,34390610
2001-10-31,5171,5411,5144,5278,1.19%,5399,5441,5744,5296,5251,5118,2009120,1837301,5543370,5143998,3756431,6.22,46.72,94.88,87.84,36399730
2001-11-01,5278,5634,5251,5349,1.35%,5358,5433,5734,5478,5278,5211,3781245,2085538,5286607,5181260,3807442,4.33,47.88,89.7,78.97,40180975
2001-11-02,5438,5474,5278,5313,-0.67%,5315,5441,5719,5683,5396,5300,1481355,2104587,5102168,5112750,3797583,3.58,47.34,93.14,74.06,38699620
2001-11-05,5376,5438,5304,5376,1.17%,5306,5461,5699,5393,5344,5198,1050175,1958137,4953879,5039838,3809897,3.21,48.42,93.93,70.85,39749795
2001-11-06,5518,5660,5438,5465,1.66%,5356,5469,5684,5442,5373,5309,1877835,2039946,4488519,5006124,3840987,2.68,49.98,97.93,68.22,41627630
2001-11-07,5500,5500,5331,5340,-2.28%,5368,5480,5666,5563,5507,5340,1197790,1877680,4304100,4956531,3813676,2.68,47.85,94.04,68.22,40429840
2001-11-08,5340,5482,5322,5367,0.50%,5372,5488,5649,5420,5378,5251,1107940,1343019,4115451,4941526,3819215,2.63,48.34,96.63,67.83,41537780
2001-11-09,5296,5384,5287,5384,0.33%,5386,5485,5635,5505,5384,5344,870005,1220749,3579485,4930111,3822101,1.93,48.69,97.42,63.95,42407785
2001-11-12,5384,5625,5358,5545,2.98%,5420,5490,5620,5433,5360,5336,2970860,1604886,3475314,4933673,3910490,1.46,51.75,102.3,61.36,45378645
2001-11-13,5571,5634,5500,5607,1.12%,5449,5498,5610,5718,5518,5451,2503770,1730073,3320187,4949427,3938622,1.25,52.9,107.51,60.13,47882415
2001-11-14,5732,5847,5634,5660,0.95%,5513,5502,5592,5687,5587,5554,3122380,2114991,3302854,4836928,3968359,1.13,53.9,107.25,59.32,51004795
2001-11-15,5714,5758,5215,5384,-4.87%,5516,5473,5569,5754,5700,5540,3964025,2686208,2664264,4850825,3775144,0.75,48.32,100.67,56.63,47040770
2001-11-16,5340,5447,5260,5393,0.17%,5518,5458,5547,5571,5436,5028,1398205,2791848,2494527,4763996,3777455,0.3,48.5,101.51,52.9,48438975
2001-11-19,5304,5518,5304,5429,0.66%,5495,5443,5515,5514,5373,5327,1717715,2541219,2447696,4696899,3788793,-0.33,49.26,100.99,46.44,50156690
2001-11-20,5518,5562,5322,5358,-1.31%,5445,5432,5488,5580,5420,5367,1810330,2402531,2390757,4622898,3765051,-0.68,47.78,98.05,42.36,48346360
2001-11-21,5358,5438,5296,5340,-0.33%,5381,5415,5457,5460,5400,5220,1223500,2022755,1963182,4567425,3760987,-1.19,47.41,100,34.79,47122860
2001-11-22,5251,5340,5206,5233,-2.00%,5351,5399,5428,5389,5353,5247,1114125,1452775,1891885,4511958,3738704,-1.61,45.17,97.51,28.23,46008735
2001-11-23,5215,5554,5215,5393,3.06%,5351,5393,5406,5287,5253,5153,4345000,2042134,2039830,4522825,3871714,-1.68,48.99,100.17,26.95,50353735
2001-11-26,5518,5643,5393,5518,2.31%,5368,5397,5392,5643,5389,5304,2734125,2245416,2087414,4510031,3934879,-1.69,51.74,99.52,26.83,53087860
2001-11-27,5874,6177,5838,6052,9.68%,5507,5439,5389,5643,5518,5393,11483080,4179966,2588129,4607384,5046145,-1.06,61.22,107.94,36.15,64570940
2001-11-28,6230,6248,5465,5482,-9.41%,5536,5449,5384,6283,6030,5945,7312695,5397805,2853308,4665716,4357891,-0.96,50.13,96.86,37.09,57258245
2001-11-29,5500,5634,5331,5625,2.60%,5614,5463,5380,5865,5669,5082,2736385,5722257,2801065,4654334,4428966,-0.19,52.41,104.46,47.26,59994630
2001-11-30,5696,5749,5482,5500,-2.22%,5635,5473,5372,5781,5554,5478,2618160,5376889,2857905,4651341,4370969,0.27,50.29,101.98,54.26,57376470
2001-12-03,5340,5500,5340,5465,-0.65%,5625,5477,5366,5625,5558,5358,1560860,5142236,2883439,4653086,4360866,0.62,49.68,100.66,60.8,55815610
2001-12-04,5429,5732,5429,5625,2.93%,5539,5485,5361,5562,5442,5402,3270890,3499798,2953092,4628418,4456755,0.97,52.41,104.98,66.12,59086500
2001-12-05,5749,5856,5571,5785,2.85%,5600,5507,5357,5830,5603,5527,3609255,2759110,3073665,4624275,4559551,1.7,54.98,108.33,77.17,62695755
2001-12-06,6230,6301,5794,5856,1.23%,5646,5532,5356,5963,5749,5678,6580665,3527966,3347302,4704521,4640543,2.46,56.09,111.9,84.65,69276420
2001-12-07,5999,6550,5963,6408,9.42%,5828,5583,5367,6079,5952,5571,15332570,6070848,4070430,4928033,6085254,3.53,63.48,118.81,90.53,84608990
2001-12-10,6533,6906,6248,6835,6.67%,6102,5647,5396,6773,6332,6186,11243495,8007375,4484062,5112275,6834820,4.63,67.89,123.87,92.45,95852485
2001-12-11,6675,6746,6417,6461,-5.47%,6269,5690,5420,7200,6706,6542,4887365,8330670,4603241,5107118,6567542,4.61,61.08,106.76,92.47,90965120
2001-12-12,6586,7200,6550,6960,7.71%,6504,5755,5460,6604,6521,6275,11782845,9965388,5036264,5214955,7476412,5.61,65.9,126.95,93.65,102747965
2001-12-13,6853,7289,6693,6978,0.26%,6728,5835,5505,7405,6918,6755,11234590,10896173,5399793,5299399,7505145,6.8,66.05,124.05,94.65,113982555
2001-12-14,6773,7049,6506,6533,-6.38%,6753,5892,5534,7431,6984,6835,4743085,8778276,5567037,5305682,7202652,7.66,58.84,118.77,95.2,109239470
2001-12-17,6435,6853,6052,6355,-2.72%,6657,5938,5557,6791,6655,6248,10647190,8659015,6013510,5318212,6912538,8.42,56.25,116.29,95.6,98592280
2001-12-18,6399,6435,5785,5821,-8.40%,6529,5961,5573,6604,6404,5803,4796770,8640896,6162832,5340894,6509448,8.68,49.35,103.48,96.68,93795510
2001-12-19,5821,5954,5536,5732,-1.53%,6283,5981,5578,6128,5965,5478,3634985,7011324,6283407,5263032,6453867,8.6,48.31,99.08,96.18,90160525
2001-12-20,5625,5865,5625,5758,0.47%,6040,6007,5584,5843,5738,5425,2734715,5311349,6364436,4965366,6466607,8.59,48.66,98.33,96.52,92895240
2001-12-21,5554,5696,5447,5482,-4.79%,5829,6012,5595,5932,5752,5692,2290445,4820821,6261708,4857726,6356863,7.68,45.37,85.56,88.49,90604795
2001-12-24,5447,5678,5447,5474,-0.16%,5653,6009,5606,5589,5527,5340,2196010,3130585,6234803,4816947,6353299,6.41,45.27,80.08,79.01,88408785
2001-12-26,5447,5723,5447,5482,0.16%,5586,5981,5616,5692,5518,5460,2897500,2750731,5805524,4802626,6358010,5.11,45.4,84.85,72.35,91306285
2001-12-27,5714,5812,5580,5785,5.52%,5596,5996,5629,5741,5534,5465,3660165,2755767,5622897,4673192,6560032,4.18,49.75,83.12,67.2,94966450
2001-12-28,5838,5990,5732,5865,1.38%,5618,6008,5635,5914,5740,5683,3040805,2816985,5638118,4575263,6602135,2.97,50.85,84.06,61.64,98007255
2002-01-02,5910,5990,5856,5927,1.06%,5707,6029,5648,6056,5863,5798,2257305,2810357,5620076,4526716,6626113,2.33,51.71,90.74,58.95,100264560
2002-01-03,5999,6096,5830,5847,-1.35%,5781,6048,5662,6025,5925,5892,2724530,2916061,5678259,4505192,6589295,1.86,50.51,92.02,56.97,97540030
2002-01-04,5990,6515,5954,6319,8.07%,5949,6083,5679,5972,5905,5705,7998195,3936200,5914624,4452078,7234507,2.05,56.77,108.56,57.59,105538225
2002-01-07,6568,6622,6257,6274,-0.70%,6047,6108,5698,6697,6277,6137,4632275,4130622,5965775,4447847,7201885,2.12,56.06,109.47,57.84,100905950
2002-01-08,6364,6372,5972,6016,-4.11%,6077,6116,5712,6448,6357,6083,2877875,4098036,5780636,4414463,7083505,1.81,52.1,104.48,56.87,98028075
2002-01-09,6105,6123,5910,6052,0.59%,6102,6098,5722,6194,6094,5794,2138240,4074223,5120919,4256945,7096157,1.44,52.58,110.39,55.62,100166315
2002-01-10,5910,6328,5901,6141,1.47%,6161,6063,5734,6088,6034,5874,4500635,4429444,4783776,4247717,7162343,0.9,53.83,112.2,53.66,104666950
2002-01-11,6096,6248,5927,5954,-3.04%,6088,6038,5742,6448,6128,6021,1738675,3177540,4626342,4183257,7109427,0.95,50.87,108.6,53.86,102928275
2002-01-14,5963,6096,5838,5892,-1.05%,6011,5984,5747,6101,6021,5781,1735710,2598227,4123985,4154368,7091265,-0.19,49.91,101.85,49.14,101192565
2002-01-15,5767,5847,5643,5652,-4.08%,5938,5918,5742,5994,5930,5736,1728905,2368433,3648701,3904252,7020751,-1.5,46.33,96.36,42.67,99463660
2002-01-16,5652,6177,5625,5838,3.31%,5895,5883,5744,5749,5698,5545,5629695,3066724,3693031,3918198,7206930,-2.42,49.31,98.5,37.11,105093355
2002-01-17,5874,5874,5652,5830,-0.15%,5833,5857,5746,6283,5870,5732,2769760,2720549,3299160,3920122,7202708,-3.16,49.18,99.7,31.69,102323595
2002-01-18,5963,6088,5696,5732,-1.68%,5789,5853,5749,5852,5796,5629,6260910,3624996,3372367,3975319,7097563,-3.79,47.64,90.7,28.74,96062685
2002-01-21,5660,5723,5554,5643,-1.55%,5739,5848,5748,5910,5812,5518,2129950,3703844,3297115,3847901,7064489,-4.25,46.25,89.93,27.28,93932735
2002-01-22,5660,5740,5554,5589,-0.95%,5726,5840,5749,5683,5640,5514,2372955,3832654,3279027,3845116,7042032,-4.51,45.41,92.9,26.52,91559780
2002-01-23,5660,5892,5625,5669,1.43%,5692,5849,5751,5665,5618,5478,5708035,3848322,3449906,3917148,7123835,-4.08,46.93,93.68,27.8,97267815
2002-01-24,5732,5758,5616,5634,-0.63%,5653,5857,5755,5914,5714,5647,3043615,3903093,3492287,3938168,7104723,-3.4,46.32,91.74,30.09,94224200
2002-01-25,5696,5847,5652,5758,2.21%,5659,5871,5764,5696,5660,5554,4298900,3510691,3562357,3985336,7199801,-2.76,48.77,96.71,32.56,98523100
2002-01-28,5758,6408,5749,6372,10.66%,5805,5900,5782,5901,5754,5705,10435245,5171750,3901111,4125772,8312679,-1.41,58.59,108.16,40.52,108958345
2002-01-29,6372,6372,5963,5963,-6.42%,5879,5905,5792,6720,6226,6061,5982440,5893647,4048192,4162458,7928332,-0.22,51.63,105.51,48.4,102975905
2002-01-30,5785,5812,5643,5687,-4.63%,5883,5893,5798,6168,6065,5758,3025955,5357231,4086625,4188202,7788325,0.17,47.6,97.41,51.29,99949950
2002-01-31,5749,5838,5705,5740,0.94%,5904,5888,5804,5749,5707,5580,2502050,5248918,4075501,4212400,7811819,0.52,48.42,98.47,54.26,102452000
2002-02-01,5803,6159,5785,5901,2.79%,5933,5867,5812,5789,5756,5656,5877495,5564637,3969466,4279061,7975842,0.24,50.86,102.95,52.07,108329495
2002-02-04,5963,6150,5918,5963,1.06%,5851,5851,5822,6217,5936,5843,4360990,4349786,3955902,4331781,8021885,0.05,51.8,105.68,50.47,112690485
2002-02-05,5838,5892,5740,5892,-1.19%,5837,5845,5831,6079,5999,5847,1804115,3514121,3902214,4343384,8000344,0.09,50.64,105.41,50.8,110886370
2002-02-06,5856,6008,5830,5838,-0.91%,5867,5834,5838,5967,5854,5816,1842310,3277392,3887417,4359589,7983646,-0.25,49.75,102.98,47.67,109044060
2002-02-07,5838,5981,5518,5554,-4.88%,5829,5805,5839,5923,5878,5745,3010140,3379010,3812892,4360243,7836810,-0.89,45.3,98.58,40.87,106033920
2002-02-08,5607,5643,5536,5625,1.28%,5774,5789,5839,5767,5652,5304,1346380,2472787,3793278,4340954,7854071,-1.4,46.56,97.68,34.66,107380300
2002-02-14,5696,5856,5678,5838,3.80%,5749,5786,5842,5687,5607,5580,1986255,1997840,3805805,4322018,7929499,-1.94,50.2,91.62,30.26,109366555
2002-02-15,5723,5954,5723,5767,-1.22%,5724,5792,5848,5936,5803,5758,2084820,2053981,3823601,4290698,7904074,-1.92,49.02,96.72,30.35,107281735
2002-02-18,5767,5918,5669,5874,1.85%,5732,5793,5856,5976,5803,5745,2612610,2208041,3672746,4310938,7952456,-1.69,50.85,103.29,33.03,109894345
2002-02-19,5945,6061,5785,5794,-1.36%,5780,5792,5862,6021,5834,5772,3381720,2282357,3703344,4338672,7906341,-1.63,49.45,100.93,33.73,106512625
2002-02-20,5732,5785,5652,5696,-1.69%,5794,5790,5868,5927,5858,5652,1512955,2315672,3465947,4333715,7880777,-1.31,47.75,96.53,36.07,104999670
2002-02-21,5758,5803,5634,5678,-0.31%,5762,5792,5874,5740,5707,5607,1477535,2213928,3433326,4337949,7876160,-1.02,47.44,95.22,38.49,103522135
2002-02-22,5571,6105,5571,5838,2.82%,5776,5804,5884,5741,5698,5571,7646985,3326361,3697028,4446830,8091905,-0.7,50.51,99.09,41.48,111169120
2002-02-25,5838,5927,5669,5687,-2.59%,5739,5805,5889,6239,5838,5705,2452015,3294242,3534226,4415280,8028362,-0.5,47.73,97.41,43.58,108717105
2002-02-26,5785,5830,5643,5669,-0.31%,5714,5807,5891,5807,5743,5549,1889540,2995806,3476523,4401204,8022448,0.03,47.41,102.08,50.43,106827565
2002-02-27,5732,5963,5723,5874,3.61%,5749,5813,5888,5749,5703,5562,3368470,3366909,3430001,4265961,8144073,0.42,51.41,104.43,55.67,110196035
2002-02-28,6088,6577,6016,6577,11.97%,5929,5823,5906,6039,5858,5798,12555865,5582575,3536032,4353347,9646972,0.64,61.93,112.65,58.22,122751900
2002-03-04,7120,7360,7040,7360,11.91%,6234,5893,5935,6857,6437,6297,3844910,4822160,3429156,4371822,10104823,1.74,69.65,127.62,67.49,126596810
2002-03-05,7716,8063,7307,7316,-0.60%,6559,5974,5966,7520,7280,7200,13251305,6982018,3940423,4549041,10024706,3.12,68.81,124.55,75.57,113345505
2002-03-06,7405,8188,7102,8188,11.92%,7063,6096,6011,7690,7500,6933,17445345,10093179,4687588,4813783,12104565,5.26,75.02,141.32,82.53,130790850
2002-03-07,8188,8330,7538,7601,-7.17%,7408,6181,6044,8731,7917,7645,10803465,11580178,4933886,4939326,11329534,6.76,65.72,133.44,85.26,119987385
2002-03-08,7654,8046,7627,7912,4.10%,7675,6279,6079,7966,7767,7173,8313615,10731728,5131518,5017732,11670255,8.41,67.95,139.34,87.42,128301000
2002-03-11,7743,7868,7494,7547,-4.61%,7713,6362,6107,8188,7874,7770,7670150,11496776,5424820,5035890,11316514,9.61,62.9,129.27,88.65,120630850
2002-03-12,7654,7894,7245,7360,-2.48%,7722,6438,6123,7707,7614,7334,7099180,10266351,5687663,4898666,11140709,10.9,60.47,129.42,89.72,113531670
2002-03-13,7307,7503,7271,7289,-0.97%,7542,6525,6131,7627,7465,6978,3571515,7491585,5715732,4770800,11106160,12.36,59.54,128.57,91.09,109960155
2002-03-14,7245,7601,7245,7476,2.56%,7517,6617,6148,7396,7338,7164,4674580,6265808,5882142,4767254,11226021,13.84,61.19,127.27,92.48,114634735
2002-03-15,7360,7779,7360,7529,0.71%,7440,6702,6157,7716,7449,7360,6305185,5864122,6098088,4675959,11271058,15.09,61.66,114.48,95.4,120939920
2002-03-18,7583,8428,7565,8322,10.52%,7595,6829,6180,7863,7549,7445,11118395,6553771,6549767,4674023,12440723,15.9,67.77,113.06,96.55,132058315
2002-03-19,8322,8704,8063,8544,2.67%,7832,6963,6213,8807,8159,7943,6796515,6493238,6758962,4708247,12622448,16.55,69.22,116.79,96.72,138854830
2002-03-20,8669,8873,8188,8188,-4.17%,8012,7083,6244,8944,8464,8304,5610595,6901054,6870406,4624303,12388674,16.18,64.32,100,96.71,133244235
2002-03-21,8028,8348,8028,8277,1.09%,8172,7212,6285,8531,8359,7845,2829685,6532075,6936242,4591519,12419431,16.67,64.98,108.9,97.73,136073920
2002-03-22,8437,9256,8384,9256,11.83%,8517,7391,6343,8473,8232,8152,10421370,7355312,7383434,4704625,13652066,17.7,71.13,116.99,99.1,146495290
2002-03-25,9292,9434,8802,9078,-1.92%,8669,7553,6399,9692,9038,8820,6862920,6504217,7344231,4773428,13520087,18.72,68.81,120.28,99.37,139632370
2002-03-26,9078,9220,8606,8704,-4.12%,8701,7703,6453,9256,9098,8624,3468830,5838680,7395072,4793068,13377253,19.66,64.17,118.26,100,136163540
2002-03-27,8882,9149,8669,8722,0.20%,8807,7856,6507,8962,8809,8348,4819685,5680498,7541579,4836796,13387109,20.41,64.29,119.66,100,140983225
